  #K-Path    Energy        Ti        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    4.264  -32.7574     0.980     0.000
    4.244  -32.7574     0.984     0.000
    4.224  -32.7574     0.980     0.000
    4.203  -32.7574     0.984     0.000
    4.183  -32.7573     0.980     0.000
    4.183  -32.8571     0.988     0.000
    4.142  -32.8573     0.984     0.000
    4.100  -32.8578     0.984     0.000
    4.059  -32.8587     0.988     0.000
    4.018  -32.8600     0.984     0.000
    3.976  -32.8617     0.988     0.000
    3.935  -32.8636     0.988     0.000
    3.893  -32.8659     0.984     0.000
    3.852  -32.8686     0.988     0.000
    3.811  -32.8714     0.980     0.000
    3.769  -32.8597     0.976     0.000
    3.728  -32.8472     0.980     0.000
    3.686  -32.8338     0.980     0.000
    3.645  -32.8196     0.980     0.000
    3.604  -32.8048     0.984     0.000
    3.562  -32.7894     0.980     0.000
    3.521  -32.7735     0.984     0.000
    3.480  -32.7572     0.984     0.000
    3.438  -32.7407     0.984     0.000
    3.397  -32.7381     0.982     0.000
    3.397  -32.7381     0.982     0.000
    3.368  -32.7354     0.982     0.000
    3.338  -32.7367     0.984     0.000
    3.309  -32.7385     0.982     0.000
    3.280  -32.7404     0.984     0.000
    3.250  -32.7424     0.982     0.000
    3.221  -32.7443     0.984     0.000
    3.192  -32.7462     0.984     0.000
    3.163  -32.7480     0.984     0.000
    3.133  -32.7496     0.982     0.000
    3.104  -32.7512     0.984     0.000
    3.075  -32.7526     0.982     0.000
    3.046  -32.7539     0.980     0.000
    3.016  -32.7550     0.982     0.000
    2.987  -32.7560     0.980     0.000
    2.958  -32.7568     0.982     0.000
    2.929  -32.7574     0.980     0.000
    2.899  -32.7578     0.982     0.000
    2.870  -32.7581     0.980     0.000
    2.841  -32.7582     0.982     0.000
    2.841  -32.7582     0.980     0.000
    2.812  -32.7388     0.980     0.000
    2.782  -32.7404     0.984     0.000
    2.753  -32.7583     0.984     0.000
    2.724  -32.7758     0.980     0.000
    2.695  -32.7928     0.984     0.000
    2.665  -32.8091     0.980     0.000
    2.636  -32.8247     0.980     0.000
    2.607  -32.8395     0.980     0.000
    2.577  -32.8533     0.980     0.000
    2.548  -32.8642     0.988     0.000
    2.519  -32.8628     0.984     0.000
    2.490  -32.8615     0.984     0.000
    2.460  -32.8603     0.988     0.000
    2.431  -32.8594     0.988     0.000
    2.402  -32.8586     0.984     0.000
    2.373  -32.8579     0.988     0.000
    2.343  -32.8575     0.984     0.000
    2.314  -32.8572     0.988     0.000
    2.285  -32.8571     0.988     0.000
    2.285  -32.8571     0.988     0.000
    2.265  -32.8567     0.984     0.000
    2.244  -32.8562     0.984     0.000
    2.224  -32.8558     0.984     0.000
    2.203  -32.8554     0.984     0.000
    2.183  -32.8550     0.984     0.000
    2.163  -32.8546     0.984     0.000
    2.142  -32.8542     0.984     0.000
    2.122  -32.8538     0.984     0.000
    2.102  -32.8535     0.984     0.000
    2.081  -32.8532     0.984     0.000
    2.061  -32.8529     0.984     0.000
    2.041  -32.8527     0.984     0.000
    2.020  -32.8524     0.984     0.000
    2.000  -32.8522     0.984     0.000
    1.980  -32.8521     0.984     0.000
    1.959  -32.8519     0.984     0.000
    1.939  -32.8518     0.984     0.000
    1.919  -32.8518     0.984     0.000
    1.898  -32.8518     0.984     0.000
    1.898  -32.8518     0.984     0.000
    1.857  -32.8520     0.984     0.000
    1.815  -32.8525     0.984     0.000
    1.774  -32.8534     0.984     0.000
    1.733  -32.8547     0.984     0.000
    1.691  -32.8563     0.984     0.000
    1.650  -32.8582     0.984     0.000
    1.609  -32.8605     0.984     0.000
    1.567  -32.8630     0.984     0.000
    1.526  -32.8659     0.984     0.000
    1.484  -32.8591     0.976     0.000
    1.443  -32.8466     0.976     0.000
    1.402  -32.8332     0.984     0.000
    1.360  -32.8190     0.984     0.000
    1.319  -32.8042     0.984     0.000
    1.277  -32.7888     0.984     0.000
    1.236  -32.7729     0.984     0.000
    1.195  -32.7567     0.984     0.000
    1.153  -32.7402     0.984     0.000
    1.112  -32.7373     0.984     0.000
    1.112  -32.7373     0.980     0.000
    1.083  -32.7346     0.980     0.000
    1.053  -32.7359     0.984     0.000
    1.024  -32.7377     0.984     0.000
    0.995  -32.7397     0.984     0.000
    0.966  -32.7416     0.980     0.000
    0.936  -32.7436     0.984     0.000
    0.907  -32.7454     0.984     0.000
    0.878  -32.7472     0.984     0.000
    0.849  -32.7488     0.984     0.000
    0.819  -32.7504     0.980     0.000
    0.790  -32.7518     0.980     0.000
    0.761  -32.7530     0.984     0.000
    0.732  -32.7542     0.984     0.000
    0.702  -32.7551     0.984     0.000
    0.673  -32.7559     0.980     0.000
    0.644  -32.7565     0.984     0.000
    0.614  -32.7570     0.980     0.000
    0.585  -32.7573     0.980     0.000
    0.556  -32.7573     0.984     0.000
    0.556  -32.7573     0.984     0.000
    0.527  -32.7380     0.984     0.000
    0.497  -32.7398     0.984     0.000
    0.468  -32.7577     0.984     0.000
    0.439  -32.7752     0.984     0.000
    0.410  -32.7922     0.984     0.000
    0.380  -32.8085     0.984     0.000
    0.351  -32.8241     0.984     0.000
    0.322  -32.8389     0.984     0.000
    0.293  -32.8527     0.976     0.000
    0.263  -32.8588     0.984     0.000
    0.234  -32.8574     0.984     0.000
    0.205  -32.8561     0.984     0.000
    0.176  -32.8550     0.984     0.000
    0.146  -32.8540     0.984     0.000
    0.117  -32.8532     0.984     0.000
    0.088  -32.8526     0.984     0.000
    0.059  -32.8521     0.984     0.000
    0.029  -32.8519     0.984     0.000
    0.000  -32.8518     0.984     0.000
 
# Band-Index:   25
    0.000  -32.5200     0.992     0.000
    0.029  -32.5208     0.992     0.000
    0.059  -32.5233     0.992     0.000
    0.088  -32.5275     0.992     0.000
    0.117  -32.5332     0.992     0.000
    0.146  -32.5404     0.992     0.000
    0.176  -32.5492     0.992     0.000
    0.205  -32.5594     0.992     0.000
    0.234  -32.5710     0.992     0.000
    0.263  -32.5839     0.984     0.000
    0.293  -32.5979     0.984     0.000
    0.322  -32.6131     0.984     0.000
    0.351  -32.6292     0.984     0.000
    0.380  -32.6461     0.984     0.000
    0.410  -32.6639     0.984     0.000
    0.439  -32.6822     0.984     0.000
    0.468  -32.7010     0.984     0.000
    0.497  -32.7202     0.984     0.000
    0.527  -32.7227     0.984     0.000
    0.556  -32.7043     0.984     0.000
    0.556  -32.7043     0.988     0.000
    0.585  -32.7044     0.984     0.000
    0.614  -32.7047     0.984     0.000
    0.644  -32.7051     0.984     0.000
    0.673  -32.7058     0.984     0.000
    0.702  -32.7066     0.984     0.000
    0.732  -32.7076     0.984     0.000
    0.761  -32.7087     0.984     0.000
    0.790  -32.7100     0.984     0.000
    0.819  -32.7115     0.984     0.000
    0.849  -32.7130     0.984     0.000
    0.878  -32.7147     0.984     0.000
    0.907  -32.7165     0.984     0.000
    0.936  -32.7184     0.984     0.000
    0.966  -32.7203     0.984     0.000
    0.995  -32.7223     0.984     0.000
    1.024  -32.7243     0.984     0.000
    1.053  -32.7261     0.984     0.000
    1.083  -32.7273     0.984     0.000
    1.112  -32.7245     0.984     0.000
    1.112  -32.7245     0.984     0.000
    1.153  -32.7222     0.984     0.000
    1.195  -32.7053     0.984     0.000
    1.236  -32.6884     0.984     0.000
    1.277  -32.6717     0.984     0.000
    1.319  -32.6552     0.984     0.000
    1.360  -32.6391     0.984     0.000
    1.402  -32.6236     0.984     0.000
    1.443  -32.6087     0.984     0.000
    1.484  -32.5945     0.984     0.000
    1.526  -32.5813     0.984     0.000
    1.567  -32.5691     0.992     0.000
    1.609  -32.5581     0.992     0.000
    1.650  -32.5483     0.992     0.000
    1.691  -32.5398     0.992     0.000
    1.733  -32.5328     0.992     0.000
    1.774  -32.5273     0.992     0.000
    1.815  -32.5233     0.992     0.000
    1.857  -32.5208     0.992     0.000
    1.898  -32.5200     0.992     0.000
    1.898  -32.5200     0.992     0.000
    1.919  -32.5200     0.992     0.000
    1.939  -32.5200     0.992     0.000
    1.959  -32.5200     0.992     0.000
    1.980  -32.5200     0.992     0.000
    2.000  -32.5200     0.992     0.000
    2.020  -32.5200     0.992     0.000
    2.041  -32.5200     0.992     0.000
    2.061  -32.5200     0.992     0.000
    2.081  -32.5200     0.992     0.000
    2.102  -32.5199     0.992     0.000
    2.122  -32.5199     0.992     0.000
    2.142  -32.5199     0.992     0.000
    2.163  -32.5199     0.992     0.000
    2.183  -32.5199     0.992     0.000
    2.203  -32.5199     0.992     0.000
    2.224  -32.5198     0.992     0.000
    2.244  -32.5198     0.992     0.000
    2.265  -32.5198     0.992     0.000
    2.285  -32.5198     0.992     0.000
    2.285  -32.5198     0.992     0.000
    2.314  -32.5206     0.992     0.000
    2.343  -32.5230     0.992     0.000
    2.373  -32.5271     0.988     0.000
    2.402  -32.5329     0.988     0.000
    2.431  -32.5401     0.992     0.000
    2.460  -32.5489     0.988     0.000
    2.490  -32.5591     0.988     0.000
    2.519  -32.5706     0.988     0.000
    2.548  -32.5834     0.988     0.000
    2.577  -32.5975     0.988     0.000
    2.607  -32.6126     0.988     0.000
    2.636  -32.6286     0.984     0.000
    2.665  -32.6456     0.984     0.000
    2.695  -32.6632     0.984     0.000
    2.724  -32.6815     0.984     0.000
    2.753  -32.7003     0.984     0.000
    2.782  -32.7194     0.980     0.000
    2.812  -32.7222     0.984     0.000
    2.841  -32.7038     0.986     0.000
    2.841  -32.7038     0.982     0.000
    2.870  -32.7039     0.984     0.000
    2.899  -32.7042     0.984     0.000
    2.929  -32.7046     0.984     0.000
    2.958  -32.7053     0.984     0.000
    2.987  -32.7061     0.984     0.000
    3.016  -32.7071     0.986     0.000
    3.046  -32.7082     0.984     0.000
    3.075  -32.7095     0.984     0.000
    3.104  -32.7109     0.984     0.000
    3.133  -32.7125     0.984     0.000
    3.163  -32.7142     0.984     0.000
    3.192  -32.7159     0.982     0.000
    3.221  -32.7178     0.984     0.000
    3.250  -32.7197     0.982     0.000
    3.280  -32.7217     0.984     0.000
    3.309  -32.7237     0.986     0.000
    3.338  -32.7255     0.984     0.000
    3.368  -32.7267     0.984     0.000
    3.397  -32.7241     0.983     0.000
    3.397  -32.7241     0.983     0.000
    3.438  -32.7213     0.984     0.000
    3.480  -32.7045     0.984     0.000
    3.521  -32.6876     0.984     0.000
    3.562  -32.6709     0.984     0.000
    3.604  -32.6545     0.988     0.000
    3.645  -32.6385     0.984     0.000
    3.686  -32.6229     0.988     0.000
    3.728  -32.6081     0.988     0.000
    3.769  -32.5940     0.984     0.000
    3.811  -32.5808     0.988     0.000
    3.852  -32.5687     0.988     0.000
    3.893  -32.5577     0.988     0.000
    3.935  -32.5479     0.988     0.000
    3.976  -32.5395     0.988     0.000
    4.018  -32.5325     0.992     0.000
    4.059  -32.5269     0.992     0.000
    4.100  -32.5230     0.992     0.000
    4.142  -32.5206     0.988     0.000
    4.183  -32.5198     0.992     0.000
    4.183  -32.7043     0.984     0.000
    4.203  -32.7043     0.984     0.000
    4.224  -32.7043     0.984     0.000
    4.244  -32.7043     0.984     0.000
    4.264  -32.7043     0.984     0.000
    4.285  -32.7043     0.988     0.000
    4.305  -32.7043     0.988     0.000
    4.326  -32.7042     0.984     0.000
    4.346  -32.7042     0.984     0.000
    4.366  -32.7042     0.984     0.000
    4.387  -32.7042     0.984     0.000
    4.407  -32.7041     0.984     0.000
    4.427  -32.7041     0.984     0.000
    4.448  -32.7040     0.984     0.000
    4.468  -32.7040     0.984     0.000
    4.488  -32.7040     0.984     0.000
    4.509  -32.7039     0.984     0.000
    4.529  -32.7039     0.984     0.000
    4.549  -32.7039     0.984     0.000
    4.570  -32.7038     0.984     0.000
    4.570  -32.7245     0.984     0.000
    4.590  -32.7245     0.984     0.000
    4.610  -32.7245     0.984     0.000
    4.631  -32.7245     0.982     0.000
    4.651  -32.7245     0.984     0.000
    4.671  -32.7245     0.984     0.000
    4.692  -32.7245     0.984     0.000
    4.712  -32.7245     0.984     0.000
    4.733  -32.7244     0.984     0.000
    4.753  -32.7244     0.984     0.000
    4.773  -32.7244     0.984     0.000
    4.794  -32.7244     0.984     0.000
    4.814  -32.7243     0.984     0.000
    4.834  -32.7243     0.984     0.000
    4.855  -32.7243     0.984     0.000
    4.875  -32.7242     0.984     0.000
    4.895  -32.7242     0.984     0.000
    4.916  -32.7241     0.984     0.000
    4.936  -32.7241     0.984     0.000
    4.956  -32.7241     0.985     0.000
 
# Band-Index:   26
    4.956  -32.7241     0.982     0.000
    4.936  -32.7241     0.980     0.000
    4.916  -32.7241     0.984     0.000
    4.895  -32.7242     0.984     0.000
    4.875  -32.7242     0.984     0.000
    4.855  -32.7243     0.984     0.000
    4.834  -32.7243     0.984     0.000
    4.814  -32.7243     0.984     0.000
    4.794  -32.7244     0.984     0.000
    4.773  -32.7244     0.984     0.000
    4.753  -32.7244     0.984     0.000
    4.733  -32.7244     0.984     0.000
    4.712  -32.7245     0.984     0.000
    4.692  -32.7245     0.984     0.000
    4.671  -32.7245     0.984     0.000
    4.651  -32.7245     0.984     0.000
    4.631  -32.7245     0.984     0.000
    4.610  -32.7245     0.982     0.000
    4.590  -32.7245     0.984     0.000
    4.570  -32.7245     0.984     0.000
    4.570  -32.7038     0.984     0.000
    4.549  -32.7039     0.984     0.000
    4.529  -32.7039     0.984     0.000
    4.509  -32.7039     0.984     0.000
    4.488  -32.7040     0.984     0.000
    4.468  -32.7040     0.984     0.000
    4.448  -32.7040     0.984     0.000
    4.427  -32.7041     0.984     0.000
    4.407  -32.7041     0.984     0.000
    4.387  -32.7042     0.984     0.000
    4.366  -32.7042     0.984     0.000
    4.346  -32.7042     0.984     0.000
    4.326  -32.7042     0.984     0.000
    4.305  -32.7043     0.988     0.000
    4.285  -32.7043     0.988     0.000
    4.264  -32.7043     0.984     0.000
    4.244  -32.7043     0.984     0.000
    4.224  -32.7043     0.984     0.000
    4.203  -32.7043     0.984     0.000
    4.183  -32.7043     0.984     0.000
    4.183  -32.5198     0.988     0.000
    4.142  -32.5206     0.988     0.000
    4.100  -32.5230     0.992     0.000
    4.059  -32.5269     0.992     0.000
    4.018  -32.5325     0.992     0.000
    3.976  -32.5395     0.988     0.000
    3.935  -32.5479     0.988     0.000
    3.893  -32.5577     0.988     0.000
    3.852  -32.5687     0.988     0.000
    3.811  -32.5808     0.988     0.000
    3.769  -32.5940     0.984     0.000
    3.728  -32.6081     0.988     0.000
    3.686  -32.6229     0.988     0.000
    3.645  -32.6385     0.984     0.000
    3.604  -32.6545     0.988     0.000
    3.562  -32.6709     0.984     0.000
    3.521  -32.6876     0.984     0.000
    3.480  -32.7045     0.984     0.000
    3.438  -32.7213     0.984     0.000
    3.397  -32.7241     0.984     0.000
    3.397  -32.7241     0.984     0.000
    3.368  -32.7267     0.984     0.000
    3.338  -32.7255     0.982     0.000
    3.309  -32.7237     0.984     0.000
    3.280  -32.7217     0.984     0.000
    3.250  -32.7197     0.986     0.000
    3.221  -32.7178     0.982     0.000
    3.192  -32.7159     0.984     0.000
    3.163  -32.7142     0.984     0.000
    3.133  -32.7125     0.984     0.000
    3.104  -32.7109     0.984     0.000
    3.075  -32.7095     0.984     0.000
    3.046  -32.7082     0.984     0.000
    3.016  -32.7071     0.984     0.000
    2.987  -32.7061     0.984     0.000
    2.958  -32.7053     0.984     0.000
    2.929  -32.7046     0.984     0.000
    2.899  -32.7042     0.984     0.000
    2.870  -32.7039     0.984     0.000
    2.841  -32.7038     0.984     0.000
    2.841  -32.7038     0.984     0.000
    2.812  -32.7222     0.984     0.000
    2.782  -32.7194     0.980     0.000
    2.753  -32.7003     0.984     0.000
    2.724  -32.6815     0.984     0.000
    2.695  -32.6632     0.984     0.000
    2.665  -32.6456     0.984     0.000
    2.636  -32.6286     0.984     0.000
    2.607  -32.6126     0.988     0.000
    2.577  -32.5975     0.988     0.000
    2.548  -32.5834     0.988     0.000
    2.519  -32.5706     0.988     0.000
    2.490  -32.5591     0.988     0.000
    2.460  -32.5489     0.988     0.000
    2.431  -32.5401     0.992     0.000
    2.402  -32.5329     0.988     0.000
    2.373  -32.5271     0.988     0.000
    2.343  -32.5230     0.992     0.000
    2.314  -32.5206     0.992     0.000
    2.285  -32.5198     0.992     0.000
    2.285  -32.5198     0.988     0.000
    2.265  -32.5198     0.992     0.000
    2.244  -32.5198     0.992     0.000
    2.224  -32.5198     0.992     0.000
    2.203  -32.5199     0.992     0.000
    2.183  -32.5199     0.992     0.000
    2.163  -32.5199     0.992     0.000
    2.142  -32.5199     0.992     0.000
    2.122  -32.5199     0.992     0.000
    2.102  -32.5199     0.992     0.000
    2.081  -32.5200     0.992     0.000
    2.061  -32.5200     0.992     0.000
    2.041  -32.5200     0.992     0.000
    2.020  -32.5200     0.992     0.000
    2.000  -32.5200     0.992     0.000
    1.980  -32.5200     0.992     0.000
    1.959  -32.5200     0.992     0.000
    1.939  -32.5200     0.992     0.000
    1.919  -32.5200     0.992     0.000
    1.898  -32.5200     0.992     0.000
    1.898  -32.5200     0.992     0.000
    1.857  -32.5207     0.992     0.000
    1.815  -32.5228     0.992     0.000
    1.774  -32.5267     0.992     0.000
    1.733  -32.5322     0.992     0.000
    1.691  -32.5391     0.992     0.000
    1.650  -32.5475     0.992     0.000
    1.609  -32.5572     0.992     0.000
    1.567  -32.5682     0.992     0.000
    1.526  -32.5803     0.984     0.000
    1.484  -32.5934     0.984     0.000
    1.443  -32.6075     0.984     0.000
    1.402  -32.6223     0.984     0.000
    1.360  -32.6378     0.984     0.000
    1.319  -32.6538     0.984     0.000
    1.277  -32.6702     0.984     0.000
    1.236  -32.6869     0.984     0.000
    1.195  -32.7037     0.984     0.000
    1.153  -32.7205     0.984     0.000
    1.112  -32.7245     0.984     0.000
    1.112  -32.7245     0.984     0.000
    1.083  -32.7273     0.984     0.000
    1.053  -32.7261     0.984     0.000
    1.024  -32.7243     0.984     0.000
    0.995  -32.7223     0.984     0.000
    0.966  -32.7203     0.984     0.000
    0.936  -32.7184     0.984     0.000
    0.907  -32.7165     0.984     0.000
    0.878  -32.7147     0.984     0.000
    0.849  -32.7130     0.984     0.000
    0.819  -32.7115     0.984     0.000
    0.790  -32.7100     0.984     0.000
    0.761  -32.7087     0.984     0.000
    0.732  -32.7076     0.984     0.000
    0.702  -32.7066     0.984     0.000
    0.673  -32.7058     0.984     0.000
    0.644  -32.7051     0.984     0.000
    0.614  -32.7047     0.984     0.000
    0.585  -32.7044     0.984     0.000
    0.556  -32.7043     0.988     0.000
    0.556  -32.7043     0.984     0.000
    0.527  -32.7217     0.984     0.000
    0.497  -32.7187     0.984     0.000
    0.468  -32.6996     0.984     0.000
    0.439  -32.6809     0.984     0.000
    0.410  -32.6626     0.984     0.000
    0.380  -32.6450     0.984     0.000
    0.351  -32.6281     0.984     0.000
    0.322  -32.6121     0.984     0.000
    0.293  -32.5970     0.984     0.000
    0.263  -32.5830     0.992     0.000
    0.234  -32.5702     0.992     0.000
    0.205  -32.5587     0.992     0.000
    0.176  -32.5485     0.992     0.000
    0.146  -32.5398     0.992     0.000
    0.117  -32.5325     0.992     0.000
    0.088  -32.5269     0.992     0.000
    0.059  -32.5228     0.992     0.000
    0.029  -32.5203     0.992     0.000
    0.000  -32.5200     0.992     0.000
 
# Band-Index:   27
    0.000  -32.5195     0.992     0.000
    0.029  -32.5199     0.992     0.000
    0.059  -32.5197     0.992     0.000
    0.088  -32.5194     0.992     0.000
    0.117  -32.5189     0.992     0.000
    0.146  -32.5183     0.992     0.000
    0.176  -32.5175     0.992     0.000
    0.205  -32.5166     0.992     0.000
    0.234  -32.5266     0.992     0.000
    0.263  -32.5388     0.992     0.000
    0.293  -32.5520     0.992     0.000
    0.322  -32.5663     0.992     0.000
    0.351  -32.5815     0.992     0.000
    0.380  -32.5976     0.984     0.000
    0.410  -32.6143     0.984     0.000
    0.439  -32.6316     0.984     0.000
    0.468  -32.6494     0.984     0.000
    0.497  -32.6676     0.984     0.000
    0.527  -32.6859     0.984     0.000
    0.556  -32.7033     0.984     0.000
    0.556  -32.7033     0.984     0.000
    0.585  -32.7034     0.984     0.000
    0.614  -32.7037     0.984     0.000
    0.644  -32.7041     0.984     0.000
    0.673  -32.7047     0.984     0.000
    0.702  -32.7055     0.984     0.000
    0.732  -32.7065     0.984     0.000
    0.761  -32.7077     0.988     0.000
    0.790  -32.7089     0.984     0.000
    0.819  -32.7104     0.984     0.000
    0.849  -32.7119     0.984     0.000
    0.878  -32.7136     0.984     0.000
    0.907  -32.7154     0.984     0.000
    0.936  -32.7172     0.984     0.000
    0.966  -32.7192     0.984     0.000
    0.995  -32.7211     0.984     0.000
    1.024  -32.7231     0.984     0.000
    1.053  -32.7249     0.984     0.000
    1.083  -32.7262     0.984     0.000
    1.112  -32.7245     0.984     0.000
    1.112  -32.7245     0.982     0.000
    1.153  -32.7094     0.984     0.000
    1.195  -32.6912     0.984     0.000
    1.236  -32.6748     0.984     0.000
    1.277  -32.6587     0.984     0.000
    1.319  -32.6430     0.984     0.000
    1.360  -32.6278     0.984     0.000
    1.402  -32.6133     0.984     0.000
    1.443  -32.5995     0.984     0.000
    1.484  -32.5866     0.992     0.000
    1.526  -32.5746     0.992     0.000
    1.567  -32.5636     0.992     0.000
    1.609  -32.5537     0.992     0.000
    1.650  -32.5449     0.992     0.000
    1.691  -32.5374     0.992     0.000
    1.733  -32.5312     0.992     0.000
    1.774  -32.5264     0.992     0.000
    1.815  -32.5227     0.992     0.000
    1.857  -32.5203     0.992     0.000
    1.898  -32.5195     0.992     0.000
    1.898  -32.5195     0.992     0.000
    1.919  -32.5195     0.992     0.000
    1.939  -32.5195     0.992     0.000
    1.959  -32.5195     0.992     0.000
    1.980  -32.5195     0.992     0.000
    2.000  -32.5195     0.992     0.000
    2.020  -32.5195     0.992     0.000
    2.041  -32.5195     0.992     0.000
    2.061  -32.5195     0.992     0.000
    2.081  -32.5195     0.992     0.000
    2.102  -32.5196     0.992     0.000
    2.122  -32.5196     0.992     0.000
    2.142  -32.5196     0.992     0.000
    2.163  -32.5196     0.992     0.000
    2.183  -32.5197     0.992     0.000
    2.203  -32.5197     0.992     0.000
    2.224  -32.5197     0.992     0.000
    2.244  -32.5197     0.992     0.000
    2.265  -32.5197     0.992     0.000
    2.285  -32.5198     0.992     0.000
    2.285  -32.5198     0.992     0.000
    2.314  -32.5197     0.992     0.000
    2.343  -32.5195     0.988     0.000
    2.373  -32.5191     0.992     0.000
    2.402  -32.5186     0.988     0.000
    2.431  -32.5180     0.992     0.000
    2.460  -32.5173     0.988     0.000
    2.490  -32.5164     0.992     0.000
    2.519  -32.5262     0.988     0.000
    2.548  -32.5384     0.992     0.000
    2.577  -32.5517     0.988     0.000
    2.607  -32.5659     0.992     0.000
    2.636  -32.5811     0.988     0.000
    2.665  -32.5972     0.988     0.000
    2.695  -32.6139     0.988     0.000
    2.724  -32.6312     0.988     0.000
    2.753  -32.6490     0.984     0.000
    2.782  -32.6671     0.988     0.000
    2.812  -32.6854     0.984     0.000
    2.841  -32.7038     0.986     0.000
    2.841  -32.7038     0.984     0.000
    2.870  -32.7039     0.984     0.000
    2.899  -32.7042     0.986     0.000
    2.929  -32.7046     0.984     0.000
    2.958  -32.7053     0.984     0.000
    2.987  -32.7061     0.982     0.000
    3.016  -32.7071     0.984     0.000
    3.046  -32.7082     0.982     0.000
    3.075  -32.7095     0.984     0.000
    3.104  -32.7109     0.984     0.000
    3.133  -32.7125     0.984     0.000
    3.163  -32.7142     0.982     0.000
    3.192  -32.7159     0.984     0.000
    3.221  -32.7178     0.984     0.000
    3.250  -32.7197     0.984     0.000
    3.280  -32.7217     0.982     0.000
    3.309  -32.7237     0.982     0.000
    3.338  -32.7255     0.984     0.000
    3.368  -32.7267     0.984     0.000
    3.397  -32.7241     0.982     0.000
    3.397  -32.7241     0.984     0.000
    3.438  -32.7088     0.984     0.000
    3.480  -32.6907     0.988     0.000
    3.521  -32.6743     0.988     0.000
    3.562  -32.6582     0.988     0.000
    3.604  -32.6426     0.988     0.000
    3.645  -32.6274     0.988     0.000
    3.686  -32.6129     0.988     0.000
    3.728  -32.5991     0.988     0.000
    3.769  -32.5862     0.988     0.000
    3.811  -32.5742     0.988     0.000
    3.852  -32.5632     0.988     0.000
    3.893  -32.5533     0.988     0.000
    3.935  -32.5446     0.988     0.000
    3.976  -32.5372     0.988     0.000
    4.018  -32.5309     0.992     0.000
    4.059  -32.5261     0.992     0.000
    4.100  -32.5226     0.992     0.000
    4.142  -32.5205     0.992     0.000
    4.183  -32.5198     0.988     0.000
    4.183  -32.7033     0.984     0.000
    4.203  -32.7033     0.984     0.000
    4.224  -32.7033     0.984     0.000
    4.244  -32.7033     0.988     0.000
    4.264  -32.7033     0.984     0.000
    4.285  -32.7033     0.984     0.000
    4.305  -32.7034     0.984     0.000
    4.326  -32.7034     0.984     0.000
    4.346  -32.7034     0.984     0.000
    4.366  -32.7034     0.984     0.000
    4.387  -32.7035     0.984     0.000
    4.407  -32.7035     0.984     0.000
    4.427  -32.7035     0.984     0.000
    4.448  -32.7036     0.984     0.000
    4.468  -32.7036     0.984     0.000
    4.488  -32.7036     0.984     0.000
    4.509  -32.7037     0.984     0.000
    4.529  -32.7037     0.984     0.000
    4.549  -32.7038     0.984     0.000
    4.570  -32.7038     0.986     0.000
    4.570  -32.7245     0.984     0.000
    4.590  -32.7245     0.984     0.000
    4.610  -32.7245     0.982     0.000
    4.631  -32.7245     0.984     0.000
    4.651  -32.7245     0.984     0.000
    4.671  -32.7245     0.984     0.000
    4.692  -32.7245     0.984     0.000
    4.712  -32.7245     0.984     0.000
    4.733  -32.7244     0.984     0.000
    4.753  -32.7244     0.984     0.000
    4.773  -32.7244     0.984     0.000
    4.794  -32.7244     0.982     0.000
    4.814  -32.7243     0.982     0.000
    4.834  -32.7243     0.984     0.000
    4.855  -32.7243     0.984     0.000
    4.875  -32.7242     0.984     0.000
    4.895  -32.7242     0.982     0.000
    4.916  -32.7241     0.984     0.000
    4.936  -32.7241     0.984     0.000
    4.956  -32.7241     0.984     0.000
 
# Band-Index:   28
    4.956  -32.7241     0.984     0.000
    4.936  -32.7241     0.984     0.000
    4.916  -32.7241     0.984     0.000
    4.895  -32.7242     0.984     0.000
    4.875  -32.7242     0.984     0.000
    4.855  -32.7243     0.984     0.000
    4.834  -32.7243     0.984     0.000
    4.814  -32.7243     0.984     0.000
    4.794  -32.7244     0.984     0.000
    4.773  -32.7244     0.984     0.000
    4.753  -32.7244     0.984     0.000
    4.733  -32.7244     0.984     0.000
    4.712  -32.7245     0.984     0.000
    4.692  -32.7245     0.984     0.000
    4.671  -32.7245     0.984     0.000
    4.651  -32.7245     0.984     0.000
    4.631  -32.7245     0.984     0.000
    4.610  -32.7245     0.984     0.000
    4.590  -32.7245     0.984     0.000
    4.570  -32.7245     0.984     0.000
    4.570  -32.7038     0.984     0.000
    4.549  -32.7038     0.984     0.000
    4.529  -32.7037     0.984     0.000
    4.509  -32.7037     0.984     0.000
    4.488  -32.7036     0.984     0.000
    4.468  -32.7036     0.984     0.000
    4.448  -32.7036     0.984     0.000
    4.427  -32.7035     0.984     0.000
    4.407  -32.7035     0.984     0.000
    4.387  -32.7035     0.984     0.000
    4.366  -32.7034     0.984     0.000
    4.346  -32.7034     0.984     0.000
    4.326  -32.7034     0.984     0.000
    4.305  -32.7034     0.984     0.000
    4.285  -32.7033     0.984     0.000
    4.264  -32.7033     0.984     0.000
    4.244  -32.7033     0.988     0.000
    4.224  -32.7033     0.984     0.000
    4.203  -32.7033     0.984     0.000
    4.183  -32.7033     0.984     0.000
    4.183  -32.5198     0.988     0.000
    4.142  -32.5205     0.992     0.000
    4.100  -32.5226     0.992     0.000
    4.059  -32.5261     0.992     0.000
    4.018  -32.5309     0.992     0.000
    3.976  -32.5372     0.988     0.000
