  #K-Path    Energy        Ti        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    4.407    9.5314     0.212     0.264
    4.427    9.6895     0.212     0.260
    4.448    9.6861     0.244     0.096
    4.468    9.6089     0.280     0.104
    4.488    9.5503     0.308     0.112
    4.509    9.5193     0.336     0.120
    4.529    9.5197     0.352     0.124
    4.549    9.5493     0.360     0.120
    4.570    9.6018     0.360     0.118
    4.570    9.7948     0.400     0.112
    4.590    9.7956     0.400     0.112
    4.610    9.7982     0.398     0.114
    4.631    9.8023     0.394     0.116
    4.651    9.8081     0.392     0.120
    4.671    9.8153     0.384     0.122
    4.692    9.8237     0.378     0.124
    4.712    9.8330     0.372     0.128
    4.733    9.8427     0.362     0.132
    4.753    9.8521     0.350     0.138
    4.773    9.8599     0.336     0.146
    4.794    9.8642     0.320     0.154
    4.814    9.8615     0.300     0.164
    4.834    9.8466     0.274     0.176
    4.855    9.8640     0.408     0.016
    4.875    9.9905     0.408     0.012
    4.895   10.1208     0.406     0.012
    4.916   10.2545     0.404     0.016
    4.936   10.3914     0.402     0.012
    4.956   10.4409     0.314     0.067
 
# Band-Index:  114
    4.956   10.4409     0.310     0.068
    4.936   10.3914     0.402     0.016
    4.916   10.2545     0.404     0.016
    4.895   10.1208     0.406     0.012
    4.875    9.9905     0.406     0.016
    4.855    9.8640     0.410     0.012
    4.834    9.8466     0.272     0.174
    4.814    9.8615     0.296     0.166
    4.794    9.8642     0.320     0.154
    4.773    9.8599     0.336     0.144
    4.753    9.8521     0.350     0.140
    4.733    9.8427     0.362     0.132
    4.712    9.8330     0.372     0.128
    4.692    9.8237     0.376     0.124
    4.671    9.8153     0.386     0.122
    4.651    9.8081     0.390     0.118
    4.631    9.8023     0.396     0.116
    4.610    9.7982     0.398     0.114
    4.590    9.7956     0.400     0.114
    4.570    9.7948     0.398     0.112
    4.570    9.6018     0.360     0.116
    4.549    9.5493     0.360     0.120
    4.529    9.5197     0.352     0.124
    4.509    9.5193     0.336     0.120
    4.488    9.5503     0.308     0.112
    4.468    9.6089     0.280     0.104
    4.448    9.6861     0.244     0.096
    4.427    9.6895     0.212     0.260
    4.407    9.5314     0.212     0.264
    4.387    9.3724     0.216     0.264
    4.366    9.2133     0.216     0.268
    4.346    9.0551     0.220     0.272
    4.326    8.8986     0.216     0.268
    4.305    8.7451     0.220     0.272
    4.285    8.5978     0.232     0.088
    4.264    8.6073     0.232     0.088
    4.244    8.6149     0.228     0.088
    4.224    8.6203     0.228     0.092
    4.203    8.6236     0.228     0.092
    4.183    8.6247     0.232     0.092
    4.183    9.2827     0.124     0.296
    4.142    9.4242     0.108     0.252
    4.100    9.7188     0.088     0.208
    4.059    9.7346     0.182     0.144
    4.018    9.6380     0.178     0.152
    3.976    9.5136     0.172     0.160
    3.935    9.3583     0.164     0.172
    3.893    9.1667     0.156     0.188
    3.852    8.9332     0.152     0.202
    3.811    8.6635     0.456     0.048
    3.769    8.8342     0.456     0.044
    3.728    9.0111     0.456     0.040
    3.686    9.1929     0.452     0.036
    3.645    9.3785     0.448     0.036
    3.604    9.4303     0.240     0.156
    3.562    9.3596     0.238     0.158
    3.521    9.3566     0.374     0.088
    3.480    9.7212     0.378     0.044
    3.438   10.0983     0.364     0.046
    3.397   10.4409     0.313     0.068
    3.397   10.4409     0.313     0.070
    3.368   10.2119     0.358     0.042
    3.338    9.9505     0.378     0.036
    3.309    9.6983     0.384     0.030
    3.280    9.4653     0.372     0.026
    3.250    9.2788     0.292     0.048
    3.221    9.1638     0.188     0.098
    3.192    9.0819     0.146     0.122
    3.163    9.0044     0.128     0.132
    3.133    8.9278     0.296     0.096
    3.104    8.9060     0.286     0.110
    3.075    8.9255     0.260     0.150
    3.046    9.0189     0.226     0.200
    3.016    9.1969     0.198     0.244
    2.987    9.4259     0.188     0.260
    2.958    9.5970     0.320     0.160
    2.929    9.6090     0.356     0.122
    2.899    9.6057     0.358     0.118
    2.870    9.6028     0.360     0.116
    2.841    9.6018     0.360     0.118
    2.841    9.6018     0.360     0.116
    2.812    9.4806     0.372     0.128
    2.782    9.3979     0.372     0.136
    2.753    9.3539     0.360     0.136
    2.724    9.4006     0.200     0.068
    2.695    9.7018     0.188     0.064
    2.665    9.6475     0.248     0.196
    2.636    9.4703     0.256     0.192
    2.607    9.4666     0.292     0.132
    2.577    9.5158     0.280     0.136
    2.548    9.5667     0.264     0.132
    2.519    9.5163     0.128     0.300
    2.490    9.4632     0.128     0.296
    2.460    9.4820     0.136     0.176
    2.431    9.6025     0.148     0.164
    2.402    9.6986     0.160     0.152
    2.373    9.6393     0.092     0.192
    2.343    9.4788     0.100     0.224
    2.314    9.3424     0.112     0.268
    2.285    9.2827     0.124     0.296
    2.285    9.2827     0.124     0.292
    2.265    9.3687     0.128     0.296
    2.244    9.4574     0.128     0.296
    2.224    9.4143     0.232     0.148
    2.203    9.2741     0.248     0.156
    2.183    9.1388     0.264     0.160
    2.163    9.0086     0.280     0.164
    2.142    8.9280     0.384     0.072
    2.122    9.0928     0.384     0.072
    2.102    9.2560     0.384     0.072
    2.081    9.4169     0.376     0.072
    2.061    9.5745     0.376     0.072
    2.041    9.7276     0.368     0.072
    2.020    9.8743     0.368     0.072
    2.000   10.0121     0.360     0.080
    1.980   10.1374     0.360     0.080
    1.959   10.2453     0.352     0.080
    1.939   10.3300     0.352     0.080
    1.919   10.3845     0.344     0.088
    1.898   10.4035     0.344     0.088
    1.898   10.4035     0.344     0.088
    1.857   10.4206     0.352     0.088
    1.815   10.4718     0.352     0.088
    1.774   10.5556     0.360     0.080
    1.733   10.6705     0.368     0.080
    1.691   10.5600     0.024     0.280
    1.650   10.1484     0.032     0.272
    1.609    9.7384     0.044     0.268
    1.567    9.3252     0.172     0.236
    1.526    9.0923     0.328     0.160
    1.484    9.1971     0.456     0.152
    1.443    9.2631     0.448     0.144
    1.402    9.3249     0.448     0.144
    1.360    9.4462     0.280     0.144
    1.319    9.8733     0.248     0.144
    1.277    9.8601     0.376     0.000
    1.236   10.0993     0.368     0.104
    1.195    9.9871     0.376     0.104
    1.153    9.8859     0.392     0.112
    1.112    9.7948     0.402     0.114
    1.112    9.7948     0.400     0.114
    1.083    9.7880     0.404     0.112
    1.053    9.8344     0.404     0.108
    1.024    9.9103     0.400     0.104
    0.995   10.0025     0.400     0.104
    0.966   10.1041     0.396     0.100
    0.936    9.9831     0.172     0.132
    0.907    9.7803     0.184     0.124
    0.878    9.5803     0.196     0.124
    0.849    9.3844     0.208     0.120
    0.819    9.1933     0.220     0.116
    0.790    9.0080     0.236     0.112
    0.761    8.8290     0.252     0.104
    0.732    9.0742     0.120     0.204
    0.702    8.9529     0.184     0.104
    0.673    8.8771     0.248     0.172
    0.644    8.7481     0.208     0.100
    0.614    8.6804     0.220     0.092
    0.585    8.6388     0.228     0.092
    0.556    8.6247     0.228     0.092
    0.556    8.6247     0.228     0.088
    0.527    8.9190     0.216     0.088
    0.497    9.2203     0.208     0.088
    0.468    9.4243     0.104     0.296
    0.439    9.3121     0.104     0.296
    0.410    9.4143     0.320     0.040
    0.380    9.7110     0.312     0.040
    0.351    9.7110     0.040     0.032
    0.322    9.7408     0.400     0.000
    0.293    9.9757     0.400     0.000
    0.263   10.2133     0.400     0.000
    0.234   10.4535     0.400     0.000
    0.205   10.4711     0.096     0.080
    0.176   10.4417     0.000     0.312
    0.146   10.5033     0.376     0.080
    0.117   10.4691     0.368     0.080
    0.088   10.4412     0.360     0.080
    0.059   10.4205     0.352     0.088
    0.029   10.4078     0.352     0.088
    0.000   10.4035     0.344     0.088
 
# Band-Index:  115
    0.000   10.7900     0.168     0.360
    0.029   10.7913     0.168     0.360
    0.059   10.7954     0.168     0.360
    0.088   10.8021     0.160     0.368
    0.117   10.8116     0.160     0.368
    0.146   10.7796     0.000     0.304
    0.176   10.5427     0.384     0.080
    0.205   10.5861     0.400     0.080
    0.234   10.6264     0.096     0.080
    0.263   10.5205     0.160     0.376
    0.293   10.2221     0.168     0.376
    0.322    9.9291     0.176     0.376
    0.351    9.7408     0.336     0.144
    0.380    9.7837     0.040     0.032
    0.410    9.8634     0.040     0.032
    0.439    9.8429     0.192     0.080
    0.468    9.5283     0.200     0.080
    0.497    9.5415     0.104     0.296
    0.527    9.6635     0.104     0.288
    0.556    9.7902     0.104     0.288
    0.556    9.7902     0.104     0.288
    0.585    9.7212     0.108     0.284
    0.614    9.5415     0.116     0.272
    0.644    9.2979     0.124     0.260
    0.673    9.0230     0.132     0.256
    0.702    9.0850     0.244     0.168
    0.732    9.0851     0.168     0.108
    0.761    9.2344     0.156     0.112
    0.790    9.3987     0.140     0.116
    0.819    9.5764     0.128     0.116
    0.849    9.7662     0.116     0.120
    0.878    9.9667     0.112     0.120
    0.907   10.1769     0.104     0.116
    0.936   10.2112     0.392     0.100
    0.966   10.1874     0.164     0.132
    0.995   10.3910     0.152     0.136
    1.024   10.2801     0.376     0.084
    1.053   10.0515     0.384     0.092
    1.083    9.8817     0.392     0.104
    1.112    9.7948     0.400     0.112
    1.112    9.7948     0.400     0.114
    1.153    9.9365     0.392     0.104
    1.195   10.2469     0.380     0.088
    1.236   10.2958     0.128     0.136
    1.277   10.0716     0.136     0.128
    1.319    9.8867     0.144     0.112
    1.360    9.7508     0.160     0.096
    1.402    9.6739     0.192     0.080
    1.443    9.5384     0.288     0.144
    1.484    9.3092     0.312     0.152
    1.526    9.0923     0.328     0.160
    1.567    9.3336     0.060     0.268
    1.609    9.7835     0.176     0.232
    1.650   10.2328     0.196     0.220
    1.691   10.6451     0.256     0.200
    1.733   10.8107     0.128     0.264
    1.774   10.7884     0.144     0.304
    1.815   10.7844     0.152     0.336
    1.857   10.7878     0.160     0.360
    1.898   10.7900     0.168     0.360
    1.898   10.7900     0.168     0.360
    1.919   10.7803     0.168     0.360
    1.939   10.7518     0.168     0.360
    1.959   10.7064     0.160     0.352
    1.980   10.6467     0.160     0.344
    2.000   10.5756     0.160     0.336
    2.020   10.4955     0.160     0.328
    2.041   10.4088     0.160     0.320
    2.061   10.3174     0.160     0.320
    2.081   10.2228     0.152     0.312
    2.102   10.1262     0.152     0.304
    2.122   10.0285     0.152     0.304
    2.142    9.9307     0.144     0.304
    2.163    9.8333     0.144     0.296
    2.183    9.7368     0.144     0.296
    2.203    9.6418     0.136     0.296
    2.224    9.5485     0.136     0.296
    2.244    9.5590     0.216     0.144
    2.265    9.7078     0.200     0.140
    2.285    9.8607     0.188     0.136
    2.285    9.8607     0.188     0.138
    2.314    9.8509     0.184     0.136
    2.343    9.8215     0.180     0.140
    2.373    9.7711     0.176     0.144
    2.402    9.7912     0.204     0.132
    2.431    9.7549     0.216     0.136
    2.460    9.7130     0.228     0.136
    2.490    9.6668     0.240     0.132
    2.519    9.6176     0.248     0.132
    2.548    9.5753     0.128     0.300
    2.577    9.6401     0.132     0.300
    2.607    9.7102     0.128     0.300
    2.636    9.7854     0.132     0.300
    2.665    9.8654     0.132     0.304
    2.695    9.8264     0.244     0.200
    2.724   10.0054     0.236     0.208
    2.753   10.0934     0.296     0.084
    2.782    9.9220     0.324     0.092
    2.812    9.7532     0.344     0.104
    2.841    9.6018     0.362     0.116
    2.841    9.6018     0.360     0.116
    2.870    9.6028     0.360     0.116
    2.899    9.6057     0.358     0.118
    2.929    9.6090     0.358     0.124
    2.958    9.5970     0.318     0.162
    2.987    9.4259     0.188     0.260
    3.016    9.1969     0.200     0.244
    3.046    9.0189     0.228     0.202
    3.075    8.9255     0.262     0.148
    3.104    8.9060     0.286     0.114
    3.133    8.9278     0.294     0.096
    3.163    9.0044     0.128     0.130
    3.192    9.0819     0.146     0.120
    3.221    9.1638     0.190     0.098
    3.250    9.2788     0.292     0.050
    3.280    9.4653     0.370     0.026
    3.309    9.6983     0.384     0.030
    3.338    9.9505     0.378     0.036
    3.368   10.2119     0.362     0.040
    3.397   10.4409     0.311     0.070
    3.397   10.4409     0.313     0.069
    3.438   10.0983     0.362     0.046
    3.480    9.7212     0.376     0.046
    3.521    9.3566     0.374     0.086
    3.562    9.3596     0.238     0.160
    3.604    9.4303     0.240     0.160
    3.645    9.4597     0.324     0.152
    3.686    9.2652     0.328     0.172
    3.728    9.0911     0.324     0.188
    3.769    8.9361     0.324     0.196
    3.811    8.7970     0.320     0.200
    3.852    8.9332     0.152     0.202
    3.893    9.1667     0.160     0.184
    3.935    9.3583     0.166     0.170
    3.976    9.5136     0.172     0.160
    4.018    9.6380     0.178     0.152
    4.059    9.7346     0.184     0.146
    4.100    9.8042     0.188     0.140
    4.142    9.8465     0.186     0.138
    4.183    9.8607     0.184     0.134
    4.183    9.7902     0.104     0.288
    4.203    9.7922     0.104     0.292
    4.224    9.7983     0.104     0.292
    4.244    9.8083     0.104     0.292
    4.264    9.8223     0.104     0.292
    4.285    9.8403     0.108     0.292
    4.305    9.8620     0.108     0.288
    4.326    9.8875     0.108     0.292
    4.346    9.9167     0.112     0.296
    4.366    9.9494     0.112     0.292
    4.387    9.9487     0.160     0.064
    4.407    9.8622     0.184     0.072
    4.427    9.7730     0.212     0.080
    4.448    9.8458     0.212     0.260
    4.468    9.9993     0.212     0.260
    4.488    9.9351     0.336     0.100
    4.509    9.8403     0.344     0.104
    4.529    9.7514     0.348     0.108
    4.549    9.6708     0.356     0.112
    4.570    9.6018     0.360     0.118
    4.570    9.7948     0.402     0.114
    4.590    9.7956     0.400     0.114
    4.610    9.7982     0.396     0.114
    4.631    9.8023     0.396     0.116
    4.651    9.8081     0.390     0.118
    4.671    9.8153     0.384     0.118
    4.692    9.8237     0.378     0.122
    4.712    9.8330     0.372     0.126
    4.733    9.8427     0.360     0.132
    4.753    9.8521     0.350     0.138
    4.773    9.8599     0.336     0.146
    4.794    9.8642     0.320     0.154
    4.814    9.8615     0.296     0.164
    4.834    9.8466     0.274     0.174
    4.855    9.8640     0.408     0.016
    4.875    9.9905     0.408     0.016
    4.895   10.1208     0.406     0.016
    4.916   10.2545     0.404     0.012
    4.936   10.3914     0.400     0.016
    4.956   10.4409     0.313     0.068
 
# Band-Index:  116
    4.956   10.4409     0.313     0.068
    4.936   10.3914     0.402     0.016
    4.916   10.2545     0.402     0.012
    4.895   10.1208     0.406     0.016
    4.875    9.9905     0.406     0.012
    4.855    9.8640     0.408     0.012
    4.834    9.8466     0.270     0.174
    4.814    9.8615     0.296     0.162
    4.794    9.8642     0.318     0.152
    4.773    9.8599     0.334     0.144
    4.753    9.8521     0.350     0.136
    4.733    9.8427     0.362     0.134
    4.712    9.8330     0.370     0.126
    4.692    9.8237     0.378     0.122
    4.671    9.8153     0.388     0.120
    4.651    9.8081     0.392     0.118
    4.631    9.8023     0.394     0.114
    4.610    9.7982     0.396     0.116
    4.590    9.7956     0.400     0.114
    4.570    9.7948     0.400     0.112
    4.570    9.6018     0.358     0.116
    4.549    9.6708     0.356     0.112
    4.529    9.7514     0.348     0.108
    4.509    9.8403     0.344     0.104
    4.488    9.9351     0.336     0.100
    4.468    9.9993     0.212     0.260
    4.448    9.8458     0.212     0.260
    4.427    9.7730     0.212     0.080
    4.407    9.8622     0.184     0.072
    4.387    9.9487     0.160     0.064
    4.366    9.9494     0.112     0.292
    4.346    9.9167     0.112     0.296
    4.326    9.8875     0.108     0.292
    4.305    9.8620     0.108     0.288
    4.285    9.8403     0.108     0.292
    4.264    9.8223     0.104     0.292
    4.244    9.8083     0.104     0.292
    4.224    9.7983     0.104     0.292
    4.203    9.7922     0.104     0.292
    4.183    9.7902     0.104     0.288
    4.183    9.8607     0.184     0.136
    4.142    9.8465     0.188     0.136
    4.100    9.8042     0.186     0.138
    4.059    9.7346     0.184     0.144
    4.018    9.6380     0.180     0.150
    3.976    9.5136     0.172     0.160
    3.935    9.3583     0.166     0.172
    3.893    9.1667     0.158     0.188
    3.852    8.9332     0.152     0.204
    3.811    8.7970     0.320     0.200
    3.769    8.9361     0.324     0.196
    3.728    9.0911     0.324     0.188
    3.686    9.2652     0.328     0.172
    3.645    9.4597     0.324     0.152
    3.604    9.4303     0.238     0.160
    3.562    9.3596     0.236     0.160
    3.521    9.3566     0.374     0.088
    3.480    9.7212     0.378     0.046
    3.438   10.0983     0.364     0.046
    3.397   10.4409     0.313     0.068
    3.397   10.4409     0.314     0.067
    3.368   10.2119     0.362     0.044
    3.338    9.9505     0.378     0.036
    3.309    9.6983     0.386     0.028
    3.280    9.4653     0.370     0.024
    3.250    9.2788     0.292     0.048
    3.221    9.1638     0.190     0.098
    3.192    9.0819     0.148     0.124
    3.163    9.0044     0.130     0.130
    3.133    8.9278     0.296     0.096
    3.104    8.9060     0.282     0.112
    3.075    8.9255     0.264     0.150
    3.046    9.0189     0.230     0.202
    3.016    9.1969     0.198     0.242
    2.987    9.4259     0.188     0.260
    2.958    9.5970     0.320     0.160
    2.929    9.6090     0.358     0.122
    2.899    9.6057     0.358     0.116
    2.870    9.6028     0.360     0.116
    2.841    9.6018     0.360     0.116
    2.841    9.6018     0.360     0.118
    2.812    9.7532     0.344     0.104
    2.782    9.9220     0.324     0.092
    2.753   10.0934     0.296     0.084
    2.724   10.0054     0.236     0.208
    2.695    9.8264     0.244     0.200
    2.665    9.8654     0.132     0.304
    2.636    9.7854     0.132     0.300
    2.607    9.7102     0.128     0.300
    2.577    9.6401     0.132     0.300
    2.548    9.5753     0.128     0.300
    2.519    9.6176     0.248     0.132
    2.490    9.6668     0.240     0.132
    2.460    9.7130     0.228     0.136
    2.431    9.7549     0.216     0.136
    2.402    9.7912     0.204     0.132
    2.373    9.7711     0.176     0.144
    2.343    9.8215     0.180     0.140
    2.314    9.8509     0.184     0.136
    2.285    9.8607     0.188     0.136
    2.285    9.8607     0.188     0.136
    2.265    9.7078     0.200     0.140
    2.244    9.5590     0.216     0.144
    2.224    9.5485     0.136     0.296
    2.203    9.6418     0.136     0.296
    2.183    9.7368     0.144     0.296
    2.163    9.8333     0.144     0.296
    2.142    9.9307     0.144     0.304
    2.122   10.0285     0.152     0.304
    2.102   10.1262     0.152     0.304
    2.081   10.2228     0.152     0.312
    2.061   10.3174     0.160     0.320
    2.041   10.4088     0.160     0.320
    2.020   10.4955     0.160     0.328
    2.000   10.5756     0.160     0.336
    1.980   10.6467     0.160     0.344
    1.959   10.7064     0.160     0.352
    1.939   10.7518     0.168     0.360
    1.919   10.7803     0.168     0.360
    1.898   10.7900     0.168     0.360
    1.898   10.7900     0.168     0.360
    1.857   10.8400     0.160     0.360
    1.815   10.9838     0.144     0.344
    1.774   11.0872     0.508     0.096
    1.733   10.9512     0.384     0.144
    1.691   10.6451     0.256     0.200
    1.650   10.2328     0.196     0.220
    1.609    9.7835     0.176     0.232
    1.567    9.3336     0.060     0.268
    1.526    9.1246     0.456     0.160
    1.484    9.3092     0.312     0.152
    1.443    9.5384     0.288     0.144
    1.402    9.7771     0.272     0.140
    1.360   10.0222     0.248     0.136
    1.319   10.1217     0.360     0.000
    1.277   10.2236     0.352     0.096
    1.236   10.3053     0.088     0.120
    1.195   10.2469     0.380     0.088
    1.153    9.9365     0.392     0.104
    1.112    9.7948     0.398     0.114
    1.112    9.7948     0.402     0.112
    1.083    9.8817     0.392     0.104
    1.053   10.0515     0.384     0.092
    1.024   10.2801     0.376     0.084
    0.995   10.3910     0.152     0.136
    0.966   10.1874     0.164     0.132
    0.936   10.2112     0.392     0.100
    0.907   10.1769     0.104     0.116
    0.878    9.9667     0.112     0.120
    0.849    9.7662     0.116     0.120
    0.819    9.5764     0.128     0.116
    0.790    9.3987     0.140     0.116
    0.761    9.2344     0.156     0.112
    0.732    9.0851     0.168     0.108
    0.702    9.0850     0.244     0.168
    0.673    9.0230     0.132     0.256
    0.644    9.2979     0.124     0.260
    0.614    9.5415     0.116     0.272
    0.585    9.7212     0.108     0.284
    0.556    9.7902     0.104     0.288
    0.556    9.7902     0.104     0.288
    0.527    9.9216     0.104     0.288
    0.497   10.0574     0.104     0.288
    0.468   10.0426     0.032     0.032
    0.439    9.9498     0.040     0.032
    0.410   10.1041     0.376     0.144
    0.380    9.8944     0.384     0.152
    0.351    9.8323     0.200     0.072
    0.322   10.1056     0.216     0.080
    0.293   10.3656     0.240     0.088
    0.263   10.5976     0.296     0.088
    0.234   10.6324     0.408     0.072
    0.205   10.6962     0.400     0.000
    0.176   10.8386     0.160     0.368
    0.146   10.8237     0.160     0.368
    0.117   11.0807     0.552     0.088
    0.088   10.9781     0.136     0.320
    0.059   10.8773     0.152     0.344
    0.029   10.8125     0.160     0.360
    0.000   10.7900     0.168     0.360
 
# Band-Index:  117
    0.000   11.1240     0.576     0.080
    0.029   11.1217     0.576     0.080
    0.059   11.1146     0.568     0.080
    0.088   11.1016     0.568     0.080
    0.117   11.1074     0.128     0.296
    0.146   11.0479     0.536     0.088
    0.176   10.9413     0.400     0.000
    0.205   10.8562     0.160     0.368
    0.234   10.7832     0.376     0.096
    0.263   10.6804     0.424     0.072
    0.293   10.6190     0.280     0.032
    0.322   10.3151     0.288     0.040
    0.351   10.0118     0.304     0.040
    0.380    9.9715     0.328     0.136
    0.410   10.1638     0.184     0.072
    0.439   10.3221     0.368     0.136
    0.468   10.1978     0.104     0.288
    0.497   10.1416     0.032     0.032
    0.527   10.2466     0.032     0.032
    0.556   10.3574     0.032     0.028
    0.556   10.3574     0.032     0.028
    0.585   10.2843     0.044     0.056
    0.614   10.1050     0.060     0.104
    0.644    9.8736     0.076     0.148
    0.673    9.6176     0.092     0.172
    0.702    9.3490     0.104     0.192
    0.732    9.2950     0.244     0.164
    0.761    9.5074     0.240     0.164
    0.790    9.7229     0.236     0.160
    0.819    9.9419     0.228     0.156
    0.849   10.1652     0.224     0.156
    0.878   10.3932     0.216     0.148
    0.907   10.3213     0.388     0.104
    0.936   10.3955     0.096     0.116
    0.966   10.6216     0.088     0.116
    0.995   10.5436     0.364     0.072
    1.024   10.5915     0.144     0.136
    1.053   10.7850     0.136     0.140
    1.083   10.9672     0.136     0.144
    1.112   11.1323     0.134     0.144
    1.112   11.1323     0.136     0.146
    1.153   10.8317     0.128     0.144
    1.195   10.5513     0.128     0.136
    1.236   10.6185     0.368     0.080
    1.277   10.3394     0.224     0.144
    1.319   10.2694     0.228     0.132
    1.360   10.0222     0.248     0.136
    1.402    9.7771     0.272     0.140
    1.443    9.6635     0.224     0.056
    1.484    9.7216     0.264     0.040
    1.526    9.8438     0.304     0.024
    1.567   10.0209     0.328     0.016
    1.609   10.2423     0.352     0.008
    1.650   10.4988     0.368     0.008
    1.691   10.7827     0.384     0.000
    1.733   10.9512     0.384     0.144
    1.774   11.0872     0.508     0.096
    1.815   11.1207     0.556     0.084
    1.857   11.1246     0.572     0.080
    1.898   11.1240     0.576     0.080
    1.898   11.1240     0.576     0.080
    1.919   11.1327     0.572     0.080
    1.939   11.1588     0.572     0.080
    1.959   11.2020     0.568     0.080
    1.980   11.2618     0.564     0.080
    2.000   11.3377     0.560     0.080
    2.020   11.4290     0.548     0.080
    2.041   11.5349     0.544     0.080
    2.061   11.6546     0.536     0.072
    2.081   11.5425     0.080     0.088
    2.102   11.3674     0.088     0.096
    2.122   11.1924     0.096     0.096
    2.142   11.0183     0.104     0.104
    2.163   10.8456     0.120     0.108
    2.183   10.6748     0.128     0.112
    2.203   10.5062     0.136     0.116
    2.224   10.3402     0.152     0.120
    2.244   10.1771     0.160     0.128
    2.265   10.0172     0.176     0.132
    2.285    9.8607     0.188     0.134
    2.285    9.8607     0.184     0.136
    2.314    9.8561     0.188     0.136
    2.343    9.8426     0.192     0.132
    2.373    9.8207     0.200     0.136
    2.402    9.8005     0.080     0.168
    2.431    9.9530     0.080     0.148
    2.460   10.0928     0.080     0.132
    2.490   10.2176     0.084     0.120
    2.519   10.3258     0.092     0.108
    2.548   10.4148     0.100     0.100
    2.577   10.4809     0.116     0.088
    2.607   10.5180     0.132     0.084
    2.636   10.3347     0.168     0.060
    2.665   10.0136     0.176     0.064
    2.695    9.9500     0.128     0.308
    2.724   10.0389     0.128     0.308
    2.753   10.1319     0.128     0.308
    2.782   10.2289     0.124     0.312
    2.812   10.3297     0.124     0.312
    2.841   10.4342     0.124     0.314
    2.841   10.4342     0.124     0.314
    2.870   10.3690     0.126     0.306
    2.899   10.1985     0.134     0.296
    2.929    9.9694     0.148     0.278
    2.958    9.7325     0.196     0.230
    2.987    9.6564     0.338     0.116
    3.016    9.6648     0.350     0.112
    3.046    9.6829     0.348     0.108
    3.075    9.7066     0.348     0.104
    3.104    9.7360     0.346     0.102
    3.133    9.7716     0.344     0.100
    3.163    9.8144     0.344     0.092
    3.192    9.8655     0.344     0.086
    3.221    9.9258     0.344     0.082
    3.250    9.9960     0.344     0.074
    3.280   10.0762     0.344     0.068
    3.309   10.1659     0.348     0.060
    3.338   10.2637     0.346     0.056
    3.368   10.3669     0.344     0.054
    3.397   10.4409     0.313     0.070
    3.397   10.4409     0.311     0.069
    3.438   10.3190     0.320     0.060
    3.480   10.1432     0.420     0.020
    3.521    9.9499     0.432     0.024
    3.562    9.7576     0.440     0.024
    3.604    9.5670     0.448     0.028
    3.645    9.5198     0.242     0.160
    3.686    9.6306     0.242     0.162
    3.728    9.7671     0.246     0.168
    3.769    9.9362     0.246     0.176
    3.811   10.1464     0.238     0.190
    3.852   10.4046     0.224     0.210
    3.893   10.7109     0.204     0.234
    3.935   11.0557     0.184     0.258
    3.976   10.7773     0.064     0.132
    4.018   10.4184     0.072     0.152
    4.059   10.0606     0.080     0.176
    4.100    9.8042     0.184     0.140
    4.142    9.8465     0.186     0.136
    4.183    9.8607     0.188     0.136
    4.183   10.3574     0.032     0.032
    4.203   10.3538     0.036     0.028
    4.224   10.3428     0.040     0.032
    4.244   10.3242     0.044     0.032
    4.264   10.2975     0.052     0.032
    4.285   10.2623     0.060     0.036
    4.305   10.2181     0.080     0.040
    4.326   10.1645     0.092     0.044
    4.346   10.1014     0.112     0.048
    4.366   10.0291     0.136     0.056
    4.387    9.9855     0.112     0.296
    4.407   10.0248     0.112     0.296
    4.427   10.0673     0.116     0.296
    4.448   10.1126     0.112     0.300
    4.468   10.0342     0.328     0.100
    4.488   10.1489     0.212     0.256
    4.509   10.2642     0.120     0.304
    4.529   10.3191     0.120     0.308
    4.549   10.3759     0.120     0.312
    4.570   10.4342     0.124     0.314
    4.570   11.1323     0.134     0.144
    4.590   11.1287     0.136     0.144
    4.610   11.1179     0.140     0.144
    4.631   11.1003     0.142     0.144
    4.651   11.0761     0.148     0.142
    4.671   11.0462     0.156     0.140
    4.692   11.0110     0.164     0.136
    4.712   10.9713     0.170     0.132
    4.733   10.9280     0.180     0.130
    4.753   10.8818     0.188     0.128
    4.773   10.8335     0.200     0.124
    4.794   10.7840     0.212     0.122
    4.814   10.7339     0.226     0.116
    4.834   10.6803     0.246     0.032
    4.855   10.5716     0.280     0.026
    4.875   10.4903     0.306     0.026
    4.895   10.4412     0.322     0.034
    4.916   10.4213     0.326     0.044
    4.936   10.4235     0.322     0.056
    4.956   10.4409     0.311     0.068
 
# Band-Index:  118
    4.956   10.4409     0.312     0.070
    4.936   10.4235     0.320     0.058
    4.916   10.4213     0.328     0.046
    4.895   10.4412     0.324     0.032
    4.875   10.4903     0.306     0.026
    4.855   10.5716     0.278     0.026
    4.834   10.6803     0.248     0.032
    4.814   10.7339     0.224     0.116
    4.794   10.7840     0.210     0.122
    4.773   10.8335     0.202     0.126
    4.753   10.8818     0.190     0.128
    4.733   10.9280     0.182     0.132
    4.712   10.9713     0.170     0.136
    4.692   11.0110     0.162     0.136
    4.671   11.0462     0.156     0.140
    4.651   11.0761     0.148     0.140
    4.631   11.1003     0.144     0.142
    4.610   11.1179     0.138     0.144
    4.590   11.1287     0.136     0.144
    4.570   11.1323     0.138     0.144
    4.570   10.4342     0.122     0.314
    4.549   10.3759     0.120     0.312
