  #K-Path    Energy        Ti        Al        Ga
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    1.831    1.1849     0.802     0.000     0.000
    1.851    1.1869     0.802     0.000     0.000
    1.871    1.1930     0.798     0.000     0.000
    1.891    1.2033     0.796     0.000     0.000
    1.911    1.2178     0.792     0.000     0.000
    1.930    1.1903     0.370     0.028     0.049
    1.950    1.1053     0.384     0.032     0.046
    1.970    1.0262     0.398     0.036     0.043
    1.990    0.9565     0.416     0.036     0.040
    2.010    0.9003     0.452     0.044     0.035
    2.030    0.8601     0.494     0.048     0.030
    2.050    0.8333     0.532     0.052     0.026
    2.070    0.8670     0.258     0.296     0.025
    2.090    0.9299     0.280     0.284     0.025
    2.110    0.9925     0.304     0.276     0.024
    2.130    1.0536     0.326     0.264     0.024
    2.150    1.1115     0.348     0.248     0.024
    2.170    1.1638     0.364     0.244     0.024
    2.189    1.2055     0.362     0.244     0.026
    2.209    1.2237     0.350     0.252     0.028
    2.209    1.2237     0.350     0.252     0.028
    2.238    1.2312     0.360     0.244     0.028
    2.266    1.2526     0.380     0.236     0.027
    2.294    1.2855     0.412     0.216     0.024
    2.322    1.3185     0.666     0.060     0.001
    2.350    1.2989     0.646     0.056     0.002
    2.379    1.2743     0.632     0.056     0.002
    2.407    1.2463     0.618     0.052     0.002
    2.435    1.2165     0.606     0.052     0.002
    2.463    1.1756     0.692     0.020     0.015
    2.492    1.1352     0.684     0.020     0.015
    2.520    1.0992     0.678     0.016     0.015
    2.548    1.0684     0.680     0.016     0.014
    2.576    1.0424     0.688     0.012     0.013
    2.604    1.0192     0.696     0.012     0.011
    2.633    0.9960     0.706     0.008     0.009
    2.661    0.9786     0.644     0.024     0.050
    2.689    0.9718     0.648     0.024     0.050
    2.717    0.9026     0.738     0.004     0.002
    2.746    0.8768     0.748     0.004     0.000
    2.746    0.8768     0.748     0.004     0.000
    2.774    0.8600     0.722     0.012     0.000
    2.802    0.8247     0.690     0.020     0.000
    2.830    0.8158     0.730     0.004     0.003
    2.859    0.8061     0.728     0.004     0.004
    2.887    0.7934     0.720     0.004     0.005
    2.915    0.7771     0.714     0.004     0.006
    2.943    0.7560     0.706     0.004     0.007
    2.971    0.7288     0.700     0.008     0.008
    3.000    0.6940     0.694     0.008     0.009
    3.028    0.6515     0.686     0.012     0.009
    3.056    0.6021     0.674     0.012     0.009
    3.084    0.5479     0.668     0.016     0.009
    3.113    0.4918     0.662     0.020     0.009
    3.141    0.4365     0.652     0.020     0.008
    3.169    0.3969     0.706     0.008     0.002
    3.197    0.3936     0.716     0.004     0.001
    3.225    0.3985     0.718     0.000     0.001
    3.254    0.4083     0.614     0.016     0.012
    3.282    0.4177     0.610     0.016     0.012
    3.282    0.4177     0.610     0.016     0.012
    3.322    0.4021     0.712     0.002     0.001
    3.362    0.3898     0.718     0.002     0.001
    3.402    0.3778     0.712     0.006     0.003
    3.442    0.4186     0.674     0.022     0.004
    3.481    0.4363     0.698     0.016     0.003
    3.521    0.4843     0.668     0.026     0.003
    3.561    0.5880     0.670     0.028     0.002
    3.601    0.6972     0.680     0.028     0.002
    3.641    0.8075     0.688     0.026     0.002
    3.681    0.9173     0.694     0.024     0.001
    3.721    1.0254     0.700     0.024     0.002
    3.761    1.1306     0.712     0.022     0.002
    3.801    1.2310     0.720     0.022     0.002
    3.841    1.2642     0.568     0.034     0.045
    3.881    1.2921     0.768     0.020     0.003
    3.920    1.3412     0.468     0.188     0.022
    3.960    1.2800     0.402     0.224     0.025
    4.000    1.2385     0.364     0.240     0.027
    4.040    1.2237     0.350     0.252     0.028
    4.040    0.7110     0.694     0.008     0.001
    4.060    0.7112     0.694     0.008     0.001
    4.080    0.7117     0.692     0.008     0.001
    4.100    0.7127     0.690     0.008     0.001
    4.120    0.7140     0.688     0.008     0.001
    4.140    0.7158     0.684     0.008     0.000
    4.160    0.7180     0.682     0.008     0.000
    4.180    0.7205     0.678     0.008     0.000
    4.200    0.7234     0.674     0.008     0.000
    4.220    0.7267     0.670     0.008     0.000
    4.239    0.7303     0.668     0.008     0.000
    4.259    0.7341     0.662     0.008     0.000
    4.279    0.7411     0.696     0.012     0.022
    4.299    0.7521     0.698     0.012     0.022
    4.319    0.7637     0.700     0.012     0.022
    4.339    0.8031     0.630     0.028     0.041
    4.359    0.8649     0.636     0.028     0.043
    4.379    0.8821     0.748     0.004     0.000
    4.399    0.8781     0.746     0.004     0.000
    4.419    0.8768     0.748     0.004     0.000
    4.419    0.9097     0.688     0.016     0.065
    4.439    0.9223     0.688     0.016     0.066
    4.459    0.9554     0.686     0.016     0.067
    4.478    0.9515     0.678     0.022     0.001
    4.498    0.8911     0.666     0.022     0.001
    4.518    0.8294     0.654     0.024     0.001
    4.538    0.7676     0.648     0.026     0.001
    4.558    0.7067     0.640     0.028     0.002
    4.578    0.6471     0.636     0.028     0.002
    4.598    0.5897     0.626     0.030     0.002
    4.618    0.5348     0.622     0.030     0.002
    4.638    0.4832     0.616     0.032     0.003
    4.658    0.4356     0.614     0.032     0.004
    4.678    0.4068     0.722     0.000     0.000
    4.698    0.4068     0.720     0.000     0.000
    4.718    0.4071     0.608     0.020     0.012
    4.737    0.4117     0.610     0.020     0.012
    4.757    0.4151     0.610     0.020     0.012
    4.777    0.4171     0.610     0.016     0.012
    4.797    0.4177     0.610     0.016     0.012
 
# Band-Index:   74
    4.797    0.7508     0.722     0.000     0.000
    4.777    0.7509     0.722     0.000     0.000
    4.757    0.7513     0.724     0.000     0.000
    4.737    0.7519     0.726     0.000     0.000
    4.718    0.7527     0.726     0.000     0.000
    4.698    0.7536     0.724     0.000     0.000
    4.678    0.7548     0.724     0.000     0.000
    4.658    0.7561     0.724     0.000     0.000
    4.638    0.7576     0.726     0.000     0.000
    4.618    0.7591     0.726     0.000     0.000
    4.598    0.7606     0.726     0.000     0.000
    4.578    0.7622     0.726     0.000     0.000
    4.558    0.7637     0.726     0.000     0.000
    4.538    0.7676     0.648     0.026     0.001
    4.518    0.8294     0.654     0.024     0.001
    4.498    0.8911     0.666     0.022     0.001
    4.478    0.9515     0.678     0.022     0.001
    4.459    1.0082     0.698     0.018     0.000
    4.439    1.0557     0.728     0.010     0.000
    4.419    1.0781     0.766     0.002     0.000
    4.419    0.9663     0.650     0.024     0.050
    4.399    0.9530     0.650     0.024     0.049
    4.379    0.8935     0.564     0.064     0.000
    4.359    0.8759     0.716     0.008     0.022
    4.339    0.8923     0.720     0.008     0.022
    4.319    0.9080     0.740     0.008     0.001
    4.299    0.9208     0.736     0.008     0.001
    4.279    0.9354     0.736     0.008     0.001
    4.259    0.9519     0.732     0.008     0.002
    4.239    0.9703     0.728     0.008     0.002
    4.220    0.9906     0.726     0.012     0.003
    4.200    1.0128     0.720     0.016     0.004
    4.180    1.0367     0.716     0.020     0.005
    4.160    1.0622     0.706     0.020     0.006
    4.140    1.0889     0.696     0.024     0.008
    4.120    1.1155     0.690     0.024     0.010
    4.100    1.1360     0.722     0.016     0.008
    4.080    1.1373     0.758     0.004     0.003
    4.060    1.1357     0.764     0.004     0.003
    4.040    1.1351     0.762     0.004     0.002
    4.040    1.3422     0.712     0.068     0.000
    4.000    1.3413     0.708     0.066     0.000
    3.960    1.3405     0.698     0.064     0.001
    3.920    1.3435     0.688     0.060     0.002
    3.881    1.3525     0.686     0.052     0.003
    3.841    1.3221     0.742     0.020     0.002
    3.801    1.2831     0.582     0.032     0.044
    3.761    1.2915     0.602     0.026     0.043
    3.721    1.2844     0.630     0.022     0.041
    3.681    1.2378     0.726     0.012     0.002
    3.641    1.1492     0.720     0.014     0.002
    3.601    1.0581     0.708     0.014     0.002
    3.561    0.9676     0.694     0.014     0.002
    3.521    0.8835     0.684     0.014     0.002
    3.481    0.8157     0.684     0.014     0.002
    3.442    0.7745     0.690     0.010     0.001
    3.402    0.7579     0.704     0.006     0.001
    3.362    0.7530     0.712     0.002     0.000
    3.322    0.7514     0.720     0.000     0.000
    3.282    0.7508     0.722     0.000     0.000
    3.282    0.7508     0.722     0.000     0.000
    3.254    0.7511     0.722     0.000     0.000
    3.225    0.7521     0.718     0.000     0.000
    3.197    0.7543     0.714     0.004     0.000
    3.169    0.7586     0.708     0.004     0.000
    3.141    0.7666     0.702     0.008     0.000
    3.113    0.7805     0.698     0.008     0.001
    3.084    0.8024     0.696     0.012     0.001
    3.056    0.8344     0.694     0.012     0.001
    3.028    0.8769     0.694     0.012     0.001
    3.000    0.9289     0.696     0.012     0.001
    2.971    0.9877     0.698     0.020     0.000
    2.943    1.0505     0.700     0.020     0.000
    2.915    1.0571     0.704     0.012     0.040
    2.887    1.0482     0.694     0.016     0.043
    2.859    1.0312     0.682     0.016     0.045
    2.830    1.0102     0.670     0.020     0.047
    2.802    0.9893     0.662     0.020     0.048
    2.774    0.9728     0.652     0.024     0.050
    2.746    0.9663     0.650     0.024     0.050
    2.746    0.9663     0.650     0.024     0.050
    2.717    0.9677     0.650     0.024     0.050
    2.689    0.9959     0.658     0.016     0.022
    2.661    1.0179     0.550     0.068     0.000
    2.633    1.0329     0.550     0.064     0.000
    2.604    1.0518     0.558     0.064     0.000
    2.576    1.0740     0.560     0.060     0.001
    2.548    1.0991     0.566     0.060     0.001
    2.520    1.1266     0.576     0.060     0.001
    2.492    1.1558     0.584     0.060     0.001
    2.463    1.1860     0.594     0.060     0.001
    2.435    1.2183     0.702     0.024     0.014
    2.407    1.2610     0.720     0.024     0.012
    2.379    1.3010     0.740     0.024     0.010
    2.350    1.3358     0.764     0.020     0.008
    2.322    1.3249     0.474     0.188     0.021
    2.294    1.3318     0.686     0.060     0.001
    2.266    1.3388     0.700     0.068     0.000
    2.238    1.3416     0.710     0.068     0.000
    2.209    1.3422     0.712     0.068     0.000
    2.209    1.3422     0.712     0.068     0.000
    2.189    1.3549     0.698     0.076     0.002
    2.170    1.3806     0.694     0.076     0.004
    2.150    1.3818     0.806     0.020     0.002
    2.130    1.3694     0.804     0.018     0.003
    2.110    1.3561     0.800     0.020     0.003
    2.090    1.3424     0.800     0.020     0.004
    2.070    1.3290     0.794     0.022     0.004
    2.050    1.3159     0.792     0.022     0.005
    2.030    1.3035     0.788     0.022     0.005
    2.010    1.2920     0.786     0.022     0.005
    1.990    1.2813     0.784     0.024     0.006
    1.970    1.2718     0.782     0.020     0.006
    1.950    1.2601     0.776     0.004     0.000
    1.930    1.2366     0.788     0.000     0.000
    1.911    1.2500     0.780     0.024     0.006
    1.891    1.2453     0.778     0.024     0.006
    1.871    1.2419     0.778     0.024     0.006
    1.851    1.2399     0.778     0.024     0.006
    1.831    1.2392     0.778     0.024     0.006
    1.831    1.2392     0.778     0.024     0.006
    1.791    1.2286     0.774     0.024     0.006
    1.751    1.1976     0.770     0.024     0.006
    1.711    1.1810     0.806     0.000     0.000
    1.671    1.1479     0.724     0.024     0.019
    1.631    1.1163     0.722     0.028     0.018
    1.591    1.0922     0.726     0.032     0.013
    1.551    1.0693     0.722     0.030     0.009
    1.512    1.0416     0.716     0.030     0.009
    1.472    1.0132     0.712     0.030     0.011
    1.432    0.9878     0.702     0.032     0.014
    1.392    0.9681     0.694     0.034     0.020
    1.352    0.9304     0.754     0.006     0.003
    1.312    0.9319     0.762     0.010     0.007
    1.272    0.9543     0.760     0.008     0.004
    1.232    0.9838     0.764     0.006     0.002
    1.192    1.0210     0.776     0.004     0.001
    1.152    1.0560     0.780     0.006     0.001
    1.112    1.0734     0.760     0.002     0.000
    1.072    1.0781     0.766     0.004     0.000
    1.072    1.0781     0.764     0.004     0.000
    1.044    1.0749     0.764     0.004     0.000
    1.016    1.0652     0.766     0.004     0.002
    0.988    1.0531     0.766     0.004     0.007
    0.960    1.0497     0.758     0.004     0.014
    0.931    1.0509     0.736     0.004     0.000
    0.903    1.0478     0.738     0.004     0.000
    0.875    1.0493     0.746     0.004     0.001
    0.847    1.0109     0.710     0.024     0.036
    0.818    0.9710     0.686     0.028     0.048
    0.790    0.9872     0.672     0.028     0.064
    0.762    1.0414     0.688     0.024     0.058
    0.734    1.0939     0.762     0.004     0.002
    0.706    1.1039     0.762     0.004     0.002
    0.677    1.1129     0.760     0.004     0.002
    0.649    1.1206     0.764     0.004     0.002
    0.621    1.1268     0.762     0.004     0.002
    0.593    1.1314     0.764     0.004     0.002
    0.564    1.1341     0.764     0.004     0.002
    0.536    1.1351     0.762     0.004     0.002
    0.536    1.1351     0.762     0.004     0.002
    0.508    1.1085     0.766     0.000     0.003
    0.480    1.0696     0.770     0.000     0.004
    0.452    1.0363     0.764     0.000     0.004
    0.423    1.0158     0.752     0.004     0.003
    0.395    1.0171     0.724     0.004     0.003
    0.367    1.0468     0.702     0.008     0.004
    0.339    1.0926     0.716     0.008     0.006
    0.310    1.1309     0.760     0.004     0.006
    0.282    1.1532     0.788     0.004     0.004
    0.254    1.1650     0.800     0.000     0.002
    0.226    1.1184     0.438     0.188     0.018
    0.198    1.1077     0.608     0.088     0.009
    0.169    1.1518     0.700     0.044     0.004
    0.141    1.1810     0.804     0.000     0.000
    0.113    1.1825     0.804     0.000     0.000
    0.085    1.1836     0.802     0.000     0.000
    0.056    1.2043     0.760     0.028     0.010
    0.028    1.2302     0.772     0.024     0.007
    0.000    1.2392     0.776     0.024     0.006
 
# Band-Index:   75
    0.000    1.2392     0.776     0.024     0.006
    0.028    1.2391     0.776     0.020     0.006
    0.056    1.2384     0.776     0.020     0.006
    0.085    1.2355     0.774     0.020     0.005
    0.113    1.2254     0.768     0.024     0.003
    0.141    1.1981     0.742     0.028     0.002
    0.169    1.1788     0.804     0.000     0.000
    0.198    1.1759     0.804     0.000     0.001
    0.226    1.1716     0.804     0.000     0.001
    0.254    1.1956     0.440     0.196     0.021
    0.282    1.2718     0.602     0.112     0.018
    0.310    1.3103     0.734     0.048     0.015
    0.339    1.3004     0.728     0.000     0.004
    0.367    1.2743     0.646     0.032     0.007
    0.395    1.2496     0.642     0.032     0.008
    0.423    1.2285     0.642     0.036     0.011
    0.452    1.2120     0.636     0.036     0.013
    0.480    1.2004     0.630     0.040     0.015
    0.508    1.1937     0.630     0.040     0.016
    0.536    1.1887     0.788     0.000     0.003
    0.536    1.1887     0.788     0.000     0.003
    0.564    1.1882     0.788     0.000     0.003
    0.593    1.1865     0.788     0.000     0.003
    0.621    1.1837     0.788     0.000     0.003
    0.649    1.1800     0.788     0.000     0.003
    0.677    1.1754     0.788     0.000     0.003
    0.706    1.1570     0.714     0.020     0.048
    0.734    1.0997     0.702     0.020     0.052
    0.762    1.0834     0.758     0.004     0.001
    0.790    1.0728     0.760     0.004     0.001
    0.818    1.0629     0.756     0.004     0.001
    0.847    1.0547     0.752     0.004     0.001
    0.875    1.0618     0.718     0.020     0.033
    0.903    1.0862     0.762     0.004     0.021
    0.931    1.0621     0.754     0.004     0.020
    0.960    1.0579     0.736     0.004     0.000
    0.988    1.0667     0.744     0.004     0.000
    1.016    1.0737     0.754     0.004     0.000
    1.044    1.0772     0.762     0.004     0.000
    1.072    1.0781     0.764     0.004     0.000
    1.072    1.0781     0.766     0.004     0.000
    1.112    1.0740     0.770     0.004     0.000
    1.152    1.0574     0.752     0.002     0.000
    1.192    1.0353     0.754     0.000     0.000
    1.232    1.0251     0.758     0.000     0.000
    1.272    1.0405     0.770     0.002     0.000
    1.312    1.0094     0.672     0.032     0.040
    1.352    0.9654     0.682     0.034     0.032
    1.392    1.0045     0.772     0.006     0.002
    1.432    1.0603     0.790     0.006     0.001
    1.472    1.0989     0.800     0.004     0.000
    1.512    1.1256     0.804     0.002     0.000
    1.551    1.1447     0.804     0.002     0.000
    1.591    1.1589     0.806     0.002     0.000
    1.631    1.1692     0.804     0.000     0.000
    1.671    1.1764     0.804     0.000     0.000
    1.711    1.1817     0.734     0.024     0.016
    1.751    1.2114     0.750     0.024     0.012
    1.791    1.2318     0.766     0.024     0.008
    1.831    1.2392     0.778     0.024     0.006
    1.831    1.2392     0.778     0.024     0.006
    1.851    1.2399     0.778     0.024     0.006
    1.871    1.2419     0.778     0.024     0.006
    1.891    1.2453     0.778     0.024     0.006
    1.911    1.2500     0.780     0.024     0.006
    1.930    1.2560     0.780     0.020     0.006
    1.950    1.2633     0.780     0.020     0.006
    1.970    1.2718     0.782     0.020     0.006
    1.990    1.2813     0.784     0.024     0.006
    2.010    1.2920     0.786     0.022     0.005
    2.030    1.3035     0.788     0.022     0.005
    2.050    1.3159     0.792     0.022     0.005
    2.070    1.3290     0.794     0.022     0.004
    2.090    1.3424     0.800     0.020     0.004
    2.110    1.3561     0.800     0.020     0.003
    2.130    1.3694     0.804     0.018     0.003
    2.150    1.3818     0.806     0.020     0.002
    2.170    1.3924     0.808     0.020     0.001
    2.189    1.3997     0.810     0.016     0.001
    2.209    1.4024     0.812     0.018     0.000
    2.209    1.4024     0.814     0.016     0.000
    2.238    1.4006     0.814     0.016     0.001
    2.266    1.3947     0.812     0.016     0.001
    2.294    1.3829     0.806     0.016     0.003
    2.322    1.3635     0.788     0.016     0.005
    2.350    1.3569     0.604     0.116     0.013
    2.379    1.3579     0.730     0.048     0.004
    2.407    1.3377     0.756     0.028     0.002
    2.435    1.3114     0.746     0.024     0.001
    2.463    1.2837     0.728     0.032     0.001
    2.492    1.2565     0.710     0.036     0.001
    2.520    1.2307     0.694     0.036     0.000
    2.548    1.2070     0.678     0.040     0.000
    2.576    1.1858     0.666     0.044     0.000
    2.604    1.1675     0.652     0.044     0.000
    2.633    1.1522     0.642     0.052     0.000
    2.661    1.0859     0.648     0.016     0.020
    2.689    1.0069     0.548     0.068     0.000
    2.717    1.0002     0.544     0.068     0.000
    2.746    0.9979     0.544     0.068     0.000
    2.746    0.9979     0.544     0.068     0.000
    2.774    1.0154     0.570     0.056     0.000
    2.802    1.0527     0.602     0.052     0.000
    2.830    1.0958     0.626     0.044     0.000
    2.859    1.1389     0.646     0.040     0.000
    2.887    1.1653     0.698     0.024     0.000
    2.915    1.1141     0.704     0.020     0.000
    2.943    1.0548     0.712     0.008     0.035
    2.971    1.0421     0.720     0.008     0.029
    3.000    1.0248     0.724     0.008     0.023
    3.028    1.0099     0.722     0.008     0.019
    3.056    1.0018     0.726     0.008     0.015
    3.084    1.0011     0.726     0.008     0.013
    3.113    1.0064     0.730     0.008     0.012
    3.141    1.0150     0.736     0.008     0.011
    3.169    1.0241     0.742     0.004     0.011
    3.197    1.0306     0.744     0.004     0.011
    3.225    1.0319     0.744     0.008     0.013
    3.254    1.0301     0.748     0.008     0.013
    3.282    1.0292     0.752     0.006     0.012
    3.282    1.0292     0.754     0.006     0.012
    3.322    1.0162     0.748     0.006     0.013
    3.362    0.9832     0.738     0.008     0.014
    3.402    0.9440     0.722     0.012     0.016
    3.442    0.9165     0.702     0.014     0.020
    3.481    0.9202     0.682     0.020     0.026
    3.521    0.9655     0.668     0.020     0.031
    3.561    1.0408     0.670     0.018     0.033
    3.601    1.1247     0.680     0.016     0.033
    3.641    1.2000     0.674     0.014     0.035
    3.681    1.2549     0.654     0.014     0.038
    3.721    1.3192     0.714     0.014     0.003
    3.761    1.3697     0.644     0.028     0.004
    3.801    1.3863     0.688     0.040     0.005
    3.841    1.3674     0.684     0.046     0.004
    3.881    1.3930     0.774     0.018     0.002
    3.920    1.3437     0.796     0.018     0.002
    3.960    1.3780     0.812     0.020     0.001
    4.000    1.3966     0.814     0.018     0.000
    4.040    1.4024     0.812     0.018     0.000
    4.040    1.1887     0.788     0.000     0.003
    4.060    1.1853     0.636     0.036     0.016
    4.080    1.1692     0.652     0.032     0.013
    4.100    1.1509     0.708     0.020     0.005
    4.120    1.1379     0.770     0.004     0.012
    4.140    1.1121     0.764     0.008     0.015
    4.160    1.0853     0.760     0.008     0.017
    4.180    1.0589     0.754     0.008     0.019
    4.200    1.0336     0.748     0.008     0.020
    4.220    1.0097     0.744     0.004     0.020
    4.239    0.9872     0.742     0.008     0.021
    4.259    0.9661     0.736     0.008     0.021
    4.279    0.9461     0.732     0.008     0.021
    4.299    0.9273     0.728     0.008     0.022
    4.319    0.9094     0.722     0.008     0.022
    4.339    0.8972     0.744     0.004     0.000
    4.359    0.8885     0.744     0.004     0.000
    4.379    0.9168     0.642     0.024     0.046
    4.399    0.9609     0.556     0.064     0.000
    4.419    0.9979     0.544     0.068     0.000
    4.419    1.0781     0.766     0.002     0.000
    4.439    1.0557     0.728     0.010     0.000
    4.459    1.0082     0.698     0.018     0.000
    4.478    1.0007     0.686     0.012     0.068
    4.498    1.0523     0.688     0.012     0.067
    4.518    1.1065     0.694     0.012     0.065
    4.538    1.1187     0.760     0.008     0.008
    4.558    1.1083     0.758     0.006     0.009
    4.578    1.0977     0.758     0.004     0.010
    4.598    1.0872     0.756     0.006     0.011
    4.618    1.0771     0.756     0.006     0.011
    4.638    1.0677     0.756     0.006     0.012
    4.658    1.0590     0.754     0.006     0.012
    4.678    1.0513     0.756     0.006     0.012
    4.698    1.0447     0.752     0.006     0.012
    4.718    1.0392     0.750     0.006     0.012
    4.737    1.0349     0.752     0.006     0.012
    4.757    1.0318     0.754     0.006     0.012
    4.777    1.0299     0.750     0.006     0.012
    4.797    1.0292     0.752     0.006     0.012
 
# Band-Index:   76
    4.797    1.0292     0.752     0.006     0.012
    4.777    1.0299     0.750     0.006     0.012
    4.757    1.0318     0.754     0.006     0.012
    4.737    1.0349     0.752     0.006     0.012
    4.718    1.0392     0.750     0.006     0.012
    4.698    1.0447     0.752     0.006     0.012
    4.678    1.0513     0.756     0.006     0.012
    4.658    1.0590     0.754     0.006     0.012
    4.638    1.0677     0.756     0.006     0.012
    4.618    1.0771     0.756     0.006     0.011
    4.598    1.0872     0.756     0.006     0.011
    4.578    1.0977     0.758     0.004     0.010
    4.558    1.1083     0.758     0.006     0.009
    4.538    1.1187     0.760     0.008     0.008
    4.518    1.1284     0.760     0.008     0.007
    4.498    1.1368     0.758     0.010     0.006
    4.478    1.1431     0.752     0.008     0.005
    4.459    1.1461     0.734     0.016     0.004
    4.439    1.1437     0.696     0.024     0.003
    4.419    1.1390     0.656     0.038     0.002
    4.419    1.1244     0.626     0.052     0.000
    4.399    1.1616     0.612     0.056     0.000
    4.379    1.2293     0.606     0.056     0.000
    4.359    1.3028     0.604     0.056     0.000
    4.339    1.3395     0.684     0.020     0.002
    4.319    1.3158     0.692     0.020     0.003
    4.299    1.2917     0.702     0.016     0.003
    4.279    1.2683     0.710     0.016     0.003
    4.259    1.2462     0.718     0.016     0.003
    4.239    1.2259     0.724     0.008     0.003
    4.220    1.2077     0.732     0.008     0.003
    4.200    1.1916     0.740     0.008     0.003
    4.180    1.1779     0.744     0.008     0.003
    4.160    1.1664     0.750     0.008     0.002
    4.140    1.1572     0.752     0.008     0.002
    4.120    1.1505     0.752     0.008     0.002
    4.100    1.1602     0.780     0.004     0.009
    4.080    1.1766     0.784     0.000     0.005
    4.060    1.1858     0.788     0.000     0.003
    4.040    1.1915     0.628     0.040     0.017
    4.040    1.4024     0.812     0.018     0.000
    4.000    1.4049     0.812     0.018     0.001
    3.960    1.4124     0.810     0.020     0.002
    3.920    1.4250     0.808     0.020     0.003
    3.881    1.4071     0.580     0.132     0.016
    3.841    1.4130     0.650     0.032     0.003
    3.801    1.3937     0.640     0.032     0.003
    3.761    1.4062     0.688     0.034     0.006
    3.721    1.3635     0.684     0.022     0.001
    3.681    1.3336     0.660     0.024     0.002
    3.641    1.3051     0.668     0.022     0.002
    3.601    1.2758     0.682     0.018     0.002
    3.561    1.2468     0.696     0.014     0.001
    3.521    1.2205     0.714     0.012     0.001
    3.481    1.2004     0.736     0.008     0.001
    3.442    1.1905     0.754     0.004     0.001
    3.402    1.1535     0.736     0.008     0.007
    3.362    1.0933     0.740     0.008     0.010
    3.322    1.0471     0.750     0.008     0.012
    3.282    1.0292     0.754     0.006     0.012
    3.282    1.0292     0.752     0.006     0.012
    3.254    1.0306     0.750     0.004     0.012
    3.225    1.0324     0.746     0.004     0.011
    3.197    1.0337     0.734     0.008     0.013
    3.169    1.0349     0.724     0.012     0.014
    3.141    1.0362     0.710     0.012     0.015
    3.113    1.0395     0.702     0.016     0.016
    3.084    1.0479     0.696     0.020     0.017
    3.056    1.0643     0.686     0.020     0.019
    3.028    1.0920     0.680     0.024     0.021
    3.000    1.1323     0.676     0.028     0.022
    2.971    1.1724     0.754     0.008     0.001
    2.943    1.2053     0.756     0.008     0.002
    2.915    1.2242     0.656     0.040     0.003
    2.887    1.2020     0.652     0.032     0.000
    2.859    1.1797     0.644     0.048     0.000
    2.830    1.1576     0.638     0.052     0.000
    2.802    1.1399     0.630     0.052     0.000
    2.774    1.1284     0.628     0.052     0.000
    2.746    1.1244     0.626     0.052     0.000
    2.746    1.1244     0.626     0.052     0.000
    2.717    1.1262     0.626     0.052     0.000
    2.689    1.1315     0.630     0.052     0.000
    2.661    1.1402     0.634     0.052     0.000
    2.633    1.1658     0.636     0.016     0.020
    2.604    1.2321     0.626     0.020     0.022
    2.576    1.2827     0.616     0.024     0.025
    2.548    1.3177     0.602     0.028     0.028
    2.520    1.3387     0.590     0.028     0.032
    2.492    1.3486     0.584     0.032     0.034
    2.463    1.3530     0.594     0.036     0.033
    2.435    1.3621     0.632     0.036     0.026
    2.407    1.3924     0.690     0.028     0.014
    2.379    1.4048     0.796     0.020     0.000
    2.350    1.4047     0.798     0.020     0.000
    2.322    1.4042     0.804     0.020     0.000
    2.294    1.4035     0.810     0.020     0.000
    2.266    1.4029     0.812     0.016     0.000
    2.238    1.4025     0.814     0.016     0.000
    2.209    1.4024     0.814     0.016     0.000
    2.209    1.4024     0.812     0.018     0.000
    2.189    1.3997     0.810     0.016     0.001
    2.170    1.3924     0.808     0.020     0.001
    2.150    1.4072     0.706     0.072     0.004
    2.130    1.4315     0.718     0.064     0.004
    2.110    1.4527     0.736     0.056     0.004
    2.090    1.4594     0.840     0.008     0.000
    2.070    1.4573     0.840     0.008     0.000
    2.050    1.4505     0.728     0.012     0.001
    2.030    1.4023     0.740     0.012     0.001
    2.010    1.3592     0.750     0.008     0.001
    1.990    1.3212     0.762     0.008     0.000
    1.970    1.2882     0.772     0.004     0.000
    1.950    1.2633     0.780     0.020     0.006
    1.930    1.2560     0.780     0.020     0.006
    1.911    1.2786     0.356     0.024     0.053
    1.891    1.3672     0.334     0.024     0.058
    1.871    1.4443     0.836     0.008     0.000
    1.851    1.4440     0.836     0.008     0.000
    1.831    1.4439     0.836     0.008     0.000
    1.831    1.4439     0.836     0.008     0.000
    1.791    1.4328     0.826     0.008     0.001
    1.751    1.4034     0.812     0.012     0.002
    1.711    1.3632     0.794     0.016     0.003
    1.671    1.3181     0.780     0.014     0.004
    1.631    1.2735     0.768     0.016     0.005
    1.591    1.2343     0.756     0.018     0.006
    1.551    1.2041     0.752     0.018     0.006
    1.512    1.1853     0.746     0.020     0.006
    1.472    1.1791     0.744     0.020     0.007
    1.432    1.1852     0.744     0.022     0.007
    1.392    1.1998     0.786     0.002     0.003
    1.352    1.1364     0.788     0.002     0.001
    1.312    1.0806     0.782     0.002     0.000
    1.272    1.0809     0.688     0.026     0.038
    1.232    1.0984     0.706     0.004     0.005
    1.192    1.1017     0.710     0.002     0.006
    1.152    1.1070     0.704     0.002     0.004
    1.112    1.1260     0.720     0.000     0.001
    1.072    1.1390     0.654     0.038     0.002
    1.072    1.1390     0.654     0.038     0.002
    1.044    1.1331     0.726     0.000     0.000
    1.016    1.1204     0.724     0.000     0.000
    0.988    1.1150     0.726     0.004     0.000
    0.960    1.1202     0.728     0.004     0.000
    0.931    1.1348     0.728     0.004     0.000
    0.903    1.1155     0.726     0.020     0.031
    0.875    1.1112     0.776     0.004     0.016
    0.847    1.1290     0.782     0.004     0.011
    0.818    1.1384     0.706     0.024     0.002
    0.790    1.1452     0.688     0.032     0.003
    0.762    1.1541     0.670     0.032     0.005
