  #K-Path    Energy        Ti        Al        Ga
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    2.407  -33.3147     0.982     0.000     0.000
    2.379  -33.3148     0.984     0.000     0.000
    2.350  -33.3148     0.982     0.000     0.000
    2.322  -33.3149     0.984     0.000     0.000
    2.294  -33.3149     0.984     0.000     0.000
    2.266  -33.3150     0.984     0.000     0.000
    2.238  -33.3150     0.984     0.000     0.000
    2.209  -33.3150     0.982     0.000     0.000
    2.209  -33.3150     0.982     0.000     0.000
    2.189  -33.3149     0.982     0.000     0.000
    2.170  -33.3147     0.982     0.000     0.000
    2.150  -33.3143     0.982     0.000     0.000
    2.130  -33.3140     0.982     0.000     0.000
    2.110  -33.3136     0.986     0.000     0.000
    2.090  -33.3133     0.984     0.000     0.000
    2.070  -33.3135     0.984     0.000     0.000
    2.050  -33.3138     0.984     0.000     0.000
    2.030  -33.3141     0.984     0.000     0.000
    2.010  -33.3143     0.984     0.000     0.000
    1.990  -33.3145     0.984     0.000     0.000
    1.970  -33.3147     0.984     0.000     0.000
    1.950  -33.3149     0.984     0.000     0.000
    1.930  -33.3151     0.984     0.000     0.000
    1.911  -33.3152     0.984     0.000     0.000
    1.891  -33.3153     0.984     0.000     0.000
    1.871  -33.3154     0.984     0.000     0.000
    1.851  -33.3154     0.984     0.000     0.000
    1.831  -33.3154     0.984     0.000     0.000
    1.831  -33.3154     0.984     0.000     0.000
    1.791  -33.3155     0.984     0.000     0.000
    1.751  -33.3155     0.984     0.000     0.000
    1.711  -33.3156     0.984     0.000     0.000
    1.671  -33.3158     0.984     0.000     0.000
    1.631  -33.3160     0.984     0.000     0.000
    1.591  -33.3162     0.982     0.000     0.000
    1.551  -33.3164     0.982     0.000     0.000
    1.512  -33.3166     0.982     0.000     0.000
    1.472  -33.3169     0.982     0.000     0.000
    1.432  -33.3171     0.982     0.000     0.000
    1.392  -33.3173     0.982     0.000     0.000
    1.352  -33.3175     0.982     0.000     0.000
    1.312  -33.3177     0.982     0.000     0.000
    1.272  -33.3178     0.982     0.000     0.000
    1.232  -33.3179     0.982     0.000     0.000
    1.192  -33.3181     0.982     0.000     0.000
    1.152  -33.3181     0.984     0.000     0.000
    1.112  -33.3182     0.984     0.000     0.000
    1.072  -33.3182     0.984     0.000     0.000
    1.072  -33.3182     0.984     0.000     0.000
    1.044  -33.3182     0.984     0.000     0.000
    1.016  -33.3182     0.984     0.000     0.000
    0.988  -33.3182     0.984     0.000     0.000
    0.960  -33.3182     0.984     0.000     0.000
    0.931  -33.3182     0.984     0.000     0.000
    0.903  -33.3181     0.984     0.000     0.000
    0.875  -33.3181     0.984     0.000     0.000
    0.847  -33.3181     0.984     0.000     0.000
    0.818  -33.3180     0.984     0.000     0.000
    0.790  -33.3180     0.984     0.000     0.000
    0.762  -33.3179     0.984     0.000     0.000
    0.734  -33.3179     0.984     0.000     0.000
    0.706  -33.3178     0.984     0.000     0.000
    0.677  -33.3178     0.984     0.000     0.000
    0.649  -33.3177     0.982     0.000     0.000
    0.621  -33.3177     0.982     0.000     0.000
    0.593  -33.3176     0.982     0.000     0.000
    0.564  -33.3176     0.982     0.000     0.000
    0.536  -33.3176     0.982     0.000     0.000
    0.536  -33.3176     0.982     0.000     0.000
    0.508  -33.3175     0.982     0.000     0.000
    0.480  -33.3175     0.982     0.000     0.000
    0.452  -33.3173     0.982     0.000     0.000
    0.423  -33.3172     0.982     0.000     0.000
    0.395  -33.3170     0.984     0.000     0.000
    0.367  -33.3168     0.984     0.000     0.000
    0.339  -33.3167     0.984     0.000     0.000
    0.310  -33.3165     0.984     0.000     0.000
    0.282  -33.3164     0.984     0.000     0.000
    0.254  -33.3162     0.984     0.000     0.000
    0.226  -33.3161     0.982     0.000     0.000
    0.198  -33.3160     0.982     0.000     0.000
    0.169  -33.3158     0.984     0.000     0.000
    0.141  -33.3157     0.982     0.000     0.000
    0.113  -33.3156     0.982     0.000     0.000
    0.085  -33.3155     0.984     0.000     0.000
    0.056  -33.3155     0.984     0.000     0.000
    0.028  -33.3155     0.982     0.000     0.000
    0.000  -33.3154     0.984     0.000     0.000
 
# Band-Index:   11
    0.000  -33.3106     0.986     0.000     0.000
    0.028  -33.3106     0.986     0.000     0.000
    0.056  -33.3106     0.986     0.000     0.000
    0.085  -33.3105     0.982     0.000     0.000
    0.113  -33.3105     0.982     0.000     0.000
    0.141  -33.3104     0.984     0.000     0.000
    0.169  -33.3104     0.984     0.000     0.000
    0.198  -33.3103     0.984     0.000     0.000
    0.226  -33.3102     0.984     0.000     0.000
    0.254  -33.3101     0.984     0.000     0.000
    0.282  -33.3100     0.986     0.000     0.000
    0.310  -33.3099     0.984     0.000     0.000
    0.339  -33.3098     0.986     0.000     0.000
    0.367  -33.3097     0.986     0.000     0.000
    0.395  -33.3096     0.986     0.000     0.000
    0.423  -33.3095     0.984     0.000     0.000
    0.452  -33.3093     0.984     0.000     0.000
    0.480  -33.3093     0.982     0.000     0.000
    0.508  -33.3092     0.982     0.000     0.000
    0.536  -33.3092     0.982     0.000     0.000
    0.536  -33.3092     0.982     0.000     0.000
    0.564  -33.3092     0.982     0.000     0.000
    0.593  -33.3092     0.982     0.000     0.000
    0.621  -33.3091     0.982     0.000     0.000
    0.649  -33.3091     0.982     0.000     0.000
    0.677  -33.3091     0.982     0.000     0.000
    0.706  -33.3091     0.982     0.000     0.000
    0.734  -33.3090     0.984     0.000     0.000
    0.762  -33.3090     0.984     0.000     0.000
    0.790  -33.3089     0.984     0.000     0.000
    0.818  -33.3089     0.984     0.000     0.000
    0.847  -33.3088     0.984     0.000     0.000
    0.875  -33.3088     0.984     0.000     0.000
    0.903  -33.3087     0.984     0.000     0.000
    0.931  -33.3087     0.982     0.000     0.000
    0.960  -33.3086     0.982     0.000     0.000
    0.988  -33.3086     0.982     0.000     0.000
    1.016  -33.3086     0.982     0.000     0.000
    1.044  -33.3086     0.982     0.000     0.000
    1.072  -33.3086     0.984     0.000     0.000
    1.072  -33.3086     0.982     0.000     0.000
    1.112  -33.3086     0.982     0.000     0.000
    1.152  -33.3086     0.984     0.000     0.000
    1.192  -33.3087     0.984     0.000     0.000
    1.232  -33.3088     0.986     0.000     0.000
    1.272  -33.3090     0.986     0.000     0.000
    1.312  -33.3091     0.986     0.000     0.000
    1.352  -33.3093     0.986     0.000     0.000
    1.392  -33.3095     0.986     0.000     0.000
    1.432  -33.3096     0.982     0.000     0.000
    1.472  -33.3098     0.984     0.000     0.000
    1.512  -33.3100     0.984     0.000     0.000
    1.551  -33.3101     0.984     0.000     0.000
    1.591  -33.3102     0.984     0.000     0.000
    1.631  -33.3103     0.984     0.000     0.000
    1.671  -33.3104     0.984     0.000     0.000
    1.711  -33.3105     0.984     0.000     0.000
    1.751  -33.3105     0.984     0.000     0.000
    1.791  -33.3106     0.986     0.000     0.000
    1.831  -33.3106     0.986     0.000     0.000
    1.831  -33.3106     0.986     0.000     0.000
    1.851  -33.3106     0.986     0.000     0.000
    1.871  -33.3107     0.986     0.000     0.000
    1.891  -33.3107     0.986     0.000     0.000
    1.911  -33.3108     0.986     0.000     0.000
    1.930  -33.3110     0.986     0.000     0.000
    1.950  -33.3112     0.986     0.000     0.000
    1.970  -33.3114     0.986     0.000     0.000
    1.990  -33.3116     0.986     0.000     0.000
    2.010  -33.3119     0.986     0.000     0.000
    2.030  -33.3122     0.986     0.000     0.000
    2.050  -33.3125     0.986     0.000     0.000
    2.070  -33.3129     0.986     0.000     0.000
    2.090  -33.3132     0.986     0.000     0.000
    2.110  -33.3130     0.984     0.000     0.000
    2.130  -33.3127     0.984     0.000     0.000
    2.150  -33.3124     0.984     0.000     0.000
    2.170  -33.3122     0.984     0.000     0.000
    2.189  -33.3120     0.984     0.000     0.000
    2.209  -33.3119     0.984     0.000     0.000
    2.209  -33.3119     0.984     0.000     0.000
    2.238  -33.3119     0.984     0.000     0.000
    2.266  -33.3120     0.982     0.000     0.000
    2.294  -33.3120     0.984     0.000     0.000
    2.322  -33.3121     0.984     0.000     0.000
    2.350  -33.3122     0.982     0.000     0.000
    2.379  -33.3123     0.984     0.000     0.000
    2.407  -33.3124     0.984     0.000     0.000
    2.435  -33.3125     0.982     0.000     0.000
    2.463  -33.3126     0.982     0.000     0.000
    2.492  -33.3127     0.982     0.000     0.000
    2.520  -33.3128     0.984     0.000     0.000
    2.548  -33.3130     0.984     0.000     0.000
    2.576  -33.3131     0.984     0.000     0.000
    2.604  -33.3132     0.984     0.000     0.000
    2.633  -33.3134     0.984     0.000     0.000
    2.661  -33.3133     0.986     0.000     0.000
    2.689  -33.3132     0.984     0.000     0.000
    2.717  -33.3131     0.984     0.000     0.000
    2.746  -33.3131     0.984     0.000     0.000
    2.746  -33.3131     0.984     0.000     0.000
    2.774  -33.3131     0.984     0.000     0.000
    2.802  -33.3131     0.984     0.000     0.000
    2.830  -33.3131     0.984     0.000     0.000
    2.859  -33.3130     0.984     0.000     0.000
    2.887  -33.3130     0.984     0.000     0.000
    2.915  -33.3130     0.984     0.000     0.000
    2.943  -33.3129     0.984     0.000     0.000
    2.971  -33.3128     0.984     0.000     0.000
    3.000  -33.3128     0.984     0.000     0.000
    3.028  -33.3127     0.984     0.000     0.000
    3.056  -33.3127     0.984     0.000     0.000
    3.084  -33.3126     0.986     0.000     0.000
    3.113  -33.3126     0.986     0.000     0.000
    3.141  -33.3125     0.986     0.000     0.000
    3.169  -33.3125     0.984     0.000     0.000
    3.197  -33.3124     0.984     0.000     0.000
    3.225  -33.3124     0.984     0.000     0.000
    3.254  -33.3124     0.984     0.000     0.000
    3.282  -33.3124     0.984     0.000     0.000
    3.282  -33.3124     0.984     0.000     0.000
    3.322  -33.3124     0.984     0.000     0.000
    3.362  -33.3125     0.984     0.000     0.000
    3.402  -33.3126     0.984     0.000     0.000
    3.442  -33.3127     0.986     0.000     0.000
    3.481  -33.3129     0.986     0.000     0.000
    3.521  -33.3131     0.982     0.000     0.000
    3.561  -33.3133     0.982     0.000     0.000
    3.601  -33.3135     0.982     0.000     0.000
    3.641  -33.3134     0.982     0.000     0.000
    3.681  -33.3132     0.982     0.000     0.000
    3.721  -33.3130     0.982     0.000     0.000
    3.761  -33.3128     0.986     0.000     0.000
    3.801  -33.3126     0.986     0.000     0.000
    3.841  -33.3124     0.984     0.000     0.000
    3.881  -33.3122     0.984     0.000     0.000
    3.920  -33.3121     0.984     0.000     0.000
    3.960  -33.3120     0.984     0.000     0.000
    4.000  -33.3119     0.984     0.000     0.000
    4.040  -33.3119     0.984     0.000     0.000
    4.040  -33.3092     0.982     0.000     0.000
    4.060  -33.3092     0.982     0.000     0.000
    4.080  -33.3092     0.982     0.000     0.000
    4.100  -33.3093     0.982     0.000     0.000
    4.120  -33.3094     0.982     0.000     0.000
    4.140  -33.3096     0.982     0.000     0.000
    4.160  -33.3097     0.982     0.000     0.000
    4.180  -33.3099     0.982     0.000     0.000
    4.200  -33.3102     0.982     0.000     0.000
    4.220  -33.3104     0.982     0.000     0.000
    4.239  -33.3107     0.982     0.000     0.000
    4.259  -33.3110     0.982     0.000     0.000
    4.279  -33.3113     0.982     0.000     0.000
    4.299  -33.3116     0.984     0.000     0.000
    4.319  -33.3119     0.984     0.000     0.000
    4.339  -33.3122     0.984     0.000     0.000
    4.359  -33.3125     0.984     0.000     0.000
    4.379  -33.3128     0.984     0.000     0.000
    4.399  -33.3130     0.984     0.000     0.000
    4.419  -33.3131     0.984     0.000     0.000
    4.419  -33.3086     0.982     0.000     0.000
    4.439  -33.3086     0.984     0.000     0.000
    4.459  -33.3086     0.984     0.000     0.000
    4.478  -33.3087     0.984     0.000     0.000
    4.498  -33.3088     0.982     0.000     0.000
    4.518  -33.3089     0.982     0.000     0.000
    4.538  -33.3091     0.984     0.000     0.000
    4.558  -33.3093     0.982     0.000     0.000
    4.578  -33.3095     0.982     0.000     0.000
    4.598  -33.3098     0.982     0.000     0.000
    4.618  -33.3100     0.984     0.000     0.000
    4.638  -33.3103     0.984     0.000     0.000
    4.658  -33.3106     0.984     0.000     0.000
    4.678  -33.3109     0.984     0.000     0.000
    4.698  -33.3112     0.984     0.000     0.000
    4.718  -33.3116     0.984     0.000     0.000
    4.737  -33.3119     0.984     0.000     0.000
    4.757  -33.3121     0.984     0.000     0.000
    4.777  -33.3123     0.984     0.000     0.000
    4.797  -33.3124     0.984     0.000     0.000
 
# Band-Index:   12
    4.797  -33.3124     0.984     0.000     0.000
    4.777  -33.3123     0.984     0.000     0.000
    4.757  -33.3121     0.984     0.000     0.000
    4.737  -33.3119     0.984     0.000     0.000
    4.718  -33.3116     0.984     0.000     0.000
    4.698  -33.3112     0.984     0.000     0.000
    4.678  -33.3109     0.984     0.000     0.000
    4.658  -33.3106     0.984     0.000     0.000
    4.638  -33.3103     0.984     0.000     0.000
    4.618  -33.3100     0.984     0.000     0.000
    4.598  -33.3098     0.982     0.000     0.000
    4.578  -33.3095     0.982     0.000     0.000
    4.558  -33.3093     0.982     0.000     0.000
    4.538  -33.3091     0.984     0.000     0.000
    4.518  -33.3089     0.982     0.000     0.000
    4.498  -33.3088     0.982     0.000     0.000
    4.478  -33.3087     0.984     0.000     0.000
    4.459  -33.3086     0.984     0.000     0.000
    4.439  -33.3086     0.984     0.000     0.000
    4.419  -33.3086     0.982     0.000     0.000
    4.419  -33.3117     0.982     0.000     0.000
    4.399  -33.3116     0.982     0.000     0.000
    4.379  -33.3114     0.982     0.000     0.000
    4.359  -33.3112     0.984     0.000     0.000
    4.339  -33.3109     0.984     0.000     0.000
    4.319  -33.3105     0.984     0.000     0.000
    4.299  -33.3102     0.984     0.000     0.000
    4.279  -33.3099     0.984     0.000     0.000
    4.259  -33.3096     0.984     0.000     0.000
    4.239  -33.3093     0.984     0.000     0.000
    4.220  -33.3090     0.984     0.000     0.000
    4.200  -33.3088     0.984     0.000     0.000
    4.180  -33.3086     0.984     0.000     0.000
    4.160  -33.3084     0.984     0.000     0.000
    4.140  -33.3082     0.984     0.000     0.000
    4.120  -33.3081     0.984     0.000     0.000
    4.100  -33.3079     0.984     0.000     0.000
    4.080  -33.3079     0.984     0.000     0.000
    4.060  -33.3078     0.984     0.000     0.000
    4.040  -33.3078     0.984     0.000     0.000
    4.040  -33.3098     0.984     0.000     0.000
    4.000  -33.3098     0.984     0.000     0.000
    3.960  -33.3099     0.984     0.000     0.000
    3.920  -33.3100     0.984     0.000     0.000
    3.881  -33.3102     0.984     0.000     0.000
    3.841  -33.3103     0.984     0.000     0.000
    3.801  -33.3105     0.986     0.000     0.000
    3.761  -33.3107     0.986     0.000     0.000
    3.721  -33.3110     0.982     0.000     0.000
    3.681  -33.3112     0.982     0.000     0.000
    3.641  -33.3114     0.982     0.000     0.000
    3.601  -33.3116     0.982     0.000     0.000
    3.561  -33.3117     0.982     0.000     0.000
    3.521  -33.3119     0.982     0.000     0.000
    3.481  -33.3121     0.982     0.000     0.000
    3.442  -33.3122     0.984     0.000     0.000
    3.402  -33.3123     0.984     0.000     0.000
    3.362  -33.3123     0.984     0.000     0.000
    3.322  -33.3124     0.984     0.000     0.000
    3.282  -33.3124     0.984     0.000     0.000
    3.282  -33.3124     0.984     0.000     0.000
    3.254  -33.3124     0.984     0.000     0.000
    3.225  -33.3124     0.984     0.000     0.000
    3.197  -33.3124     0.984     0.000     0.000
    3.169  -33.3124     0.984     0.000     0.000
    3.141  -33.3124     0.984     0.000     0.000
    3.113  -33.3123     0.984     0.000     0.000
    3.084  -33.3123     0.984     0.000     0.000
    3.056  -33.3123     0.984     0.000     0.000
    3.028  -33.3122     0.984     0.000     0.000
    3.000  -33.3122     0.984     0.000     0.000
    2.971  -33.3121     0.984     0.000     0.000
    2.943  -33.3120     0.984     0.000     0.000
    2.915  -33.3120     0.984     0.000     0.000
    2.887  -33.3119     0.984     0.000     0.000
    2.859  -33.3118     0.982     0.000     0.000
    2.830  -33.3118     0.982     0.000     0.000
    2.802  -33.3118     0.982     0.000     0.000
    2.774  -33.3117     0.982     0.000     0.000
    2.746  -33.3117     0.982     0.000     0.000
    2.746  -33.3117     0.982     0.000     0.000
    2.717  -33.3117     0.982     0.000     0.000
    2.689  -33.3116     0.982     0.000     0.000
    2.661  -33.3115     0.982     0.000     0.000
    2.633  -33.3114     0.982     0.000     0.000
    2.604  -33.3112     0.984     0.000     0.000
    2.576  -33.3111     0.984     0.000     0.000
    2.548  -33.3109     0.984     0.000     0.000
    2.520  -33.3108     0.984     0.000     0.000
    2.492  -33.3107     0.984     0.000     0.000
    2.463  -33.3105     0.984     0.000     0.000
    2.435  -33.3104     0.984     0.000     0.000
    2.407  -33.3103     0.982     0.000     0.000
    2.379  -33.3102     0.984     0.000     0.000
    2.350  -33.3101     0.984     0.000     0.000
    2.322  -33.3100     0.984     0.000     0.000
    2.294  -33.3099     0.984     0.000     0.000
    2.266  -33.3099     0.984     0.000     0.000
    2.238  -33.3098     0.984     0.000     0.000
    2.209  -33.3098     0.984     0.000     0.000
    2.209  -33.3098     0.984     0.000     0.000
    2.189  -33.3098     0.984     0.000     0.000
    2.170  -33.3096     0.984     0.000     0.000
    2.150  -33.3094     0.984     0.000     0.000
    2.130  -33.3091     0.984     0.000     0.000
    2.110  -33.3088     0.984     0.000     0.000
    2.090  -33.3085     0.984     0.000     0.000
    2.070  -33.3082     0.984     0.000     0.000
    2.050  -33.3079     0.984     0.000     0.000
    2.030  -33.3077     0.984     0.000     0.000
    2.010  -33.3074     0.984     0.000     0.000
    1.990  -33.3072     0.984     0.000     0.000
    1.970  -33.3070     0.984     0.000     0.000
    1.950  -33.3068     0.984     0.000     0.000
    1.930  -33.3067     0.984     0.000     0.000
    1.911  -33.3065     0.984     0.000     0.000
    1.891  -33.3064     0.984     0.000     0.000
    1.871  -33.3064     0.984     0.000     0.000
    1.851  -33.3063     0.984     0.000     0.000
    1.831  -33.3063     0.984     0.000     0.000
    1.831  -33.3063     0.984     0.000     0.000
    1.791  -33.3063     0.984     0.000     0.000
    1.751  -33.3064     0.984     0.000     0.000
    1.711  -33.3065     0.984     0.000     0.000
    1.671  -33.3066     0.984     0.000     0.000
    1.631  -33.3068     0.984     0.000     0.000
    1.591  -33.3069     0.986     0.000     0.000
    1.551  -33.3071     0.986     0.000     0.000
    1.512  -33.3073     0.986     0.000     0.000
    1.472  -33.3075     0.982     0.000     0.000
    1.432  -33.3077     0.982     0.000     0.000
    1.392  -33.3078     0.982     0.000     0.000
    1.352  -33.3080     0.982     0.000     0.000
    1.312  -33.3081     0.982     0.000     0.000
    1.272  -33.3083     0.982     0.000     0.000
    1.232  -33.3084     0.982     0.000     0.000
    1.192  -33.3084     0.982     0.000     0.000
    1.152  -33.3085     0.982     0.000     0.000
    1.112  -33.3085     0.982     0.000     0.000
    1.072  -33.3086     0.982     0.000     0.000
    1.072  -33.3086     0.984     0.000     0.000
    1.044  -33.3086     0.982     0.000     0.000
    1.016  -33.3085     0.982     0.000     0.000
    0.988  -33.3085     0.982     0.000     0.000
    0.960  -33.3085     0.984     0.000     0.000
    0.931  -33.3085     0.984     0.000     0.000
    0.903  -33.3085     0.984     0.000     0.000
    0.875  -33.3084     0.984     0.000     0.000
    0.847  -33.3084     0.984     0.000     0.000
    0.818  -33.3083     0.982     0.000     0.000
    0.790  -33.3083     0.982     0.000     0.000
    0.762  -33.3082     0.982     0.000     0.000
    0.734  -33.3081     0.982     0.000     0.000
    0.706  -33.3081     0.984     0.000     0.000
    0.677  -33.3080     0.984     0.000     0.000
    0.649  -33.3079     0.984     0.000     0.000
    0.621  -33.3079     0.984     0.000     0.000
    0.593  -33.3078     0.984     0.000     0.000
    0.564  -33.3078     0.984     0.000     0.000
    0.536  -33.3078     0.984     0.000     0.000
    0.536  -33.3078     0.984     0.000     0.000
    0.508  -33.3078     0.984     0.000     0.000
    0.480  -33.3077     0.986     0.000     0.000
    0.452  -33.3077     0.984     0.000     0.000
    0.423  -33.3076     0.984     0.000     0.000
    0.395  -33.3075     0.984     0.000     0.000
    0.367  -33.3074     0.986     0.000     0.000
    0.339  -33.3072     0.984     0.000     0.000
    0.310  -33.3071     0.984     0.000     0.000
    0.282  -33.3070     0.986     0.000     0.000
    0.254  -33.3069     0.984     0.000     0.000
    0.226  -33.3068     0.984     0.000     0.000
    0.198  -33.3067     0.982     0.000     0.000
    0.169  -33.3066     0.984     0.000     0.000
    0.141  -33.3065     0.984     0.000     0.000
    0.113  -33.3065     0.984     0.000     0.000
    0.085  -33.3064     0.984     0.000     0.000
    0.056  -33.3063     0.984     0.000     0.000
    0.028  -33.3063     0.984     0.000     0.000
    0.000  -33.3063     0.984     0.000     0.000
 
# Band-Index:   13
    0.000  -33.2098     0.978     0.000     0.000
    0.028  -33.2098     0.978     0.000     0.000
    0.056  -33.2097     0.978     0.000     0.000
    0.085  -33.2095     0.980     0.000     0.000
    0.113  -33.2092     0.978     0.000     0.000
    0.141  -33.2089     0.980     0.000     0.000
    0.169  -33.2085     0.978     0.000     0.000
    0.198  -33.2081     0.978     0.000     0.000
    0.226  -33.2076     0.978     0.000     0.000
    0.254  -33.2072     0.980     0.000     0.000
    0.282  -33.2066     0.980     0.000     0.000
    0.310  -33.2061     0.978     0.000     0.000
    0.339  -33.2056     0.980     0.000     0.000
    0.367  -33.2052     0.980     0.000     0.000
    0.395  -33.2047     0.982     0.000     0.000
    0.423  -33.2044     0.980     0.000     0.000
    0.452  -33.2041     0.980     0.000     0.000
    0.480  -33.2038     0.980     0.000     0.000
    0.508  -33.2037     0.978     0.000     0.000
    0.536  -33.2036     0.980     0.000     0.000
    0.536  -33.2036     0.980     0.000     0.000
    0.564  -33.2033     0.980     0.000     0.000
    0.593  -33.2022     0.980     0.000     0.000
    0.621  -33.2005     0.978     0.000     0.000
    0.649  -33.1982     0.980     0.000     0.000
    0.677  -33.1953     0.980     0.000     0.000
    0.706  -33.1918     0.980     0.000     0.000
    0.734  -33.1879     0.980     0.000     0.000
    0.762  -33.1837     0.980     0.000     0.000
    0.790  -33.1792     0.982     0.000     0.000
    0.818  -33.1746     0.980     0.000     0.000
    0.847  -33.1701     0.982     0.000     0.000
    0.875  -33.1657     0.982     0.000     0.000
    0.903  -33.1619     0.980     0.000     0.000
    0.931  -33.1586     0.984     0.000     0.000
    0.960  -33.1560     0.982     0.000     0.000
    0.988  -33.1542     0.982     0.000     0.000
    1.016  -33.1530     0.982     0.000     0.000
    1.044  -33.1524     0.984     0.000     0.000
    1.072  -33.1522     0.982     0.000     0.000
    1.072  -33.1522     0.982     0.000     0.000
    1.112  -33.1526     0.982     0.000     0.000
    1.152  -33.1538     0.982     0.000     0.000
    1.192  -33.1557     0.982     0.000     0.000
    1.232  -33.1584     0.982     0.000     0.000
    1.272  -33.1617     0.982     0.000     0.000
    1.312  -33.1655     0.982     0.000     0.000
    1.352  -33.1697     0.978     0.000     0.000
    1.392  -33.1743     0.982     0.000     0.000
    1.432  -33.1790     0.980     0.000     0.000
    1.472  -33.1838     0.982     0.000     0.000
    1.512  -33.1885     0.978     0.000     0.000
    1.551  -33.1929     0.980     0.000     0.000
    1.591  -33.1971     0.980     0.000     0.000
    1.631  -33.2008     0.978     0.000     0.000
    1.671  -33.2039     0.980     0.000     0.000
    1.711  -33.2064     0.978     0.000     0.000
    1.751  -33.2083     0.982     0.000     0.000
    1.791  -33.2094     0.978     0.000     0.000
    1.831  -33.2098     0.976     0.000     0.000
    1.831  -33.2098     0.978     0.000     0.000
    1.851  -33.2098     0.978     0.000     0.000
    1.871  -33.2098     0.978     0.000     0.000
    1.891  -33.2098     0.978     0.000     0.000
    1.911  -33.2098     0.978     0.000     0.000
    1.930  -33.2097     0.978     0.000     0.000
    1.950  -33.2097     0.978     0.000     0.000
    1.970  -33.2097     0.978     0.000     0.000
    1.990  -33.2096     0.978     0.000     0.000
    2.010  -33.2096     0.978     0.000     0.000
    2.030  -33.2095     0.978     0.000     0.000
    2.050  -33.2095     0.978     0.000     0.000
    2.070  -33.2094     0.978     0.000     0.000
    2.090  -33.2094     0.978     0.000     0.000
    2.110  -33.2093     0.978     0.000     0.000
    2.130  -33.2093     0.978     0.000     0.000
    2.150  -33.2093     0.978     0.000     0.000
    2.170  -33.2092     0.980     0.000     0.000
    2.189  -33.2092     0.980     0.000     0.000
    2.209  -33.2092     0.980     0.000     0.000
    2.209  -33.2092     0.980     0.000     0.000
    2.238  -33.2092     0.980     0.000     0.000
    2.266  -33.2091     0.980     0.000     0.000
    2.294  -33.2089     0.978     0.000     0.000
    2.322  -33.2086     0.980     0.000     0.000
    2.350  -33.2083     0.978     0.000     0.000
    2.379  -33.2079     0.980     0.000     0.000
    2.407  -33.2075     0.980     0.000     0.000
    2.435  -33.2071     0.978     0.000     0.000
    2.463  -33.2066     0.978     0.000     0.000
    2.492  -33.2061     0.978     0.000     0.000
    2.520  -33.2056     0.980     0.000     0.000
    2.548  -33.2051     0.978     0.000     0.000
    2.576  -33.2046     0.976     0.000     0.000
    2.604  -33.2042     0.980     0.000     0.000
    2.633  -33.2038     0.980     0.000     0.000
    2.661  -33.2035     0.980     0.000     0.000
    2.689  -33.2033     0.978     0.000     0.000
    2.717  -33.2032     0.978     0.000     0.000
    2.746  -33.2031     0.980     0.000     0.000
    2.746  -33.2031     0.980     0.000     0.000
    2.774  -33.2028     0.980     0.000     0.000
    2.802  -33.2017     0.980     0.000     0.000
    2.830  -33.2000     0.978     0.000     0.000
    2.859  -33.1977     0.980     0.000     0.000
    2.887  -33.1947     0.980     0.000     0.000
    2.915  -33.1912     0.980     0.000     0.000
    2.943  -33.1873     0.980     0.000     0.000
    2.971  -33.1831     0.980     0.000     0.000
    3.000  -33.1785     0.982     0.000     0.000
    3.028  -33.1739     0.982     0.000     0.000
    3.056  -33.1693     0.982     0.000     0.000
    3.084  -33.1650     0.982     0.000     0.000
    3.113  -33.1610     0.982     0.000     0.000
    3.141  -33.1577     0.982     0.000     0.000
    3.169  -33.1550     0.982     0.000     0.000
    3.197  -33.1532     0.984     0.000     0.000
    3.225  -33.1520     0.982     0.000     0.000
    3.254  -33.1513     0.982     0.000     0.000
    3.282  -33.1511     0.982     0.000     0.000
    3.282  -33.1511     0.982     0.000     0.000
    3.322  -33.1515     0.982     0.000     0.000
    3.362  -33.1527     0.982     0.000     0.000
    3.402  -33.1547     0.982     0.000     0.000
    3.442  -33.1574     0.984     0.000     0.000
    3.481  -33.1608     0.982     0.000     0.000
    3.521  -33.1646     0.980     0.000     0.000
    3.561  -33.1689     0.982     0.000     0.000
    3.601  -33.1735     0.980     0.000     0.000
    3.641  -33.1783     0.982     0.000     0.000
    3.681  -33.1831     0.980     0.000     0.000
    3.721  -33.1878     0.978     0.000     0.000
    3.761  -33.1923     0.978     0.000     0.000
    3.801  -33.1964     0.980     0.000     0.000
    3.841  -33.2001     0.978     0.000     0.000
    3.881  -33.2033     0.980     0.000     0.000
    3.920  -33.2058     0.978     0.000     0.000
    3.960  -33.2077     0.980     0.000     0.000
    4.000  -33.2088     0.978     0.000     0.000
    4.040  -33.2092     0.978     0.000     0.000
    4.040  -33.2036     0.980     0.000     0.000
    4.060  -33.2036     0.980     0.000     0.000
    4.080  -33.2036     0.980     0.000     0.000
    4.100  -33.2036     0.980     0.000     0.000
    4.120  -33.2036     0.980     0.000     0.000
    4.140  -33.2036     0.980     0.000     0.000
    4.160  -33.2035     0.980     0.000     0.000
    4.180  -33.2035     0.980     0.000     0.000
    4.200  -33.2035     0.980     0.000     0.000
    4.220  -33.2034     0.980     0.000     0.000
    4.239  -33.2034     0.980     0.000     0.000
    4.259  -33.2034     0.980     0.000     0.000
    4.279  -33.2033     0.980     0.000     0.000
    4.299  -33.2033     0.980     0.000     0.000
    4.319  -33.2032     0.980     0.000     0.000
    4.339  -33.2032     0.980     0.000     0.000
