#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS: 180 128
# Band-Index:    1
   3.88057    -56.923820  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.92049    -56.923996  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.96040    -56.924124  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.00032    -56.924205  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.04023    -56.924229  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.04023    -56.921357  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.06015    -56.921358  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.08007    -56.921356  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.09999    -56.921352  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.11991    -56.921349  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.13984    -56.921344  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.15976    -56.921339  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.17968    -56.921333  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.19960    -56.921325  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.21952    -56.921318  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.23944    -56.921308  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.25936    -56.921298  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.27928    -56.921287  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.29920    -56.921276  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.31912    -56.921267  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.33904    -56.921257  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.35896    -56.921247  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.37888    -56.921240  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.39880    -56.921235  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.41872    -56.921233  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.41872    -56.920441  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.43865    -56.920440  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.45857    -56.920434  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.47849    -56.920431  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.49841    -56.920427  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.51833    -56.920423  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.53825    -56.920418  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.55817    -56.920410  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.57809    -56.920402  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.59801    -56.920394  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.61793    -56.920386  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.63785    -56.920375  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.65777    -56.920367  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.67769    -56.920357  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.69761    -56.920344  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.71753    -56.920336  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.73746    -56.920329  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.75738    -56.920322  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.77730    -56.920315  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.79722    -56.920315  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 
# Band-Index:    2
   4.79722    -56.920315  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.77730    -56.920315  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.75738    -56.920322  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.73746    -56.920329  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.71753    -56.920336  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.69761    -56.920344  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.67769    -56.920357  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.65777    -56.920367  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.63785    -56.920375  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.61793    -56.920386  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.59801    -56.920394  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.57809    -56.920402  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.55817    -56.920410  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.53825    -56.920418  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.51833    -56.920423  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.49841    -56.920427  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.47849    -56.920431  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.45857    -56.920434  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.43865    -56.920440  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.41872    -56.920441  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.41872    -56.921188  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.39880    -56.921191  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.37888    -56.921196  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.35896    -56.921205  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.33904    -56.921216  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.31912    -56.921227  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.29920    -56.921237  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.27928    -56.921249  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.25936    -56.921260  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.23944    -56.921270  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.21952    -56.921281  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.19960    -56.921289  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.17968    -56.921297  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.15976    -56.921304  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.13984    -56.921309  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.11991    -56.921314  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.09999    -56.921317  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.08007    -56.921321  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.06015    -56.921323  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.04023    -56.921323  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.04023    -56.924157  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   4.00032    -56.924132  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.96040    -56.924051  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.92049    -56.923922  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.88057    -56.923746  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.84066    -56.923528  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.80075    -56.923272  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.76083    -56.922985  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.72092    -56.922678  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.68100    -56.922357  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.64109    -56.922031  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.60117    -56.921711  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.56126    -56.921402  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.52135    -56.921115  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.48143    -56.920856  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.44152    -56.920634  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.40160    -56.920454  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.36169    -56.920321  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.32178    -56.920312  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.28186    -56.920315  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.28186    -56.920315  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.25364    -56.920320  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.22541    -56.920338  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.19719    -56.920367  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.16897    -56.920406  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.14074    -56.920456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.11252    -56.920513  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.08430    -56.920576  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.05607    -56.920645  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   3.02785    -56.920715  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.99962    -56.920788  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.97140    -56.920858  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.94318    -56.920927  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.91495    -56.920990  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.88673    -56.921047  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.85851    -56.921095  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.83028    -56.921134  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.80206    -56.921165  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.77384    -56.921182  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.74561    -56.921188  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.74561    -56.921188  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.71739    -56.921303  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.68916    -56.921498  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.66094    -56.921701  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.63272    -56.921913  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.60449    -56.922128  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
