  #K-Path    Energy        Ti        Ga        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    1.693    5.9283     0.716     0.012     0.009
    1.734    5.8710     0.728     0.012     0.007
    1.776    5.8313     0.732     0.013     0.004
    1.817    5.8061     0.736     0.014     0.002
    1.859    5.7924     0.736     0.014     0.000
    1.900    5.7881     0.732     0.015     0.000
    1.900    5.7881     0.736     0.015     0.000
    1.920    5.7883     0.732     0.015     0.000
    1.941    5.7890     0.732     0.015     0.000
    1.961    5.7906     0.728     0.016     0.000
    1.982    5.7940     0.720     0.017     0.000
    2.002    5.8026     0.696     0.021     0.007
    2.022    5.8320     0.608     0.029     0.027
    2.043    5.9226     0.488     0.036     0.063
    2.063    6.0580     0.456     0.034     0.074
    2.083    6.1756     0.608     0.011     0.000
    2.104    6.1044     0.600     0.011     0.000
    2.124    6.0266     0.592     0.011     0.000
    2.145    5.9427     0.584     0.012     0.000
    2.165    5.8530     0.576     0.012     0.000
    2.185    5.7630     0.704     0.014     0.000
    2.206    5.7623     0.700     0.014     0.000
    2.226    5.7617     0.692     0.015     0.000
    2.247    5.7612     0.688     0.015     0.000
    2.267    5.7608     0.688     0.015     0.000
    2.287    5.7607     0.688     0.015     0.000
    2.287    5.7607     0.684     0.015     0.000
    2.317    5.7800     0.680     0.015     0.001
    2.346    5.8358     0.664     0.016     0.006
    2.375    5.9229     0.640     0.017     0.009
    2.405    6.0355     0.608     0.018     0.011
    2.434    6.1681     0.576     0.019     0.017
    2.463    6.3164     0.552     0.020     0.018
    2.492    6.4763     0.520     0.020     0.022
    2.522    6.6382     0.480     0.020     0.031
    2.551    6.6301     0.248     0.097     0.125
    2.580    6.3724     0.232     0.108     0.144
    2.610    6.1121     0.248     0.104     0.147
    2.639    6.0495     0.568     0.025     0.004
    2.668    6.1134     0.520     0.027     0.004
    2.697    6.1820     0.488     0.030     0.004
    2.727    6.2457     0.480     0.032     0.003
    2.756    6.2964     0.488     0.033     0.001
    2.785    6.3311     0.504     0.035     0.000
    2.815    6.3506     0.512     0.036     0.000
    2.844    6.3568     0.512     0.036     0.000
    2.844    6.3568     0.512     0.036     0.000
    2.873    6.3506     0.488     0.035     0.019
    2.902    6.3328     0.416     0.034     0.063
    2.932    6.3054     0.344     0.032     0.111
    2.961    6.2703     0.280     0.029     0.153
    2.990    6.2290     0.240     0.025     0.186
    3.020    6.1828     0.216     0.022     0.207
    3.049    6.1328     0.208     0.019     0.221
    3.078    6.0802     0.216     0.015     0.232
    3.107    6.0264     0.216     0.013     0.239
    3.137    5.9725     0.232     0.010     0.242
    3.166    5.9200     0.240     0.008     0.245
    3.195    5.8772     0.240     0.091     0.224
    3.225    5.8423     0.248     0.085     0.227
    3.254    5.8134     0.264     0.079     0.231
    3.283    5.7933     0.272     0.073     0.235
    3.313    5.7850     0.280     0.067     0.237
    3.342    5.7912     0.288     0.061     0.240
    3.371    5.8098     0.296     0.057     0.239
    3.400    5.8536     0.296     0.000     0.264
    3.400    5.8536     0.296     0.000     0.264
    3.442    5.9011     0.292     0.057     0.234
    3.483    6.0994     0.276     0.060     0.226
    3.525    6.3555     0.256     0.000     0.251
    3.566    6.5799     0.272     0.001     0.264
    3.607    6.7721     0.264     0.001     0.262
    3.649    6.9689     0.256     0.001     0.261
    3.690    7.1696     0.244     0.001     0.258
    3.732    7.3717     0.244     0.001     0.251
    3.773    7.3640     0.456     0.003     0.052
    3.815    7.0880     0.472     0.004     0.048
    3.856    6.8536     0.436     0.026     0.068
    3.897    6.6782     0.516     0.028     0.026
    3.939    6.4547     0.544     0.027     0.021
    3.980    6.2561     0.572     0.025     0.018
    4.022    6.0860     0.604     0.022     0.012
    4.063    5.9479     0.636     0.020     0.008
    4.105    5.8455     0.660     0.017     0.005
    4.146    5.7822     0.680     0.016     0.001
    4.187    5.7607     0.688     0.015     0.000
    4.187    6.6580     0.160     0.025     0.251
    4.208    6.6599     0.160     0.025     0.249
    4.228    6.6656     0.168     0.026     0.241
    4.249    6.6745     0.192     0.029     0.233
    4.269    6.6837     0.232     0.037     0.206
    4.289    6.6759     0.328     0.065     0.161
    4.310    6.6277     0.368     0.071     0.145
    4.330    6.6186     0.336     0.048     0.151
    4.350    6.6546     0.264     0.038     0.182
    4.371    6.6968     0.216     0.033     0.210
    4.391    6.7355     0.192     0.030     0.227
    4.412    6.7712     0.184     0.027     0.235
    4.432    6.8049     0.184     0.024     0.237
    4.452    6.7460     0.176     0.110     0.194
    4.473    6.7259     0.448     0.027     0.000
    4.493    6.6175     0.464     0.028     0.000
    4.514    6.5201     0.480     0.029     0.000
    4.534    6.4380     0.496     0.032     0.000
    4.554    6.3792     0.512     0.034     0.000
    4.575    6.3568     0.512     0.036     0.000
    4.575    5.7836     0.380     0.004     0.213
    4.595    5.7812     0.372     0.002     0.219
    4.616    5.7689     0.264     0.006     0.276
    4.636    5.7699     0.316     0.002     0.263
    4.656    5.7684     0.292     0.007     0.278
    4.677    5.7745     0.276     0.002     0.271
    4.697    5.7893     0.276     0.001     0.252
    4.717    5.7889     0.280     0.000     0.279
    4.738    5.7968     0.280     0.000     0.280
    4.758    5.8045     0.280     0.000     0.278
    4.779    5.8120     0.280     0.000     0.277
    4.799    5.8192     0.280     0.000     0.276
    4.819    5.8262     0.288     0.000     0.273
    4.840    5.8327     0.288     0.000     0.273
    4.860    5.8385     0.288     0.000     0.269
    4.881    5.8437     0.288     0.000     0.268
    4.901    5.8479     0.288     0.000     0.267
    4.921    5.8510     0.288     0.000     0.265
    4.942    5.8529     0.296     0.000     0.263
    4.962    5.8536     0.296     0.000     0.264
 
# Band-Index:  106
    4.962    5.8565     0.296     0.000     0.264
    4.942    5.8562     0.296     0.000     0.264
    4.921    5.8554     0.296     0.000     0.264
    4.901    5.8540     0.296     0.000     0.264
    4.881    5.8520     0.288     0.000     0.264
    4.860    5.8494     0.288     0.000     0.264
    4.840    5.8462     0.288     0.001     0.265
    4.819    5.8424     0.288     0.001     0.263
    4.799    5.8380     0.288     0.001     0.264
    4.779    5.8329     0.288     0.002     0.265
    4.758    5.8271     0.288     0.002     0.264
    4.738    5.8177     0.284     0.005     0.243
    4.717    5.8047     0.280     0.003     0.246
    4.697    5.7893     0.276     0.001     0.252
    4.677    5.7745     0.276     0.002     0.271
    4.656    5.7684     0.292     0.007     0.278
    4.636    5.7699     0.316     0.002     0.263
    4.616    5.7753     0.348     0.000     0.239
    4.595    5.7812     0.372     0.002     0.219
    4.575    5.7836     0.380     0.004     0.213
    4.575    6.8877     0.240     0.156     0.140
    4.554    6.8794     0.232     0.146     0.147
    4.534    6.8592     0.224     0.132     0.161
    4.514    6.8334     0.208     0.122     0.171
    4.493    6.8051     0.200     0.115     0.180
    4.473    6.7757     0.184     0.112     0.187
    4.452    6.8374     0.184     0.022     0.238
    4.432    6.8070     0.448     0.004     0.001
    4.412    6.9333     0.432     0.004     0.001
    4.391    7.0191     0.432     0.007     0.060
    4.371    6.8851     0.448     0.005     0.060
    4.350    6.7583     0.456     0.004     0.062
    4.330    6.6411     0.464     0.001     0.069
    4.310    6.7180     0.296     0.000     0.253
    4.289    6.7977     0.192     0.046     0.271
    4.269    6.8825     0.240     0.085     0.243
    4.249    6.9943     0.264     0.102     0.228
    4.228    7.1030     0.272     0.112     0.218
    4.208    7.1900     0.280     0.122     0.207
    4.187    7.2267     0.288     0.128     0.196
    4.187    7.6380     0.376     0.119     0.187
    4.146    7.5472     0.396     0.022     0.172
    4.105    7.3880     0.424     0.028     0.144
    4.063    7.2279     0.444     0.034     0.127
    4.022    7.0857     0.456     0.040     0.112
    3.980    6.9839     0.460     0.023     0.122
    3.939    6.9201     0.440     0.013     0.117
    3.897    6.7683     0.232     0.005     0.131
    3.856    6.9189     0.500     0.013     0.034
    3.815    7.1767     0.384     0.012     0.070
    3.773    7.4340     0.264     0.001     0.111
    3.732    7.6337     0.372     0.010     0.112
    3.690    7.5596     0.192     0.059     0.212
    3.649    7.2801     0.204     0.046     0.235
    3.607    6.9742     0.220     0.001     0.246
    3.566    6.6505     0.240     0.000     0.247
    3.525    6.3564     0.256     0.001     0.251
    3.483    6.1043     0.276     0.001     0.255
    3.442    5.9235     0.288     0.000     0.262
    3.400    5.8565     0.296     0.000     0.264
    3.400    5.8565     0.296     0.000     0.264
    3.371    5.8543     0.296     0.062     0.233
    3.342    5.9461     0.288     0.079     0.221
    3.313    6.0913     0.280     0.103     0.207
    3.283    6.2799     0.264     0.126     0.190
    3.254    6.5020     0.248     0.148     0.178
    3.225    6.7492     0.240     0.166     0.167
    3.195    7.0152     0.224     0.182     0.157
    3.166    7.2952     0.216     0.196     0.150
    3.137    7.5837     0.200     0.210     0.139
    3.107    7.8645     0.224     0.218     0.117
    3.078    7.8080     0.488     0.029     0.048
    3.049    7.6200     0.488     0.039     0.049
    3.020    7.4454     0.472     0.052     0.053
    2.990    7.2872     0.456     0.068     0.061
    2.961    7.1496     0.416     0.088     0.074
    2.932    7.0373     0.360     0.111     0.094
    2.902    6.9546     0.304     0.133     0.115
    2.873    6.9044     0.256     0.149     0.133
    2.844    6.8877     0.240     0.156     0.140
    2.844    6.8877     0.240     0.156     0.140
    2.815    6.8473     0.280     0.130     0.142
    2.785    6.7902     0.336     0.105     0.137
    2.756    6.7439     0.368     0.005     0.175
    2.727    6.7237     0.400     0.009     0.162
    2.697    6.7267     0.432     0.013     0.151
    2.668    6.7476     0.448     0.017     0.142
    2.639    6.7817     0.464     0.022     0.137
    2.610    6.8246     0.472     0.027     0.132
    2.580    6.8654     0.472     0.032     0.116
    2.551    6.7523     0.448     0.027     0.045
    2.522    6.8026     0.208     0.003     0.156
    2.492    7.0498     0.208     0.003     0.156
    2.463    7.1510     0.448     0.040     0.134
    2.434    7.2320     0.440     0.034     0.142
    2.405    7.3168     0.432     0.030     0.148
    2.375    7.4059     0.424     0.026     0.156
    2.346    7.4991     0.408     0.023     0.167
    2.317    7.5936     0.384     0.018     0.190
    2.287    7.6380     0.376     0.119     0.187
    2.287    7.6380     0.376     0.119     0.187
    2.267    7.5708     0.360     0.074     0.216
    2.247    7.4885     0.412     0.030     0.064
    2.226    7.3254     0.416     0.030     0.066
    2.206    7.1623     0.420     0.029     0.068
    2.185    6.9996     0.424     0.030     0.068
    2.165    6.8379     0.424     0.030     0.071
    2.145    6.6773     0.428     0.030     0.072
    2.124    6.5181     0.436     0.031     0.073
    2.104    6.3610     0.440     0.032     0.074
    2.083    6.2068     0.440     0.033     0.074
    2.063    6.0580     0.456     0.034     0.074
    2.043    5.9226     0.488     0.036     0.063
    2.022    5.8320     0.608     0.029     0.027
    2.002    5.8026     0.696     0.021     0.007
    1.982    5.7940     0.720     0.017     0.000
    1.961    5.7906     0.728     0.016     0.000
    1.941    5.7890     0.732     0.015     0.000
    1.920    5.7883     0.732     0.015     0.000
    1.900    5.7881     0.736     0.015     0.000
    1.900    5.7881     0.732     0.015     0.000
    1.859    5.7926     0.732     0.015     0.000
    1.817    5.8068     0.732     0.014     0.002
    1.776    5.8323     0.728     0.014     0.004
    1.734    5.8719     0.720     0.013     0.006
    1.693    5.9292     0.704     0.013     0.008
    1.651    6.1311     0.336     0.035     0.120
    1.610    6.2601     0.536     0.026     0.093
    1.569    6.2577     0.476     0.044     0.095
    1.527    6.3959     0.624     0.020     0.019
    1.486    6.5744     0.532     0.046     0.051
    1.444    6.6800     0.312     0.044     0.123
    1.403    6.5499     0.336     0.043     0.125
    1.362    6.5209     0.384     0.003     0.116
    1.320    6.4586     0.304     0.001     0.172
    1.279    6.2800     0.244     0.008     0.220
    1.237    6.1109     0.404     0.029     0.149
    1.196    6.0141     0.424     0.019     0.153
    1.154    5.9202     0.420     0.006     0.173
    1.113    5.7836     0.380     0.004     0.213
    1.113    5.7836     0.384     0.004     0.212
    1.084    5.8490     0.328     0.014     0.226
    1.054    5.8906     0.296     0.022     0.238
    1.025    5.9565     0.256     0.020     0.249
    0.996    6.0517     0.248     0.015     0.247
    0.967    6.1602     0.272     0.012     0.229
    0.937    6.2568     0.328     0.011     0.193
    0.908    6.3195     0.392     0.010     0.151
    0.879    6.3458     0.448     0.010     0.118
    0.849    6.3505     0.464     0.017     0.110
    0.820    6.4464     0.264     0.033     0.238
    0.791    6.4888     0.600     0.002     0.019
    0.762    6.5497     0.264     0.018     0.223
    0.732    6.6906     0.264     0.028     0.225
    0.703    6.8436     0.264     0.035     0.227
    0.674    6.9830     0.352     0.101     0.156
    0.644    7.0757     0.336     0.109     0.167
    0.615    7.1536     0.312     0.118     0.179
    0.586    7.2072     0.296     0.125     0.190
    0.556    7.2267     0.288     0.128     0.196
    0.556    7.2267     0.288     0.128     0.196
    0.527    7.1631     0.320     0.052     0.209
    0.498    7.0370     0.096     0.057     0.246
    0.469    7.0065     0.224     0.076     0.236
    0.439    6.9184     0.208     0.075     0.244
    0.410    6.8292     0.184     0.074     0.248
    0.381    6.7291     0.288     0.020     0.082
    0.351    6.6406     0.544     0.011     0.032
    0.322    6.4882     0.576     0.013     0.024
    0.293    6.3805     0.360     0.030     0.101
    0.264    6.2312     0.632     0.011     0.017
    0.234    6.1265     0.656     0.011     0.017
    0.205    6.0373     0.680     0.010     0.011
    0.176    5.9632     0.704     0.010     0.010
    0.146    5.9035     0.720     0.010     0.008
    0.117    5.8575     0.736     0.011     0.004
    0.088    5.8245     0.744     0.012     0.004
    0.059    5.8031     0.744     0.013     0.000
    0.029    5.7916     0.736     0.014     0.000
    0.000    5.7881     0.736     0.015     0.000
 
# Band-Index:  107
    0.000    6.0087     0.000     0.084     0.289
    0.029    6.0142     0.000     0.084     0.288
    0.059    6.0304     0.008     0.083     0.288
    0.088    6.0572     0.008     0.082     0.286
    0.117    6.0939     0.024     0.081     0.285
    0.146    6.1399     0.032     0.080     0.282
    0.176    6.1945     0.040     0.079     0.280
    0.205    6.2384     0.512     0.028     0.108
    0.234    6.1405     0.344     0.040     0.159
    0.264    6.2572     0.336     0.024     0.000
    0.293    6.3809     0.472     0.025     0.081
    0.322    6.5648     0.128     0.076     0.261
    0.351    6.6510     0.288     0.039     0.109
    0.381    6.7399     0.168     0.074     0.251
    0.410    6.8642     0.288     0.015     0.081
    0.439    7.0023     0.296     0.012     0.086
    0.469    7.1173     0.264     0.010     0.118
    0.498    7.0924     0.248     0.080     0.230
    0.527    7.1735     0.272     0.091     0.219
    0.556    7.2598     0.344     0.048     0.137
    0.556    7.2598     0.344     0.048     0.137
    0.586    7.2541     0.344     0.049     0.140
    0.615    7.1999     0.320     0.000     0.230
    0.644    7.1030     0.344     0.000     0.207
    0.674    6.9948     0.368     0.000     0.190
    0.703    6.8820     0.392     0.000     0.176
    0.732    6.7675     0.408     0.000     0.164
    0.762    6.6527     0.424     0.000     0.155
    0.791    6.5385     0.440     0.000     0.146
    0.820    6.4602     0.424     0.016     0.134
    0.849    6.4438     0.416     0.015     0.141
    0.879    6.4116     0.384     0.016     0.162
    0.908    6.3507     0.328     0.018     0.193
    0.937    6.2609     0.296     0.018     0.221
    0.967    6.1626     0.296     0.016     0.230
    0.996    6.0764     0.320     0.014     0.226
    1.025    6.0062     0.344     0.017     0.217
    1.054    5.9437     0.352     0.023     0.214
    1.084    5.8676     0.328     0.033     0.224
    1.113    5.7897     0.472     0.000     0.148
    1.113    5.7897     0.472     0.000     0.148
    1.154    5.9581     0.308     0.048     0.226
    1.196    6.2016     0.296     0.054     0.221
    1.237    6.4688     0.272     0.055     0.222
    1.279    6.7471     0.292     0.033     0.215
    1.320    6.8114     0.464     0.012     0.109
    1.362    6.8521     0.436     0.021     0.116
    1.403    6.9003     0.396     0.034     0.124
    1.444    6.7259     0.564     0.001     0.024
    1.486    6.6186     0.328     0.033     0.192
    1.527    6.4652     0.552     0.018     0.008
    1.569    6.2684     0.604     0.018     0.012
    1.610    6.3317     0.136     0.047     0.175
    1.651    6.2751     0.556     0.027     0.086
    1.693    6.2527     0.064     0.076     0.277
    1.734    6.1717     0.040     0.079     0.281
    1.776    6.1034     0.024     0.080     0.284
    1.817    6.0517     0.008     0.082     0.286
    1.859    6.0196     0.000     0.083     0.287
    1.900    6.0087     0.000     0.084     0.289
    1.900    6.0087     0.000     0.084     0.289
    1.920    6.0242     0.008     0.083     0.288
    1.941    6.0680     0.032     0.083     0.285
    1.961    6.1338     0.064     0.082     0.279
    1.982    6.2147     0.104     0.082     0.271
    2.002    6.3050     0.144     0.081     0.258
    2.022    6.3476     0.632     0.010     0.000
    2.043    6.2974     0.624     0.011     0.000
    2.063    6.2400     0.616     0.011     0.000
    2.083    6.2068     0.440     0.033     0.074
    2.104    6.3610     0.440     0.032     0.074
    2.124    6.5181     0.436     0.031     0.073
    2.145    6.6773     0.428     0.030     0.072
    2.165    6.8379     0.424     0.030     0.071
    2.185    6.9996     0.424     0.030     0.068
    2.206    7.1623     0.420     0.029     0.068
    2.226    7.3254     0.416     0.030     0.066
    2.247    7.4885     0.412     0.030     0.064
    2.267    7.6490     0.408     0.032     0.061
    2.287    7.6584     0.360     0.009     0.247
    2.287    7.6584     0.360     0.009     0.247
    2.317    7.5973     0.384     0.102     0.173
    2.346    7.5161     0.408     0.083     0.158
    2.375    7.4273     0.416     0.070     0.149
    2.405    7.3391     0.432     0.062     0.145
    2.434    7.2539     0.440     0.054     0.141
    2.463    7.1719     0.448     0.047     0.140
    2.492    7.0700     0.448     0.059     0.121
    2.522    6.9157     0.240     0.127     0.123
    2.551    6.8163     0.472     0.026     0.039
    2.580    6.8852     0.472     0.033     0.118
    2.610    6.8385     0.472     0.043     0.126
    2.639    6.7953     0.464     0.049     0.124
    2.668    6.7621     0.456     0.057     0.124
    2.697    6.7416     0.432     0.065     0.123
    2.727    6.7371     0.408     0.076     0.126
    2.756    6.7524     0.376     0.089     0.132
    2.785    6.7924     0.320     0.003     0.191
    2.815    6.8730     0.272     0.001     0.209
    2.844    6.9796     0.224     0.000     0.228
    2.844    6.9796     0.224     0.000     0.228
    2.873    7.0031     0.248     0.002     0.212
    2.902    7.0474     0.288     0.001     0.195
    2.932    7.1158     0.344     0.001     0.162
    2.961    7.2132     0.400     0.001     0.131
    2.990    7.3376     0.440     0.001     0.105
    3.020    7.4851     0.472     0.001     0.085
    3.049    7.6516     0.480     0.000     0.072
    3.078    7.8336     0.488     0.000     0.069
    3.107    7.9106     0.224     0.000     0.195
    3.137    7.6678     0.224     0.000     0.222
    3.166    7.4149     0.232     0.000     0.234
    3.195    7.1630     0.240     0.000     0.240
    3.225    6.9183     0.248     0.000     0.245
    3.254    6.6853     0.256     0.000     0.250
    3.283    6.4684     0.264     0.000     0.254
    3.313    6.2715     0.272     0.000     0.258
    3.342    6.1008     0.280     0.000     0.262
    3.371    5.9618     0.288     0.000     0.263
    3.400    5.8603     0.292     0.000     0.263
    3.400    5.8603     0.296     0.000     0.264
    3.442    5.9273     0.288     0.000     0.259
    3.483    6.1054     0.276     0.000     0.255
    3.525    6.3662     0.256     0.063     0.222
    3.566    6.6525     0.236     0.002     0.249
    3.607    6.9761     0.220     0.003     0.245
    3.649    7.3158     0.200     0.001     0.246
    3.690    7.6642     0.180     0.009     0.241
    3.732    7.6425     0.412     0.005     0.070
    3.773    7.4676     0.464     0.013     0.035
    3.815    7.1835     0.484     0.013     0.033
    3.856    6.9222     0.476     0.026     0.034
    3.897    6.9367     0.404     0.006     0.115
    3.939    6.9524     0.432     0.058     0.089
    3.980    6.9850     0.456     0.048     0.102
    4.022    7.1045     0.452     0.035     0.126
    4.063    7.2557     0.444     0.048     0.132
    4.105    7.4154     0.420     0.065     0.143
    4.146    7.5613     0.396     0.090     0.164
    4.187    7.6584     0.360     0.009     0.247
    4.187    7.2598     0.344     0.048     0.137
    4.208    7.2562     0.344     0.039     0.138
    4.228    7.1952     0.304     0.000     0.241
    4.249    7.0923     0.296     0.000     0.249
    4.269    6.9736     0.296     0.001     0.253
    4.289    6.8472     0.296     0.001     0.255
    4.310    6.7893     0.200     0.017     0.244
    4.330    6.8277     0.264     0.015     0.198
    4.350    6.8909     0.328     0.017     0.152
    4.371    6.9717     0.368     0.021     0.120
    4.391    7.0568     0.376     0.023     0.108
    4.412    7.0935     0.408     0.025     0.000
    4.432    6.9658     0.424     0.026     0.000
    4.452    6.8426     0.432     0.026     0.000
    4.473    6.8689     0.192     0.020     0.236
    4.493    6.8992     0.200     0.017     0.233
    4.514    6.9276     0.208     0.013     0.231
    4.534    6.9529     0.216     0.009     0.228
    4.554    6.9720     0.224     0.003     0.229
    4.575    6.9796     0.224     0.000     0.228
    4.575    5.7897     0.472     0.000     0.148
    4.595    5.7844     0.472     0.000     0.148
    4.616    5.7753     0.348     0.000     0.239
    4.636    5.7770     0.272     0.006     0.275
    4.656    5.7863     0.272     0.006     0.270
    4.677    5.7958     0.280     0.005     0.269
    4.697    5.8048     0.280     0.004     0.269
    4.717    5.8047     0.280     0.003     0.246
    4.738    5.8177     0.284     0.005     0.243
    4.758    5.8285     0.284     0.007     0.242
    4.779    5.8371     0.284     0.007     0.245
    4.799    5.8440     0.292     0.008     0.245
    4.819    5.8493     0.292     0.007     0.246
    4.840    5.8534     0.292     0.007     0.249
    4.860    5.8563     0.292     0.006     0.252
    4.881    5.8582     0.292     0.005     0.256
    4.901    5.8594     0.296     0.003     0.258
    4.921    5.8600     0.292     0.002     0.261
    4.942    5.8602     0.296     0.001     0.262
    4.962    5.8603     0.296     0.000     0.263
 
# Band-Index:  108
    4.962    5.8603     0.296     0.000     0.263
    4.942    5.8602     0.296     0.001     0.262
    4.921    5.8600     0.292     0.002     0.261
    4.901    5.8594     0.296     0.003     0.258
    4.881    5.8582     0.292     0.005     0.256
    4.860    5.8563     0.292     0.006     0.252
    4.840    5.8534     0.292     0.007     0.249
    4.819    5.8493     0.292     0.007     0.246
    4.799    5.8440     0.292     0.008     0.245
    4.779    5.8371     0.284     0.007     0.245
    4.758    5.8285     0.284     0.007     0.242
    4.738    5.8205     0.280     0.003     0.265
    4.717    5.8130     0.280     0.003     0.265
    4.697    5.8308     0.448     0.027     0.156
    4.677    5.8864     0.448     0.027     0.160
    4.656    5.9340     0.448     0.028     0.160
    4.636    5.9299     0.248     0.019     0.285
    4.616    5.9096     0.248     0.018     0.291
    4.595    5.8958     0.240     0.017     0.295
    4.575    5.8909     0.240     0.017     0.297
    4.575    6.9945     0.232     0.001     0.227
    4.554    7.0020     0.232     0.010     0.219
    4.534    7.0199     0.248     0.025     0.206
    4.514    7.0420     0.256     0.035     0.195
    4.493    7.0653     0.264     0.041     0.187
    4.473    7.0883     0.272     0.046     0.180
    4.452    7.1106     0.280     0.048     0.177
    4.432    7.1314     0.288     0.050     0.172
    4.412    7.1256     0.360     0.026     0.121
    4.391    7.0617     0.424     0.003     0.001
    4.371    7.1880     0.312     0.050     0.163
    4.350    7.2032     0.312     0.050     0.161
    4.330    7.2167     0.320     0.050     0.159
    4.310    7.2285     0.320     0.050     0.157
    4.289    7.2386     0.328     0.050     0.156
    4.269    7.2469     0.328     0.050     0.156
    4.249    7.2536     0.328     0.050     0.155
    4.228    7.2588     0.328     0.049     0.164
    4.208    7.2755     0.280     0.010     0.267
    4.187    7.3011     0.288     0.000     0.264
    4.187    7.7669     0.412     0.040     0.053
    4.146    7.7804     0.412     0.041     0.052
    4.105    7.8202     0.416     0.042     0.051
    4.063    7.8448     0.116     0.000     0.108
    4.022    7.5601     0.128     0.001     0.124
    3.980    7.2805     0.148     0.001     0.132
    3.939    7.0126     0.168     0.001     0.140
    3.897    6.9752     0.196     0.097     0.131
    3.856    7.0431     0.364     0.006     0.108
    3.815    7.2353     0.380     0.021     0.076
    3.773    7.4862     0.392     0.030     0.075
    3.732    7.7106     0.196     0.004     0.123
    3.690    7.6647     0.184     0.001     0.245
    3.649    7.3167     0.196     0.004     0.243
    3.607    6.9954     0.228     0.028     0.252
    3.566    6.6721     0.232     0.067     0.221
    3.525    6.3927     0.280     0.000     0.264
    3.483    6.2099     0.284     0.000     0.264
    3.442    6.0317     0.292     0.000     0.263
    3.400    5.8603     0.296     0.000     0.264
    3.400    5.8603     0.292     0.000     0.263
    3.371    5.9619     0.288     0.000     0.262
    3.342    6.1015     0.288     0.000     0.260
    3.313    6.2720     0.280     0.000     0.257
    3.283    6.4685     0.264     0.000     0.255
    3.254    6.6865     0.256     0.000     0.251
    3.225    6.9207     0.248     0.000     0.246
    3.195    7.1667     0.240     0.000     0.242
    3.166    7.4193     0.232     0.000     0.233
    3.137    7.6717     0.224     0.000     0.220
    3.107    7.9117     0.224     0.000     0.201
    3.078    7.8686     0.472     0.038     0.068
    3.049    7.7072     0.480     0.024     0.076
    3.020    7.5547     0.472     0.024     0.088
    2.990    7.4190     0.448     0.028     0.103
    2.961    7.3040     0.408     0.033     0.123
    2.932    7.1757     0.376     0.013     0.138
    2.902    7.0708     0.312     0.006     0.176
    2.873    7.0075     0.248     0.001     0.217
    2.844    6.9945     0.232     0.001     0.227
    2.844    6.9945     0.232     0.001     0.227
    2.815    7.1320     0.184     0.001     0.240
    2.785    7.3028     0.152     0.003     0.250
    2.756    7.4879     0.160     0.108     0.194
    2.727    7.6668     0.416     0.004     0.072
    2.697    7.5863     0.448     0.006     0.072
    2.668    7.5339     0.384     0.012     0.024
    2.639    7.3345     0.408     0.011     0.026
    2.610    7.1343     0.432     0.011     0.028
    2.580    6.9426     0.456     0.014     0.042
    2.551    6.9541     0.464     0.029     0.137
    2.522    7.0285     0.424     0.016     0.157
    2.492    7.1063     0.424     0.041     0.138
    2.463    7.3189     0.152     0.003     0.147
    2.434    7.5745     0.136     0.002     0.134
    2.405    7.6864     0.432     0.039     0.051
    2.375    7.7194     0.424     0.039     0.052
    2.346    7.7450     0.416     0.040     0.054
    2.317    7.7613     0.408     0.040     0.054
    2.287    7.7669     0.408     0.040     0.054
    2.287    7.7669     0.408     0.040     0.053
    2.267    7.6490     0.408     0.032     0.061
    2.247    7.4900     0.344     0.073     0.219
    2.226    7.4040     0.328     0.075     0.219
    2.206    7.3127     0.320     0.077     0.211
    2.185    7.2153     0.328     0.079     0.194
    2.165    7.1117     0.344     0.076     0.167
    2.145    7.0042     0.368     0.070     0.145
    2.124    6.8968     0.392     0.066     0.133
    2.104    6.7920     0.392     0.065     0.136
    2.083    6.6911     0.376     0.067     0.150
    2.063    6.5932     0.328     0.072     0.174
    2.043    6.4965     0.264     0.077     0.210
    2.022    6.4000     0.200     0.080     0.240
    2.002    6.3903     0.632     0.010     0.000
    1.982    6.3832     0.568     0.016     0.083
    1.961    6.3421     0.584     0.017     0.078
    1.941    6.3128     0.592     0.017     0.074
    1.920    6.2952     0.592     0.018     0.073
    1.900    6.2893     0.600     0.018     0.073
    1.900    6.2893     0.600     0.018     0.073
    1.859    6.2889     0.596     0.018     0.073
    1.817    6.2877     0.592     0.019     0.073
    1.776    6.2856     0.592     0.019     0.077
    1.734    6.2826     0.584     0.020     0.078
    1.693    6.2785     0.576     0.022     0.080
    1.651    6.3414     0.092     0.074     0.271
    1.610    6.4308     0.124     0.071     0.262
    1.569    6.5124     0.168     0.068     0.252
    1.527    6.5763     0.216     0.062     0.240
    1.486    6.6911     0.528     0.017     0.006
    1.444    6.8034     0.564     0.016     0.033
    1.403    6.9639     0.540     0.001     0.028
    1.362    7.2238     0.516     0.001     0.028
    1.320    7.0365     0.380     0.024     0.129
    1.279    6.7997     0.460     0.035     0.099
    1.237    6.5983     0.260     0.004     0.273
    1.196    6.3296     0.268     0.005     0.276
    1.154    6.0721     0.280     0.007     0.277
    1.113    5.8909     0.240     0.017     0.297
    1.113    5.8909     0.240     0.017     0.297
    1.084    6.0249     0.296     0.006     0.263
    1.054    6.2396     0.344     0.050     0.201
    1.025    6.4458     0.304     0.058     0.208
    0.996    6.6717     0.288     0.059     0.210
    0.967    6.8428     0.480     0.007     0.095
