  #K-Path    Energy        Ti        Ga        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    2.873   -7.3537     0.096     0.020     0.212
    2.902   -7.3445     0.096     0.020     0.212
    2.932   -7.3293     0.096     0.020     0.212
    2.961   -7.3080     0.096     0.020     0.212
    2.990   -7.2806     0.096     0.020     0.212
    3.020   -7.2472     0.096     0.020     0.212
    3.049   -7.2079     0.096     0.020     0.212
    3.078   -7.1627     0.096     0.020     0.212
    3.107   -7.1115     0.096     0.020     0.212
    3.137   -7.0546     0.096     0.020     0.212
    3.166   -6.9920     0.104     0.020     0.212
    3.195   -6.9237     0.104     0.020     0.212
    3.225   -6.8499     0.104     0.021     0.211
    3.254   -6.7706     0.104     0.021     0.212
    3.283   -6.6860     0.104     0.021     0.212
    3.313   -6.5962     0.104     0.022     0.212
    3.342   -6.5015     0.104     0.023     0.211
    3.371   -6.4029     0.104     0.025     0.210
    3.400   -6.3222     0.104     0.039     0.202
    3.400   -6.3222     0.108     0.039     0.202
    3.442   -6.4766     0.104     0.001     0.218
    3.483   -6.6779     0.104     0.001     0.217
    3.525   -6.8701     0.100     0.001     0.217
    3.566   -7.0527     0.096     0.001     0.217
    3.607   -7.2253     0.096     0.001     0.217
    3.649   -7.3875     0.096     0.001     0.217
    3.690   -7.5390     0.096     0.001     0.220
    3.732   -7.6796     0.096     0.001     0.219
    3.773   -7.8089     0.096     0.001     0.219
    3.815   -7.9267     0.096     0.001     0.219
    3.856   -8.0327     0.096     0.002     0.219
    3.897   -8.1269     0.096     0.002     0.219
    3.939   -8.2088     0.096     0.002     0.216
    3.980   -8.2785     0.096     0.002     0.216
    4.022   -8.3357     0.096     0.002     0.215
    4.063   -8.3803     0.096     0.002     0.215
    4.105   -8.4122     0.096     0.002     0.215
    4.146   -8.4314     0.096     0.002     0.215
    4.187   -8.4378     0.096     0.002     0.215
    4.187   -7.8034     0.104     0.010     0.203
    4.208   -7.8020     0.104     0.010     0.203
    4.228   -7.7979     0.104     0.010     0.204
    4.249   -7.7909     0.104     0.010     0.204
    4.269   -7.7813     0.104     0.010     0.204
    4.289   -7.7688     0.104     0.010     0.204
    4.310   -7.7537     0.104     0.010     0.204
    4.330   -7.7359     0.104     0.010     0.204
    4.350   -7.7155     0.104     0.011     0.205
    4.371   -7.6925     0.104     0.011     0.206
    4.391   -7.6670     0.104     0.011     0.206
    4.412   -7.6391     0.104     0.011     0.208
    4.432   -7.6087     0.104     0.011     0.206
    4.452   -7.5762     0.104     0.011     0.208
    4.473   -7.5414     0.104     0.011     0.210
    4.493   -7.5046     0.104     0.011     0.210
    4.514   -7.4659     0.096     0.011     0.211
    4.534   -7.4258     0.096     0.012     0.210
    4.554   -7.3853     0.096     0.014     0.212
    4.575   -7.3567     0.096     0.019     0.212
    4.575   -6.6792     0.108     0.020     0.200
    4.595   -6.6780     0.112     0.020     0.199
    4.616   -6.6745     0.108     0.020     0.200
    4.636   -6.6687     0.108     0.020     0.201
    4.656   -6.6606     0.108     0.020     0.201
    4.677   -6.6501     0.108     0.020     0.200
    4.697   -6.6375     0.108     0.020     0.201
    4.717   -6.6226     0.108     0.020     0.201
    4.738   -6.6055     0.108     0.020     0.202
    4.758   -6.5864     0.108     0.020     0.203
    4.779   -6.5651     0.108     0.021     0.203
    4.799   -6.5420     0.108     0.021     0.202
    4.819   -6.5169     0.108     0.021     0.204
    4.840   -6.4901     0.108     0.022     0.204
    4.860   -6.4616     0.108     0.022     0.204
    4.881   -6.4317     0.108     0.023     0.205
    4.901   -6.4006     0.108     0.024     0.205
    4.921   -6.3690     0.108     0.026     0.205
    4.942   -6.3390     0.108     0.031     0.203
    4.962   -6.3222     0.108     0.039     0.202
 
# Band-Index:   40
    4.962   -6.3222     0.108     0.039     0.202
    4.942   -6.3390     0.108     0.031     0.203
    4.921   -6.3690     0.108     0.026     0.205
    4.901   -6.4006     0.108     0.024     0.205
    4.881   -6.4317     0.108     0.023     0.205
    4.860   -6.4616     0.108     0.022     0.204
    4.840   -6.4901     0.108     0.022     0.204
    4.819   -6.5169     0.108     0.021     0.204
    4.799   -6.5420     0.108     0.021     0.202
    4.779   -6.5651     0.108     0.021     0.203
    4.758   -6.5864     0.108     0.020     0.203
    4.738   -6.6055     0.108     0.020     0.202
    4.717   -6.6226     0.108     0.020     0.201
    4.697   -6.6375     0.108     0.020     0.201
    4.677   -6.6501     0.108     0.020     0.200
    4.656   -6.6606     0.108     0.020     0.201
    4.636   -6.6687     0.108     0.020     0.201
    4.616   -6.6745     0.108     0.020     0.200
    4.595   -6.6780     0.112     0.020     0.199
    4.575   -6.6792     0.108     0.020     0.200
    4.575   -7.3228     0.096     0.002     0.219
    4.554   -7.3190     0.096     0.004     0.218
    4.534   -7.3078     0.096     0.009     0.216
    4.514   -7.2901     0.096     0.016     0.213
    4.493   -7.2667     0.096     0.024     0.211
    4.473   -7.2390     0.096     0.033     0.209
    4.452   -7.2080     0.096     0.042     0.208
    4.432   -7.1747     0.088     0.050     0.203
    4.412   -7.1402     0.088     0.057     0.204
    4.391   -7.1053     0.088     0.064     0.202
    4.371   -7.0707     0.088     0.071     0.201
    4.350   -7.0373     0.088     0.076     0.201
    4.330   -7.0056     0.088     0.081     0.201
    4.310   -6.9766     0.080     0.086     0.201
    4.289   -6.9507     0.080     0.089     0.200
    4.269   -6.9285     0.080     0.092     0.201
    4.249   -6.9107     0.080     0.095     0.201
    4.228   -6.8976     0.080     0.097     0.201
    4.208   -6.8896     0.080     0.098     0.201
    4.187   -6.8869     0.080     0.098     0.201
    4.187   -5.3307     0.128     0.251     0.121
    4.146   -5.3545     0.128     0.247     0.121
    4.105   -5.4200     0.124     0.239     0.122
    4.063   -5.5140     0.120     0.229     0.123
    4.022   -5.6239     0.116     0.220     0.124
    3.980   -5.7407     0.116     0.212     0.126
    3.939   -5.8584     0.112     0.205     0.128
    3.897   -5.9732     0.108     0.199     0.129
    3.856   -6.0823     0.108     0.193     0.132
    3.815   -6.1840     0.108     0.187     0.133
    3.773   -6.2769     0.104     0.180     0.135
    3.732   -6.3597     0.104     0.172     0.140
    3.690   -6.4309     0.104     0.163     0.145
    3.649   -6.4891     0.104     0.150     0.150
    3.607   -6.5315     0.104     0.133     0.157
    3.566   -6.5542     0.104     0.110     0.169
    3.525   -6.5503     0.104     0.081     0.182
    3.483   -6.5103     0.104     0.050     0.196
    3.442   -6.4266     0.104     0.030     0.207
    3.400   -6.3222     0.108     0.039     0.202
    3.400   -6.3222     0.104     0.039     0.202
    3.371   -6.3724     0.104     0.002     0.219
    3.342   -6.4722     0.104     0.002     0.220
    3.313   -6.5670     0.104     0.002     0.220
    3.283   -6.6565     0.104     0.002     0.220
    3.254   -6.7407     0.104     0.002     0.220
    3.225   -6.8196     0.104     0.002     0.220
    3.195   -6.8930     0.104     0.002     0.220
    3.166   -6.9608     0.096     0.002     0.220
    3.137   -7.0231     0.096     0.002     0.220
    3.107   -7.0795     0.096     0.002     0.220
    3.078   -7.1303     0.096     0.002     0.220
    3.049   -7.1752     0.096     0.002     0.220
    3.020   -7.2142     0.096     0.002     0.219
    2.990   -7.2473     0.096     0.002     0.219
    2.961   -7.2745     0.096     0.002     0.219
    2.932   -7.2956     0.096     0.002     0.219
    2.902   -7.3107     0.096     0.002     0.219
    2.873   -7.3198     0.096     0.002     0.219
    2.844   -7.3228     0.096     0.002     0.219
    2.844   -7.3228     0.096     0.002     0.219
    2.815   -7.3310     0.096     0.030     0.206
    2.785   -7.2629     0.096     0.051     0.197
    2.756   -7.1680     0.096     0.071     0.188
    2.727   -7.0568     0.096     0.087     0.179
    2.697   -6.9347     0.096     0.099     0.174
    2.668   -6.8046     0.104     0.109     0.168
    2.639   -6.6685     0.104     0.118     0.164
    2.610   -6.5275     0.104     0.126     0.161
    2.580   -6.3828     0.104     0.134     0.158
    2.551   -6.2357     0.104     0.142     0.155
    2.522   -6.0877     0.112     0.151     0.151
    2.492   -5.9408     0.112     0.162     0.148
    2.463   -5.7981     0.112     0.176     0.142
    2.434   -5.6642     0.120     0.192     0.137
    2.405   -5.5454     0.120     0.210     0.131
    2.375   -5.4494     0.120     0.229     0.126
    2.346   -5.3817     0.128     0.242     0.123
    2.317   -5.3431     0.128     0.249     0.122
    2.287   -5.3307     0.128     0.251     0.121
    2.287   -5.3307     0.128     0.251     0.121
    2.267   -5.3310     0.128     0.251     0.121
    2.247   -5.3316     0.128     0.250     0.120
    2.226   -5.3326     0.128     0.249     0.122
    2.206   -5.3339     0.128     0.248     0.122
    2.185   -5.3356     0.128     0.247     0.121
    2.165   -5.3375     0.136     0.245     0.124
    2.145   -5.3395     0.136     0.243     0.124
    2.124   -5.3415     0.136     0.241     0.124
    2.104   -5.3436     0.136     0.239     0.124
    2.083   -5.3454     0.144     0.236     0.125
    2.063   -5.3470     0.144     0.233     0.125
    2.043   -5.3482     0.144     0.230     0.126
    2.022   -5.3488     0.144     0.226     0.128
    2.002   -5.3487     0.144     0.222     0.128
    1.982   -5.3476     0.152     0.218     0.129
    1.961   -5.3454     0.152     0.215     0.131
    1.941   -5.3423     0.152     0.214     0.133
    1.920   -5.3391     0.144     0.215     0.137
    1.900   -5.3377     0.144     0.216     0.139
    1.900   -5.3377     0.144     0.216     0.139
    1.859   -5.3593     0.140     0.216     0.136
    1.817   -5.4229     0.132     0.212     0.135
    1.776   -5.5226     0.120     0.201     0.134
    1.734   -5.6463     0.116     0.185     0.138
    1.693   -5.7812     0.108     0.169     0.139
    1.651   -5.9175     0.108     0.154     0.144
    1.610   -6.0495     0.108     0.141     0.148
    1.569   -6.1735     0.104     0.129     0.155
    1.527   -6.2866     0.104     0.116     0.160
    1.486   -6.3864     0.104     0.101     0.169
    1.444   -6.4691     0.100     0.082     0.177
    1.403   -6.5282     0.096     0.056     0.195
    1.362   -6.5518     0.096     0.027     0.216
    1.320   -6.5255     0.088     0.009     0.229
    1.279   -6.5770     0.108     0.020     0.201
    1.237   -6.6216     0.108     0.020     0.201
    1.196   -6.6536     0.108     0.020     0.201
    1.154   -6.6728     0.108     0.020     0.201
    1.113   -6.6792     0.108     0.020     0.200
    1.113   -6.6792     0.108     0.020     0.200
    1.084   -6.6616     0.112     0.032     0.193
    1.054   -6.6159     0.104     0.060     0.183
    1.025   -6.5601     0.104     0.094     0.169
    0.996   -6.5179     0.104     0.121     0.164
    0.967   -6.5091     0.096     0.129     0.169
    0.937   -6.5309     0.088     0.123     0.177
    0.908   -6.5683     0.088     0.116     0.184
    0.879   -6.6112     0.088     0.111     0.189
    0.849   -6.6546     0.088     0.107     0.192
    0.820   -6.6962     0.080     0.104     0.195
    0.791   -6.7347     0.080     0.102     0.197
    0.762   -6.7695     0.080     0.101     0.199
    0.732   -6.8002     0.080     0.100     0.199
    0.703   -6.8264     0.080     0.099     0.200
    0.674   -6.8481     0.080     0.099     0.200
    0.644   -6.8650     0.080     0.098     0.201
    0.615   -6.8772     0.080     0.098     0.201
    0.586   -6.8845     0.080     0.098     0.201
    0.556   -6.8869     0.080     0.098     0.201
    0.556   -6.8869     0.080     0.098     0.201
    0.527   -6.9117     0.080     0.088     0.207
    0.498   -6.9648     0.072     0.071     0.214
    0.469   -7.0216     0.072     0.055     0.222
    0.439   -7.0665     0.080     0.035     0.229
    0.410   -7.0730     0.088     0.013     0.229
    0.381   -7.0057     0.096     0.019     0.212
    0.351   -6.8827     0.104     0.039     0.197
    0.322   -6.7358     0.104     0.054     0.187
    0.293   -6.5773     0.104     0.066     0.180
    0.264   -6.4116     0.104     0.076     0.174
    0.234   -6.2411     0.104     0.086     0.171
    0.205   -6.0680     0.112     0.098     0.165
    0.176   -5.8952     0.112     0.114     0.160
    0.146   -5.7283     0.112     0.137     0.153
    0.117   -5.5780     0.120     0.167     0.145
    0.088   -5.4606     0.128     0.197     0.138
    0.059   -5.3864     0.136     0.212     0.137
    0.029   -5.3488     0.144     0.216     0.138
    0.000   -5.3377     0.144     0.216     0.139
 
# Band-Index:   41
    0.000   -5.2360     0.248     0.022     0.068
    0.029   -5.2321     0.248     0.022     0.068
    0.059   -5.2206     0.248     0.022     0.068
    0.088   -5.2013     0.248     0.022     0.068
    0.117   -5.1912     0.152     0.032     0.207
    0.146   -5.2962     0.152     0.048     0.207
    0.176   -5.3971     0.144     0.055     0.207
    0.205   -5.5004     0.136     0.058     0.209
    0.234   -5.6071     0.128     0.058     0.211
    0.264   -5.7165     0.120     0.057     0.213
    0.293   -5.8271     0.120     0.056     0.215
    0.322   -5.9377     0.112     0.055     0.218
    0.351   -6.0473     0.104     0.053     0.220
    0.381   -6.1549     0.104     0.051     0.221
    0.410   -6.2596     0.096     0.048     0.224
    0.439   -6.3603     0.088     0.045     0.227
    0.469   -6.4554     0.088     0.039     0.230
    0.498   -6.5418     0.080     0.031     0.236
    0.527   -6.6111     0.080     0.019     0.243
    0.556   -6.6412     0.080     0.009     0.250
    0.556   -6.6412     0.080     0.009     0.250
    0.586   -6.6386     0.080     0.009     0.250
    0.615   -6.6310     0.080     0.010     0.250
    0.644   -6.6182     0.080     0.010     0.249
    0.674   -6.6004     0.080     0.010     0.249
    0.703   -6.5775     0.080     0.010     0.249
    0.732   -6.5496     0.080     0.010     0.249
    0.762   -6.5167     0.080     0.010     0.248
    0.791   -6.4788     0.080     0.010     0.247
    0.820   -6.4360     0.080     0.010     0.247
    0.849   -6.3883     0.088     0.010     0.246
    0.879   -6.3358     0.088     0.010     0.247
    0.908   -6.2785     0.088     0.011     0.245
    0.937   -6.2166     0.088     0.011     0.245
    0.967   -6.1508     0.088     0.012     0.244
    0.996   -6.1579     0.112     0.013     0.205
    1.025   -6.2905     0.112     0.011     0.204
    1.054   -6.4194     0.112     0.010     0.204
    1.084   -6.5431     0.112     0.010     0.207
    1.113   -6.6470     0.112     0.002     0.208
    1.113   -6.6470     0.112     0.002     0.208
    1.154   -6.4841     0.112     0.019     0.201
    1.196   -6.3182     0.104     0.043     0.199
    1.237   -6.3505     0.092     0.028     0.225
    1.279   -6.4506     0.088     0.012     0.231
    1.320   -6.5197     0.108     0.020     0.199
    1.362   -6.4499     0.112     0.020     0.199
    1.403   -6.3677     0.112     0.020     0.199
    1.444   -6.2733     0.112     0.020     0.199
    1.486   -6.1667     0.112     0.021     0.199
    1.527   -6.0483     0.112     0.021     0.197
    1.569   -5.9182     0.112     0.021     0.197
    1.610   -5.7767     0.116     0.021     0.197
    1.651   -5.6240     0.116     0.021     0.197
    1.693   -5.4606     0.116     0.021     0.194
    1.734   -5.2867     0.124     0.021     0.192
    1.776   -5.1667     0.244     0.022     0.070
    1.817   -5.2051     0.248     0.022     0.068
    1.859   -5.2283     0.248     0.022     0.068
    1.900   -5.2360     0.248     0.022     0.068
    1.900   -5.2360     0.248     0.022     0.068
    1.920   -5.2275     0.240     0.023     0.069
    1.941   -5.2034     0.240     0.025     0.072
    1.961   -5.1660     0.240     0.025     0.076
    1.982   -5.1169     0.232     0.024     0.080
    2.002   -5.0574     0.232     0.023     0.083
    2.022   -4.9883     0.232     0.022     0.084
    2.043   -4.9107     0.232     0.021     0.088
    2.063   -4.8259     0.232     0.020     0.090
    2.083   -4.7867     0.192     0.005     0.238
    2.104   -4.7777     0.184     0.005     0.238
    2.124   -4.7679     0.184     0.005     0.240
    2.145   -4.7575     0.176     0.005     0.240
    2.165   -4.7466     0.176     0.004     0.242
    2.185   -4.7353     0.168     0.004     0.244
    2.206   -4.7239     0.168     0.004     0.244
    2.226   -4.7127     0.160     0.003     0.244
    2.247   -4.7025     0.160     0.002     0.246
    2.267   -4.6972     0.152     0.000     0.246
    2.287   -4.6975     0.152     0.000     0.246
    2.287   -4.6975     0.152     0.000     0.246
    2.317   -4.7362     0.152     0.000     0.242
    2.346   -4.8413     0.144     0.000     0.236
    2.375   -4.9801     0.136     0.000     0.230
    2.405   -5.1345     0.128     0.000     0.226
    2.434   -5.2955     0.128     0.000     0.224
    2.463   -5.4588     0.120     0.000     0.223
    2.492   -5.6221     0.120     0.000     0.223
    2.522   -5.7839     0.112     0.001     0.221
    2.551   -5.9433     0.112     0.001     0.220
    2.580   -6.0997     0.112     0.001     0.220
    2.610   -6.2526     0.112     0.001     0.220
    2.639   -6.4017     0.104     0.001     0.220
    2.668   -6.5468     0.104     0.001     0.220
    2.697   -6.6875     0.104     0.001     0.219
    2.727   -6.8237     0.104     0.001     0.219
    2.756   -6.9552     0.104     0.001     0.218
    2.785   -7.0819     0.096     0.001     0.218
    2.815   -7.2035     0.096     0.001     0.218
    2.844   -7.3173     0.096     0.000     0.220
    2.844   -7.3173     0.096     0.000     0.220
    2.873   -7.3143     0.096     0.000     0.220
    2.902   -7.3052     0.096     0.000     0.220
    2.932   -7.2902     0.096     0.000     0.220
    2.961   -7.2691     0.096     0.000     0.220
    2.990   -7.2421     0.096     0.000     0.220
    3.020   -7.2091     0.096     0.000     0.221
    3.049   -7.1702     0.096     0.000     0.221
    3.078   -7.1255     0.096     0.000     0.221
    3.107   -7.0750     0.096     0.000     0.222
    3.137   -7.0187     0.096     0.000     0.222
    3.166   -6.9567     0.096     0.000     0.222
    3.195   -6.8891     0.096     0.000     0.222
    3.225   -6.8159     0.104     0.000     0.222
    3.254   -6.7373     0.104     0.000     0.221
    3.283   -6.6533     0.104     0.000     0.221
    3.313   -6.5640     0.104     0.000     0.221
    3.342   -6.4695     0.104     0.000     0.221
    3.371   -6.3699     0.104     0.000     0.221
    3.400   -6.2714     0.104     0.003     0.219
    3.400   -6.2714     0.104     0.003     0.219
    3.442   -6.3164     0.104     0.039     0.203
    3.483   -6.2988     0.108     0.039     0.203
    3.525   -6.2695     0.108     0.039     0.203
    3.566   -6.2286     0.112     0.039     0.203
    3.607   -6.1763     0.112     0.039     0.203
    3.649   -6.1126     0.112     0.039     0.201
    3.690   -6.0378     0.112     0.039     0.203
    3.732   -5.9521     0.112     0.039     0.202
    3.773   -5.8557     0.116     0.039     0.202
    3.815   -5.7491     0.116     0.038     0.204
    3.856   -5.6326     0.116     0.038     0.203
    3.897   -5.5070     0.124     0.037     0.204
    3.939   -5.3729     0.124     0.036     0.206
    3.980   -5.2315     0.128     0.035     0.209
    4.022   -5.0940     0.132     0.000     0.226
    4.063   -4.9587     0.136     0.000     0.230
    4.105   -4.8334     0.144     0.000     0.236
    4.146   -4.7363     0.148     0.000     0.244
    4.187   -4.6975     0.152     0.000     0.246
    4.187   -6.6412     0.080     0.009     0.250
    4.208   -6.6444     0.080     0.009     0.249
    4.228   -6.6540     0.080     0.009     0.248
    4.249   -6.6698     0.080     0.009     0.248
    4.269   -6.6913     0.080     0.009     0.246
    4.289   -6.7181     0.080     0.009     0.245
    4.310   -6.7496     0.080     0.009     0.242
    4.330   -6.7853     0.088     0.009     0.241
    4.350   -6.8244     0.088     0.009     0.238
    4.371   -6.8663     0.088     0.009     0.236
    4.391   -6.9106     0.088     0.009     0.232
    4.412   -6.9566     0.088     0.009     0.231
    4.432   -7.0038     0.088     0.009     0.229
    4.452   -7.0518     0.096     0.009     0.227
    4.473   -7.1001     0.096     0.009     0.225
    4.493   -7.1483     0.096     0.009     0.223
    4.514   -7.1961     0.096     0.009     0.221
    4.534   -7.2429     0.096     0.008     0.218
    4.554   -7.2874     0.096     0.006     0.218
    4.575   -7.3173     0.096     0.000     0.220
    4.575   -6.6470     0.112     0.002     0.208
    4.595   -6.6459     0.112     0.002     0.208
    4.616   -6.6424     0.112     0.002     0.208
    4.636   -6.6366     0.112     0.002     0.208
    4.656   -6.6286     0.112     0.002     0.208
    4.677   -6.6183     0.112     0.002     0.208
    4.697   -6.6057     0.112     0.002     0.209
    4.717   -6.5910     0.112     0.002     0.209
    4.738   -6.5741     0.112     0.002     0.209
    4.758   -6.5551     0.112     0.002     0.212
    4.779   -6.5341     0.112     0.002     0.214
    4.799   -6.5110     0.112     0.002     0.215
    4.819   -6.4861     0.112     0.002     0.216
    4.840   -6.4593     0.104     0.002     0.216
    4.860   -6.4308     0.104     0.002     0.216
    4.881   -6.4006     0.104     0.001     0.218
    4.901   -6.3690     0.104     0.001     0.218
    4.921   -6.3359     0.104     0.001     0.219
    4.942   -6.3016     0.104     0.001     0.220
    4.962   -6.2714     0.104     0.003     0.219
 
# Band-Index:   42
    4.962   -6.2669     0.104     0.000     0.220
    4.942   -6.2697     0.104     0.004     0.217
    4.921   -6.2647     0.104     0.005     0.216
    4.901   -6.2566     0.104     0.008     0.216
    4.881   -6.2456     0.104     0.012     0.215
    4.860   -6.2320     0.104     0.016     0.213
    4.840   -6.2163     0.104     0.021     0.214
    4.819   -6.1990     0.104     0.026     0.213
    4.799   -6.1805     0.104     0.031     0.212
    4.779   -6.1613     0.104     0.036     0.210
    4.758   -6.1420     0.104     0.041     0.209
    4.738   -6.1230     0.104     0.045     0.208
    4.717   -6.1049     0.104     0.049     0.210
    4.697   -6.0880     0.104     0.053     0.207
    4.677   -6.0730     0.104     0.056     0.206
    4.656   -6.0601     0.104     0.059     0.206
    4.636   -6.0496     0.104     0.061     0.206
    4.616   -6.0419     0.104     0.062     0.206
    4.595   -6.0373     0.104     0.063     0.205
    4.575   -6.0357     0.104     0.064     0.205
    4.575   -4.3008     0.168     0.168     0.148
    4.554   -4.3008     0.168     0.168     0.148
    4.534   -4.3008     0.168     0.168     0.147
    4.514   -4.3007     0.168     0.168     0.147
    4.493   -4.3006     0.168     0.168     0.147
    4.473   -4.3005     0.168     0.167     0.147
    4.452   -4.3003     0.168     0.166     0.147
    4.432   -4.2999     0.168     0.166     0.148
    4.412   -4.2994     0.168     0.165     0.148
    4.391   -4.2987     0.168     0.164     0.148
    4.371   -4.2977     0.168     0.163     0.149
    4.350   -4.2965     0.168     0.161     0.150
    4.330   -4.2949     0.168     0.160     0.151
    4.310   -4.2931     0.168     0.158     0.152
    4.289   -4.2909     0.168     0.157     0.153
    4.269   -4.2887     0.168     0.156     0.154
    4.249   -4.2864     0.168     0.154     0.154
    4.228   -4.2844     0.168     0.154     0.156
    4.208   -4.2830     0.168     0.153     0.157
    4.187   -4.2825     0.168     0.153     0.157
    4.187   -4.6916     0.152     0.000     0.246
    4.146   -4.7308     0.148     0.000     0.244
    4.105   -4.8287     0.144     0.000     0.236
    4.063   -4.9548     0.136     0.000     0.230
    4.022   -5.0905     0.132     0.000     0.226
    3.980   -5.2303     0.128     0.000     0.224
    3.939   -5.3632     0.128     0.001     0.222
    3.897   -5.4900     0.120     0.001     0.221
    3.856   -5.6094     0.116     0.001     0.221
    3.815   -5.7204     0.116     0.001     0.221
    3.773   -5.8222     0.116     0.001     0.220
    3.732   -5.9143     0.112     0.001     0.218
    3.690   -5.9964     0.112     0.001     0.220
    3.649   -6.0681     0.112     0.001     0.220
    3.607   -6.1291     0.112     0.001     0.219
    3.566   -6.1793     0.108     0.001     0.219
    3.525   -6.2185     0.104     0.001     0.219
    3.483   -6.2466     0.104     0.001     0.218
    3.442   -6.2635     0.104     0.001     0.220
    3.400   -6.2669     0.104     0.000     0.220
    3.400   -6.2669     0.104     0.000     0.220
    3.371   -6.3061     0.104     0.044     0.199
    3.342   -6.2601     0.104     0.057     0.193
    3.313   -6.1895     0.112     0.074     0.185
    3.283   -6.1001     0.112     0.090     0.177
    3.254   -5.9964     0.112     0.104     0.170
    3.225   -5.8817     0.112     0.116     0.164
    3.195   -5.7583     0.112     0.126     0.159
    3.166   -5.6280     0.120     0.134     0.156
    3.137   -5.4919     0.120     0.140     0.151
    3.107   -5.3514     0.120     0.146     0.148
    3.078   -5.2076     0.128     0.150     0.147
    3.049   -5.0618     0.128     0.154     0.145
    3.020   -4.9157     0.136     0.157     0.144
    2.990   -4.7719     0.144     0.160     0.142
    2.961   -4.6338     0.144     0.163     0.143
    2.932   -4.5071     0.152     0.165     0.144
    2.902   -4.4007     0.160     0.167     0.145
    2.873   -4.3274     0.168     0.168     0.146
    2.844   -4.3008     0.168     0.168     0.148
    2.844   -4.3008     0.168     0.168     0.148
    2.815   -4.3160     0.168     0.163     0.150
    2.785   -4.3548     0.160     0.153     0.158
    2.756   -4.4058     0.160     0.144     0.164
    2.727   -4.4615     0.160     0.137     0.170
    2.697   -4.5178     0.160     0.131     0.173
    2.668   -4.5725     0.152     0.127     0.178
    2.639   -4.6241     0.152     0.123     0.181
    2.610   -4.6718     0.152     0.118     0.183
    2.580   -4.7147     0.152     0.114     0.186
    2.551   -4.7521     0.144     0.109     0.190
    2.522   -4.7828     0.144     0.103     0.194
    2.492   -4.8055     0.144     0.094     0.198
    2.463   -4.8182     0.144     0.083     0.203
    2.434   -4.8178     0.144     0.069     0.209
    2.405   -4.8005     0.144     0.053     0.217
    2.375   -4.7632     0.144     0.036     0.226
    2.346   -4.7090     0.152     0.024     0.235
    2.317   -4.6919     0.152     0.000     0.247
    2.287   -4.6916     0.152     0.000     0.246
    2.287   -4.6916     0.152     0.000     0.246
    2.267   -4.6947     0.152     0.001     0.248
    2.247   -4.6962     0.152     0.001     0.246
    2.226   -4.6946     0.152     0.001     0.246
    2.206   -4.6925     0.144     0.002     0.247
    2.185   -4.6898     0.144     0.003     0.246
    2.165   -4.6868     0.144     0.004     0.247
    2.145   -4.6837     0.144     0.006     0.245
    2.124   -4.6811     0.136     0.007     0.243
    2.104   -4.6826     0.152     0.010     0.224
    2.083   -4.7369     0.224     0.020     0.102
    2.063   -4.7950     0.192     0.005     0.238
    2.043   -4.8024     0.192     0.006     0.238
    2.022   -4.8089     0.192     0.006     0.236
    2.002   -4.8145     0.200     0.006     0.238
    1.982   -4.8191     0.200     0.006     0.236
    1.961   -4.8227     0.200     0.006     0.236
    1.941   -4.8253     0.200     0.006     0.236
    1.920   -4.8269     0.200     0.006     0.236
    1.900   -4.8274     0.200     0.006     0.236
    1.900   -4.8274     0.200     0.006     0.236
    1.859   -4.8395     0.200     0.005     0.236
    1.817   -4.9125     0.132     0.015     0.196
    1.776   -5.1029     0.124     0.021     0.192
    1.734   -5.1377     0.156     0.017     0.215
    1.693   -5.2311     0.152     0.026     0.216
    1.651   -5.3182     0.148     0.034     0.213
    1.610   -5.4008     0.140     0.040     0.214
    1.569   -5.4793     0.132     0.045     0.211
    1.527   -5.5534     0.128     0.048     0.212
    1.486   -5.6227     0.120     0.051     0.212
    1.444   -5.6866     0.116     0.054     0.209
    1.403   -5.7451     0.112     0.056     0.211
    1.362   -5.7988     0.108     0.059     0.210
    1.320   -5.8506     0.108     0.062     0.206
    1.279   -5.9147     0.108     0.065     0.199
    1.237   -6.0382     0.108     0.045     0.197
    1.196   -6.1469     0.100     0.022     0.223
    1.154   -6.0763     0.096     0.049     0.216
    1.113   -6.0357     0.104     0.064     0.205
    1.113   -6.0357     0.104     0.064     0.205
    1.084   -6.0545     0.096     0.057     0.209
    1.054   -6.0935     0.096     0.044     0.217
    1.025   -6.1261     0.096     0.030     0.221
    0.996   -6.1287     0.104     0.021     0.222
    0.967   -6.0835     0.104     0.027     0.211
    0.937   -5.9950     0.112     0.044     0.197
    0.908   -5.8795     0.112     0.061     0.186
    0.879   -5.7478     0.112     0.075     0.179
    0.849   -5.6057     0.120     0.086     0.172
    0.820   -5.4563     0.120     0.095     0.167
    0.791   -5.3014     0.120     0.104     0.163
    0.762   -5.1427     0.128     0.111     0.159
    0.732   -4.9822     0.128     0.118     0.156
    0.703   -4.8220     0.136     0.125     0.156
    0.674   -4.6662     0.136     0.133     0.153
    0.644   -4.5211     0.144     0.141     0.153
    0.615   -4.3979     0.152     0.148     0.155
    0.586   -4.3131     0.160     0.152     0.156
    0.556   -4.2825     0.168     0.153     0.157
    0.556   -4.2825     0.168     0.153     0.157
    0.527   -4.2993     0.168     0.147     0.161
    0.498   -4.3420     0.168     0.136     0.167
    0.469   -4.3983     0.176     0.125     0.172
    0.439   -4.4598     0.176     0.115     0.179
